,,Question,Réponse
131,FAQ12-131,"Quand vous dites ""une relique est proche du mal jumeau"", c’est dans quel ordre de grandeur ? Mètres, kilomètres, centaine de kilomètres ?","Là-dessus, je répondrais pas."
132,FAQ12-132,La bonne mesure à trouver pour être de taille pour affronter le mal a eu a priori plusieurs valeurs au cours du temps. Y a-t-il un indice textuel dans le parchemin nous permettant de choisir la bonne de manière certaine ou bien devons nous faire toutes des suppositions jusqu’à avoir un ensemble très cohérent ?,"Alors je vous déconseille la dernière méthode. Il y a tout ce qu'il faut pour trouver la ou les bonnes mesures dans le jeu. Que ce soit dans les énigmes écrites ou dans les visuels. Donc là-dessus, pas de souci, tout est précisé."
133,FAQ12-133,Est-ce que la croix qui est sur une parcelle peut servir à autre chose qu’à la localisation de la parcelle ?,"Là-dessus, je ne peux pas répondre. Je ne peux pas vous confirmer qu'il s'agit d'une parcelle. Je vous laisse avancer."
134,FAQ12-134,Les lignes sur le sol de l'illustration quatre sont-[elles] en rapport avec une décoration de la chambre cachée ?,"Sur le lien, je répondrais pas. Tout ce que je peux dire à ce sujet, je crois que je l'ai déjà dit d'ailleurs, c'est que le quadrillage a en effet quelques particularités notables."
135,FAQ12-135,Les visuels nous aident-ils pour les lettres et phrases en rouge ?,"En partie, oui, tout à fait."
136,FAQ12-136,"Vous dites que l'eau a son importance car elle pourrait annuler un autre élément. Par annuler un élément, peut-on comprendre découvrir la révélation qu'a eu notre personnage en illustration six ?","Je ne pourrais pas dire en quoi, mais oui, l'eau a toute son importance."
137,FAQ12-137,"Si je vous disais que j'ai compris l'implication de l'eau dans le cadre de la chasse, que me diriez-vous ?",Je vous dirais bravo. Parce que ça veut dire vous avez beaucoup avancé et que vous vous rapprochez du coffre.
138,FAQ12-138,Est-il indispensable d'identifier toutes les reliques présentes dans cette chasse ?,"Ça me semble important, oui. Après, il n’y en a pas tant que ça. Donc c'était pas un travail trop difficile normalement."
139,FAQ12-139,La pièce de monnaie est-elle une pièce de la période antique ?,Je ne peux pas répondre à cette question.
140,FAQ12-140,Les WASP ont-ils une place dans la chasse ?,"Il peut y avoir des WASP utiles, mais pas parce qu'ils sont WASP. Si ça fait référence aux White Anglo Saxon Protestants."
141,FAQ12-141,"La connaissance (lierre) est-elle plutôt d'ordre pratique, spirituelle ou intellectuelle ?",Je dirais que c'est d'ordre intellectuel et éducatif.
142,FAQ12-142,"Une fois le lierre planté et qu’il s’est déployé, suis-je obligé de tout utiliser ou puis-je me concentrer uniquement sur une portion ?","Non, il faudra tout utiliser."
143,FAQ12-143,La direction générale du lierre va du bas vers le haut selon vos dires. Mais ce lierre cherche-t-il à monter au plus haut ? Peut-il partir complètement de travers sur la portion qui nous concerne ?,Le lierre passe par là ou vous l'obligez à passer. Si vous avez compris ce qu'il représentait évidemment.
144,FAQ12-144,"Je décide de faire une pause dans ma longue marche. Me conseilleriez-vous le zinc du bar le plus proche, un bureau d'étude à la bibliothèque, un guéridon instable dans le salon d’un inconnu, l'autel du temple local ou une table à manger familiale ?","Alors là, j'avoue, je ne sais pas trop quoi vous répondre. Les cinq lieux ont l'air très sympa, donc si c'est pour une pause, je serais tenté de dire un peu des cinq."
145,FAQ12-145,"Tant qu'à faire une pause, je vais lire un peu. J'hésite entre Perez Reverte, Dan Simmons, Newton, Umberto Eco, JK Rowling ou Borges. Un conseil ?",Umberto Eco et JK Rowling c'est très sympa aussi. Je tenterais plutôt ces deux là.
146,FAQ12-146,La connaissance est par essence même indissociable de l'idée de mouvement ou le mouvement est-il une possibilité mais pas une obligation ?,"Alors le mouvement, oui. Mais le lierre s'arrête de grimper à un moment. Voilà ce que je pourrais dire."
147,FAQ12-147,Un autre XX que celui de l'énigme trois me permet-il de confirmer la bonne pierre d'attente ?,Non.
148,FAQ12-148,"Lors d'une dernière FAQ, vous avez mentionné qu'une devise espagnole semblait utile dans la chasse. Était-ce une devise au sens littéraire ou monétaire ?","Là-dessus, je pourrais pas être plus précis."
149,FAQ12-149,Es-tu guénonien ?,"Oui, je suis allé voir ce personnage qui est assez fascinant et secret, comme le Comte. Donc on pourrait dire qu'il y a beaucoup de parallèles. Après, je ne pense pas qu'il soit parfaitement aligné sur les mêmes idées que Guénon."
150,FAQ12-150,Il semble y avoir un écart entre le symbole et le seuil de l'étrange porte du bâtiment de l'illustration cinq. Cette absence de raccord constitue-t-elle un oubli de l’illustratrice ?,C'est pas important.
151,FAQ12-151,Peut-on tenir entre nos mains l’objet qui se trouve dans la chambre cachée ?,"Ça, je pourrais pas vous répondre."
152,FAQ12-152,Et est-ce que l’objet de la chambre cachée se trouve toujours aujourd'hui dans la chambre cachée ?,Oui.
153,FAQ12-153,Le lierre semble être un ensemble de points reliés entre eux. Ces points ont sans doute un point commun. Ce point commun est-il donné par l’objet de la chambre cachée ?,Le point commun est intrinsèque à ce qu'est le lierre. Il n'y a pas de lien en particulier avec d’autres éléments.
154,FAQ12-154,"Puis-je affirmer que la circonscription de manifestation du mal jumeau de l’énigme trois confirme, volontairement ou pas, un des protagonistes du mal de l’énigme quatre ?","Alors je ne suis pas sûr d'avoir parfaitement compris cette question. Si vous voulez la préciser. Si vous entendez par circonscription une zone, une délimitation géographique, je dirais que non."
155,FAQ12-155,"Dois-je considérer le RC gravé dans la pierre du visuel un comme une signature artistique, une mention normative ou le résultat d'une action ?","Je dirais que ce qui se rapproche le plus, c'est une mention."
156,FAQ12-156,"Et au même titre que les cavaliers du jeu d'échec du visuel deux, pendant la partie du jeu de cartes du visuel trois, vais-je avoir l'honneur de rencontrer des figures historiques qui me seront utiles ?",C'est possible. Tout à fait.
157,FAQ12-157,La personne qui a les yeux clos dans la chambre cachée est-elle toujours aujourd'hui dans la chambre cachée ?,"Lorsque la chambre a été redécouverte, la personne n'y était plus. Mais il me semble qu'elle a été ensuite retrouvée."
158,FAQ12-158,Le mal jumeau est-il aligné avec la première relique et l'autre trésor ?,Oui.
159,FAQ12-159,Est-ce que la chambre cachée a un rapport avec la loge noire de Twin Peaks ? Et où est passé Chet Desmond ?,"Aucune idée. Je n'ai pas encore vu cette série, malgré tout le bien que j'ai pu entendre à son sujet. Donc je pourrais pas vous répondre."
160,FAQ12-160,"Imaginons la situation suivante: Suite au grand succès de la chasse, une nouvelle édition du parchemin est programmée. Afin de diminuer son impact environnemental, la nouvelle édition doit utiliser moins de papier et moins d'encre. Au delà de la diminution du format, le cahier des charges impose de supprimer des parties tout en permettant aux chasseurs de résoudre des énigmes et de trouver le trésor. Quelles parties peut-on supprimer ? Est-ce qu’il faut supprimer: A/ Le texte du testament, B/ Le poème, C/ L'énigme une, D/ L'un des visuels. Lequel ? E/ Autre chose ? F/ Pourrait-on imaginer une version noir et blanc ?","Vous auriez pu uniquement demander quelle partie il fallait supprimer, mais j'aime beaucoup le synopsis. On ne peut supprimer aucun bloc dans son entièreté. Je dirais qu’à la rigueur, et ça serait vraiment un grand maximum, deux/trois phrases dans l’ensemble des textes mais pas plus que ça. Quasiment 95 à 99 % des éléments et ce qui figure dans le cahier des charges pour les visuels est nécessaire. En tout cas, a un sens, a une incidence dans le jeu. Et s'agissant de la version noir et blanc, non surtout pas. Ou alors vraiment, la chasse devient complètement insoluble, mais ça serait inenvisageable."
161,FAQ12-161,"   Vous avez dit que la pièce était l’un des éléments les plus difficiles à trouver dans la chasse. Cette pièce est-elle remarquable par A/ Son visuel (avers et/ou revers), B/ Son matériau, C/ Sa masse, D/ Sa subdivision par rapport à une référence (100ᵉ 10ᵉ 12ᵉ), E/ Son importance historique, F/ Rien de tout cela ou G/ autre chose ?","Elle est remarquable de plusieurs façons. Oui, son nom, peut mettre la puce à l'oreille. Mais après il y a d'autres éléments qui doivent vous permettre de trouver la pièce."
162,FAQ12-162,Une nécropole devrait-elle attirer notre attention dans le cadre de la chasse ?,Je ne peux pas répondre à cette question.
163,FAQ12-163,Le lierre est-il le support de la connaissance ou est-ce le contraire ? A savoir la connaissance qui dirige le lierre ?,Je dirais que le lierre pousse sur la connaissance. C'est le rapport qu'il entretient avec la connaissance.
164,FAQ12-164,Le lieu familier nous fait-il découvrir d'autres reliques en lien avec le fil rouge ?,Je ne peux pas répondre à cette question.
165,FAQ12-165,"Le lierre a-t-il disparu car l'homme a fait des avancées, rendant la connaissance qu'il véhicule obsolète ?","Non, le lierre est toujours là."
166,FAQ12-166,"Les éléments éventuels qui nous aident à identifier les entités de l'énigme deux sont-ils d'ordre visuel ou sont-ils présents dans les énigmes ? Ou les deux ? Et une fois identifiés, avons-nous des éléments qui nous permettent aussi de confirmer notre identification ?",Je ne peux pas répondre à ces questions. Je pourrais uniquement dire que l'une des entités est sans doute plus dure à trouver que les autres.
167,FAQ12-167,"Le lien entre les entités de l'énigme deux et les cavaliers de l'échiquier existe et on doit le trouver. Sachant que les cavaliers de l’échiquier sont possiblement des villes, doit-on en priorité identifier les entités, de l’énigme deux pour trouver ces villes ?","Là-dessus, je pourrais pas répondre non plus."
168,FAQ12-168,"Durant les FAQs, quelles sont les questions qui vous agacent le plus ? 1/ Les questions inutiles, 2/ Les questions stupides, 3/ Les questions répétitives, 4/ Les questions à côté de la plaque, 5/ Les questions trollesques, 6/ Les questions avec des métaphores à la mords moi le nœud, 7/ Les questions à tiroirs, 8/ Les questions avec des sous entendus connivents wink wink, 9/ Les questions avec une longue liste d’une dizaine de propositions de réponses très fermées, 10/ Les questions sur la grappe que tout le monde aurait dû trouver il y a bien longtemps parce que bon c'est quand même que la première énigme nom de Dieu ! 11/ Obi Wan Kenobi","Aucune question ne m'agace. Elles ont toutes leur singularité, leur charme propre. Pour vous faire plaisir, je vous dirais que vos questions ont toujours un petit quelque chose en plus."
169,FAQ12-169,A l'intérieur de la terre: non naturel ? Fait par la main de l'homme ?,Je ne peux pas répondre à cette question.
170,FAQ12-170,L'échiquier me donne-t-il une mesure ou dois-je le comprendre en date ?,Aucun des deux. 
171,FAQ12-171,"Je pense avoir trouvé le milieu de l'échiquier à positionner sur ma carte. A ce stade du jeu, est-ce possible ?","Là-dessus, je ne peux pas répondre."
172,FAQ12-172,Vous parlez de finir littéralement par l'eau ou plus spécifiquement la lettre “O” ?,"Alors, non. Je parlais de l'eau, “l apostrophe e a u”."
173,FAQ12-173,L'Ordre nouveau me donne une figure de même ordre que je retrouve à l'endroit où je dois me rendre en finalité. Froid ? Chaud ? Joker ?,"Là-dessus, je peux pas répondre."
174,FAQ12-174,La Trinité. Trois époques ? Trois alliances ? Trois épées ? Y'en a-t-il un qui vous parle le plus ?,"La Trinité, c'est ce que Dieu veut tracer et c'est au féminin. C'est tout ce que je pourrais dire à ce sujet."
175,FAQ12-175,Les départements sont-ils encodés dans les illustrations ou est-ce trop récent ? Ou donc hors chasse ?,La réponse est non. Ça me semblerait anachronique et très difficile pour les non français de faire une crypto sur des départements.
176,FAQ12-176,"Énigme deux, était-il nécessaire que le parchemin de gauche avec une croix soit placé à côté des hiéroglyphes et des runes ?",Non pas nécessaire.
177,FAQ12-177,KV XX nous donne un peu d'air à fredonner ? Ou l'air est-il plutôt confiné ?,L'air est plutôt confiné.
178,FAQ12-178,J’ai parfois un peu de mal avec le sens des phrases en fonction de la position de la virgule. Est-ce que le mal jumeau est à l'Orient de l'autre trésor ?,"Ce qu'il faut comprendre là-dessus, c’est que le mal jumeau se voit par l'autre trésor. Tout cela se trouve à l'orient de la première relique."
179,FAQ12-179,"Puisque l'objet doit être présent dans la chambre cachée au moment où on y plante le lierre, cela veut dire qu'une interaction est demandée entre l'objet et la chambre cachée ?","Non. Par contre, il peut y avoir une interaction entre l'objet et les chiffres entre parenthèses."
180,FAQ12-180,"Concernant les lettres rouges du poème, avez-vous choisi les mots en fonction des lettres à faire apparaître ou inversement ?","Là-dessus, je ne pourrais pas répondre."
181,FAQ12-181,"Tout au long des énigmes, notre personnage ne fait qu'un seul déplacement au cours de l'énigme six. Pouvez-vous nous confirmer que le face à face, le combat final, a lieu sur ce trajet ?","En effet, lorsque vous rejoignez votre allié précieux, que vous êtes armé de votre force d'âme et de votre fidèle monture, vous êtes bien sur le lieu du face à face."
182,FAQ12-182,Les traces que l'on doit suivre sont-elles laissées par des êtres vivants ?,Peut-être pas s'agissant de la force d'âme.
183,FAQ12-183,"Les chiffres deux, cinq, trois, cinq, quatre, huit nous aident-ils, entre autres, à confirmer l'identité du lierre ?","Non, ils ne vous aident pas à ça."
184,FAQ12-184,Notre force d'âme  nous permet-elle de nous diriger ?,Je ne dirais pas ça non plus.
185,FAQ12-185,"Sur l’illustration trois,  lequel des deux personnages est arrivé en premier dans le trou ?",Il s'agit du personnage à droite.
186,FAQ12-186,"Avons-nous rencontré nos premiers guides: Petit A, lors de l'énigme une, à savoir au moment de tracer nos deux gardiens ? Petit B, lors de la lecture du testament, où le Comte énumère ses endroits parcourus ? Ou petit C, au moment du décryptage de la phrase de l'énigme deux ?","Là-dessus, je ne pourrais pas vous répondre malheureusement."
187,FAQ12-187,"Énigme quatre, nous découvrons le mal jumeau alors que notre personnage n'a pas récupéré son épée. Cela veut-il dire qu'il n'a jamais combattu contre le mal jumeau, ou pas encore combattu le mal jumeau ?","En effet, il faut d'abord voir le mal et le mal jumeau avant de pouvoir affronter le mal."
188,FAQ12-188,La Prusse est-elle une piste à investiguer ? Pouvez-vous nous confirmer qu'il n'y a aucun calcul à faire concernant les deux dates qui sont issues de la charade ?,"Là-dessus, les deux questions sont un peu trop précises. Donc je vais passer."
189,FAQ12-189,"Depuis la dernière FAQ, avez-vous eu le temps de procéder à une vérification du coffre et de l’élément de confirmation ?","Non, je n'en ai pas eu l'occasion. Après il y a toutes nos coordonnées dans le coffre et 100 000 € à gagner, donc ça m'étonnerait qu'il ait été découvert que la personne ne se soit pas signalée."
190,FAQ12-190,"Sur l’illustration six, l’oreille du cheval peut faire penser à une corne. Est-ce volontaire ?","Là-dessus, je ne peux pas répondre."
191,FAQ12-191,"Et maintenant que le cap un an est passé, quelqu'un commence-t-il à s'approcher de la zone finale ?","Là-dessus, du coup, j’ai donné les éléments sur les avancées des joueurs, donc oui ça avance bien."
192,FAQ12-192,"Selon vos dires, une relique se trouve près du mal jumeau. Cependant, est-ce au moment où on se trouve sur le lieu du mal jumeau qu'on doit s'en préoccuper ou doit-on remettre ça à plus tard ? Par s’en préoccuper, j'entends la rejoindre, l’utiliser, la porter, bref, interagir avec.","S'il y a vraiment des instructions d'utilisation, d'interaction, les énigmes vont le préciser. Vous n'aurez pas à le deviner."
193,FAQ12-193,Vous avez dit que le 3c64 ne sert qu'une seule fois. Est-ce aussi le cas pour 64 ?,"Là-dessus, je ne peux pas répondre."
194,FAQ12-194,"Sur plusieurs personnages évoqués dans les différentes FAQs, vous dites clairement qu'ils n'ont pas leur place dans l’Élixir. C'est assez catégorique comme réponse. Je me demande alors si lors de nos recherches il faut bannir toutes informations ou toutes trouvailles ayant un rapport, de près ou de loin, avec ces personnages. Aristote, Jean le Bon, Hermès Trismégiste.","Ce que je veux dire, c'est que ces personnages ne font pas partie des inspirations directes du jeu et que je ne me suis pas forcément renseigné. Pour certains, je ne les connaissais même pas. Donc ils peuvent avoir des thèmes, ils peuvent avoir exploré des idées qui se retrouvent de façon fortuite, proche des thèmes de la chasse. Mais ce sera de façon fortuite."
195,FAQ12-195,A-t-on vraiment besoin d'utiliser des outils pour déterrer le trésor ? Peut-on le faire à mains nues ?,"J'aimerais bien voir à mains nues, mais je vous conseille quand même plutôt d'utiliser des outils. Ça me paraît très compliqué de le faire sans."
196,FAQ12-196,"Est-ce un hasard si je trouve sur une même illustration, un lien entre un symbole, un lieu, et le titre d'une énigme ?","S’agissant des éléments dans le cahier des charges il n’y a pas de hasard. Donc si des éléments font sens et qu'il y a un faisceau d'indices convergents, c'est sans doute que vous êtes sur une bonne piste."
197,FAQ12-197,"Nous savons que l'affrontement doit se dérouler dans un lieu précis, mais doit-il également se dérouler à un moment précis, une époque, un mois, une heure de la journée ?",C'est une très bonne question et la réponse est oui.
198,FAQ12-198,"Et aussi, notre allié précieux est-il un enfant du pays où se trouve la zone de l’affrontement ?","Là pour le coup, par contre, je pourrais pas vous répondre."
199,FAQ12-199,Est-ce qu'un élément de l'illustration quatre nous aiderait à identifier l’arbre de l'illustration un ?,"Non, je ne crois pas."
200,FAQ12-200,"Le cheval du visuel cinq est-il un moyen de transport qui a échoué, entre autres ?","Je ne le définirais pas comme ça. Il a une utilité, mais ce n'est pas d'être un moyen de transport et encore moins d'échouer."
201,FAQ12-201,Les victimes possibles du mal et du mal jumeau sont-elles visées pour strictement les mêmes raisons et sont-elles interchangeables ?,Aucun des deux. Les victimes possibles ne seraient pas visées par les mêmes raisons et elles ne sont pas interchangeables.
202,FAQ12-202,Si je vous dis que les runes qui sont sur la feuille me donnent un dieu ou un animal en lien avec les hiéroglyphes suis-je dans le vrai ?,"Là-dessus, je ne répondrais pas."
203,FAQ12-203,Ce que l’on trouve avec le thé renversé a-t-il aussi un lien avec le lierre de la connaissance ?,"Non, pas directement. Il y a un lien, mais il n'est pas évident. Mais il y a un lien."
204,FAQ12-204,"Énigme deux, l’endroit représenté dans le visuel est-il celui où vit la personne qui joue aux échecs contre le personnage barbu ?",L'endroit n'est pas important.
205,FAQ12-205,Les entités issues de l’énigme textuelle ont-elles toutes un rapport avec le vin ?,"Là-dessus, je ne pourrais pas répondre."
206,FAQ12-206,"Pensez-vous que le coffre sera déterré d'ici cinq mois ? C’est-à-dire avant novembre, en considérant que les chercheurs les plus avancés de votre sondage sont réellement les plus avancés tout court et qu'ils ne prendront pas de vacances cet été.","En toute honnêteté, je pense que la probabilité est faible. A moins que la personne la plus avancée ne soit rapidement rejointe par d'autres qui suivraient ses pas, ou qu’il y ait des échanges plus fort qui se fassent sur le Discord ou par message privé. Parce que je vois encore beaucoup de personnes qui n'ont pas des éléments importants des trois/quatre premières énigmes, alors qu'ils ont été parfaitement découverts par de nombreux autres. Donc en l'absence de ça, je ne pense pas. Ça me paraît peu probable. En tout cas, le calibrage est maintenu entre deux et cinq ans."
207,FAQ12-207,"Etienne, en initiant cette aventure, aviez-vous comme ambition cachée de devenir le Mozart des créateurs de chasses aux trésors ?","Mon ambition, c'est très simple, c’est de faire des chasses au trésor. Parce que c'est ma passion. Sur des thèmes qui m'intéressent, qui me passionnent. Pour le coup, sur l'Elixir, c'était la première, donc j’ai vraiment eu la liberté de choisir les thèmes qui me faisaient fantasmer, qui me faisaient rêver depuis très longtemps. Et ensuite de trouver des sponsors, en l'occurrence des domaines viticoles. Et puis sur les prochaines, forcément, c'est différent parce qu'on peut se faire approcher par des sponsors et donc les thèmes sont peut-être un peu moins libres, mais y’a toujours la possibilité de choisir un angle, un axe qui permet de rendre le sujet passionnant. L'objectif c’est de pouvoir en vivre aussi longtemps que possible."
208,FAQ12-208,Le personnage est droitier ou gaucher ?,"Ça ne vous sera pas utile, donc je pourrais pas répondre à ça."
209,FAQ12-209,Y a-t-il une confirmation en supplément du chemin nous conduisant à l'emplacement exact du coffre ?,"Oui. Il y a plusieurs confirmations de la zone, du pile poil, tout à fait."
210,FAQ12-210,À quoi correspondent les deux cercles jaunes que l’on peut apercevoir à côté du visage du sphinx au-dessus de l’étoile sous le drapeau rouge sur l’illustration quatre ?,C’est pas important. C’est une liberté de Mathilde également.
211,FAQ12-211,Est-il possible d’avoir un indice nous aidant à trouver les lettres rouges qui manquent ?,"Là-dessus, je le prépare pour le début de l'été. Je ne pense pas qu'il sera sur les éléments rouges, mais plutôt sur l'énigme cinq."
212,FAQ12-212,Est-ce que les phrases à trouver en rouge sont en latin ?,Je ne peux pas répondre à cette question.
213,FAQ12-213,Le combat final que nous livrons se déroule-t-il environ 100 ans après le 33ème temps ou aujourd’hui ?,Je ne peux pas répondre à cette question.
214,FAQ12-214,Avons-nous une indication pour savoir comment le Comte a découvert l'Élixir d'Or ? Combien de temps cela lui a pris ? Si quelqu’un l’a aidé comme il nous aide ?,"Oui, tout à fait. Vous avez des indications sur l'origine du secret de l'immortalité du Comte et qui l’a aidé au passage. En effet, c’est dans le parchemin."
215,FAQ12-215,"Lorsque l’esprit survole la matière, la vérité est-elle au cœur ?","Bonne question, je ne suis pas philosophe. Donc je ne pourrais pas vous dire. L'esprit et la matière sont à égalité, s'alimentent mutuellement, mais je ne pense pas que je pourrais pousser plus loin la réflexion."
216,FAQ12-216,"Au moment où tout semble converger, mais où tout semble aussi nous échapper, qu'est ce qui doit nous guider ?",Le fil rouge doit vous guider au moment charnière.
217,FAQ12-217,"Vous avez dit que les terres visibles sur la mappemonde du visuel deux étaient le fruit de la liberté de l’artiste. Cela veut-il dire que le cahier des charges n’indiquait strictement aucun élément ni consigne sur ce qui se trouvait dessiné sur le globe ? Ni zone, ni trait, rien ?",Je vous confirme en effet qu'il n'y avait pas d'indication particulière sur cette mappemonde. Donc il ne servira à rien d'essayer de trouver des indices dessus.
218,FAQ12-218,Est-ce que Novus Ordo est le bon ordre ?,"Ce n'est pas forcément le bon ordre, mais en tout cas c'est le nouveau. Il faut l'interpréter comme tel."
219,FAQ12-219,Le début du testament nous aide-t-il à la fin ?,"Oui, en partie."
220,FAQ12-220,"Rassurez-moi, le minuscule coffre de ma chariotte suffira-t-il pour transporter le coffre ?","Alors le coffre est grand. C'est un bon coffre de pirate on va dire. Mais ce n'est pas non plus une malle. Donc a priori, oui."
221,FAQ12-221,Est-ce que les lettres rouges de l’indice un nous aident à trouver la crypto qui permet de trouver d’autres lettres rouges dans le poème ?,Elles vous donnent une indication sur ce que vous devez trouver. Voilà comment il faut les interpréter.
222,FAQ12-222,"Si nous creusons de nuit, comment la lumière peut-elle nous guider pour le premier coup de pelle ?","Vous pouvez aller creuser par tout temps, à n'importe quelle heure du jour ou de la nuit, ça n'aura pas d'incidence."
223,FAQ12-223,Pouvons-nous considérer que les lettres “plus ultra” sont en rouge ?,"Elles ne sont pas en rouge. Elles sont plutôt violettes. En tout cas, pas la couleur rouge."
224,FAQ12-224,"Suite à des propositions de solutions, un chasseur est-il proche du coffre à moins de 50 mètres ?","Là-dessus, je ne peux pas vous répondre."
225,FAQ12-225,Comment séparer le grain de l'ivraie pour avoir un cœur accompli ?,Il ne faut pas dévier de son fil rouge.
226,FAQ12-226,"En terme de profondeur, est-ce le dessus du coffre qui est à environ à 60 cm de profondeur ?",Oui.
227,FAQ12-227,"Quand vous employez la notion de “zone finale”, sous-entendez vous qu'elle contient à la fois le lieu du combat final et le pile-poil ?","Oui, tout à fait."
228,FAQ12-228,"Une fois le dernier cercle tracé et le mal trouvé, peut-on considérer qu'il ne sert plus à rien et l'effacer ? Ou est-il préférable de garder ce cercle visible ?","Non, il ne sert plus à rien par la suite."
229,FAQ12-229,"Dans l'indice, les chiffres entre parenthèses indiquent à quelle énigme chaque paragraphe fait référence. Pour KV XX pouvons-nous considérer qu'il fait référence à une énigme qui n'est pas évoquée avant ?","Pour KV XX, ce n'est pas précisé, mais vous ne pouvez pas exclure non plus que ça puisse faire référence à une des énigmes mentionnées avant."
230,FAQ12-230,La force d’âme a-t-elle un rapport avec l’amour des reines ? Ou est-ce qu'il y a un rapport avec la flamboyance de mon épée ?,"Ce que je peux vous dire par rapport à force d'âme, c'est qu’elle vous est connue à ce moment là. Si vous avez le bon fil rouge et qu'un élément de confirmation extrêmement fort viendra vous confirmer dans cette piste."
231,FAQ12-231,Quelles sont les dimensions du coffre ?,"Je n'ai pas pris de photos donc je ne pourrais pas vous dire précisément. Mais je dirais qu'il fait 60 cm, 70 cm, peut-être de longueur, 20 cm de profondeur, et puis 30 de haut environ."
232,FAQ12-232,"Selon vous, un enfant de dix ans peut-il déterrer le coffre ?","Je ne pense pas. En tout cas, sauf s’il est très puissant pour son âge, il mettra pas mal de temps je pense."
233,FAQ12-233,"Est-il possible que votre élément de confirmation sur place ait été enlevé, déplacé ou recouvert par la végétation ?","Non, aucune chance."
234,FAQ12-234,Les illustrations peuvent-elles nous inviter à réaliser des tracés sur la carte ?,Je ne peux pas répondre à cette question.
235,FAQ12-235,"Le lierre de la connaissance a-t-il un lien avec le Nord du cachemire, du fer et du jade ?",Non.
236,FAQ12-236,"Sur la zone de combat, notre fidèle allié agit-il comme un coach ou plutôt comme un compagnon d'armes ?",Je dirais qu'il agit en effet plutôt comme un compagnon d'armes.
237,FAQ12-237,"Énigme un, cerner les contours de la grappe sur une carte pourrait-il être utile à un moment donné ?","Non, ça me paraîtrait très compliqué de le faire."
238,FAQ12-238,"Énigme trois, vous avez dit “La tombe du visuel trois, en elle-même, n’est pas à identifier. mais elle vous donne un élément important pour la suite, où le côté symbolique est le plus important. Mais il s'agit bien d’une tombe et il est important de comprendre de quelle tombe il peut s'agir”.","Je vous l’accorde, la réponse est pour le moins confuse. Ce que je voulais dire, c'est que l'identification de la personne de la tombe ne vous donnera pas une solution importante, contrairement à la tombe en elle-même. Mais par contre, en trouvant la personne, vous trouvez la tombe en conséquence. Et ça, ça peut être important."
239,FAQ12-239,"Je reviens sur la réponse concernant le mal jumeau et l’autre trésor. Je me place à l'orient de la relique, et à travers l'autre trésor, je regarde vers la relique. Dit autrement, l'alignement est-il relique, autre trésor, mal jumeau ? Ou bien relique, mal jumeau, autre trésor ?","Dit autrement, l’alignement est relique, autre trésor, mal jumeau. Comme ça, c'est clair."
240,FAQ12-240,Certains événements en rapport direct avec la chasse ont-ils pu défrayer la chronique aux différentes périodes dans lesquelles s'inscrivent les énigmes ?,"Oui, certains événements ont été majeurs et ont défrayé la chronique. Tout à fait. Et même après les événements de la chasse, avant de lancer la chasse, certains événements se sont déroulés."
241,FAQ12-241,"25 35 48 auraient-ils pu être remplacés par six autres chiffres dont toujours avec un en double ? Par exemple, dans 25, 35, 48, il y a le cinq qui se répète deux fois.",Ça n'aurait pas pu être d'autres chiffres.
242,FAQ12-242,"La lueur produite par l'œil des ténèbres affaiblit-elle, révèle-t-elle ou renforce-t-elle quelque chose ?","La lueur n'a pas d’action en elle-même. Mais ce qui compte, c'est de savoir de quelle lueur il s'agit."
243,FAQ12-243,L'œil des ténèbres et le lierre de la connaissance s'opposent-ils ou se complètent-ils ?,Ils n'ont pas de lien de prime abord. Je dirais pas qu'il y a de lien d'opposition ou qu’ils se complètent.
244,FAQ12-244,"Les ténèbres regardent-ils: au plus loin, au plus près, en profondeur, en surface ?",L'œil des Ténèbres vous regarde.
245,FAQ12-245,"Dans la deuxième strophe du poème, l'homme y verra-t-il net après n'y avoir vu goutte, ou que du feu ?",C’est une très bonne question. Et je dirais que l'homme y verra net après n'y avoir vu que du feu.
246,FAQ12-246,"Les lettres du mot “FIN” pourraient-elles se décliner ainsi : F comme fixation et/ou fermeture, I comme ignition et/ou initiation, N comme numération et/ou normalisation ?","J'ai beaucoup aimé les deux premières propositions pour F et I, donc je pourrais accepter les deux premières, moins la troisième."
247,FAQ12-247,"Pour gagner notre combat contre le mal, voire réussir notre quête, nous conseillez-vous plutôt d’avoir une mémoire sélective, une mémoire collective, pas de mémoire ou la mémoire du cœur ?",Je pense pas que ce soit une notion de mémoire. Je pense que vous n’avez pas besoin d’avoir beaucoup de mémoire dans la chasse ou en tout cas au moment crucial de combattre le mal. Je dirais plutôt qu'il s'agit d'avoir très bonne idée.
248,FAQ12-248,Est-ce qu’identifier ou faire le bien peut aider à localiser le lieu de l'affrontement ?,"Oui, en partie. Mais, c'est vraiment très concret. C'est de trouver votre allié, et de bien choisir la monture et la force d'âme que vous prenez."
249,FAQ12-249,Trouveriez-vous ma question un peu trop alambiquée vous demandant si l'eau avait pour effet de troubler le mal ?,Je ne dirais pas l'eau trouble le mal. Je ne pense pas qu'il y ait une opposition aussi forte entre les deux.
