,,Question,Réponse
134,FAQ8-134,"Vous avez dit que creuser sur la croix était une mauvaise idée. Je suis en effet tombé sur de nombreux points où ça n'aurait pas été une bonne idée, que ce soit légalement ou métaphoriquement. Mais est-ce une vérité générale de la chasse? Ne jamais creuser un emplacement marqué d'une croix?","Ah non, non, non, pas du tout. Il peut y avoir des croix à trouver plus intéressantes. Mais à la fin des fins, il n'y a aucun doute qui est permis sur le lieu du coffre, ce sera une évidence. Donc vous ne poserez pas ce genre de question je pense."
135,FAQ8-135,"Sous nos latitudes, un pixels au zoom max de MyMaps représente à peu près 10 centimètres ce qui nous donnerait un rectangle de 3 x 6 pixels pour l’emplacement précis du coffre. Attendez-vous une telle précision pour la validation à distance?","Pour la validation à distance, c'est très simple. Je ne précise pas la précision que vous donnez. Vous donnez celle que vous voulez, mais celle qui sera bonne, c'est celle qui est donnée, donc c'est celle qui est équivalente à celle qui est donnée par la résolution des énigmes et donc le même degré, ni plus ni moins que celui que vous trouvez en solutionnant le jeu."
136,FAQ8-136,Faut-il une lentille pour voir le mal? ,Non.
137,FAQ8-137,Je vois une hache dessinée sur le temple. Auriez-vous utilisé un autre terme?,"Je pourrais pas vous dire s'il s'agit d'un temple, mais en effet, sur le bâtiment de l'illustration... je crois que c'est l'illustration 5, une hache, c'est très bien comme terme."
138,FAQ8-138,"Pourriez-vous dire par analogie que les deux faces d'une pièce ou d'une personne sont: 1 - Le bien et le mal, 2 - Le mal et le mal jumeau, 3 - Le Bien et le mal jumeau.",Je dirais que c'est d'abord le bien et le mal avant tout. Et parfois le mal et le mal jumeau. Mais pas le bien et le mal jumeau.
139,FAQ8-139,Est-ce que le mal est visible?,Le mal n'est pas visible.
140,FAQ8-140,Le mal jumeau peut-il simplement être le négatif du mal?,Non.
141,FAQ8-141,Ou serait-ce plutôt le bien qui le négatif du mal?,Ça je ne peux pas répondre.
142,FAQ8-142,Le personnage barbu connaît le Comte parce qu'il en a entendu parler ou parce qu'il l'a côtoyé?,"Pareil, ça, je ne pourrais pas répondre à cette question."
143,FAQ8-143,Le point dans le Testament. On a “TESTAMENT.” Est-ce qu'il a une importance ou une signification particulière?, Non. Non pas de signification particulière à ce point.
144,FAQ8-144,"Dans le Testament, on a le Comte de Saint-Germain qui se “prénomme”. On ne trouve pas forcément cette spécificité dans les autres langues. Est-ce que c'est une erreur? Est-ce que c'est volontaire? Est-ce que ça doit avoir un sens?","Ça a un sens qui a une subtilité dans la langue française. C'est qu'il s'agit de son prénom. En tout cas, il l'identifie comme étant son prénom et pas simplement un nom de famille un peu classique parce que c'est un système. Il s’est donné lui-même ce surnom."
145,FAQ8-145,On trouve des traces d'un prénom qui a été utilisé par le Comte de Saint-Germain. Est-ce que c'est ce prénom ou est-ce que c'est Germain qui est intéressant?,"Ça, je pourrais pas aller plus loin."
146,FAQ8-146,Se pourrait-il que ce personnage ait une double identité?,"Oui, c'est une possibilité."
147,FAQ8-147,Est-il possible que certaines phrases dans les énigmes ne soient pas placées dans les bonnes énigmes?,"Non. Non, les phrases dans les énigmes sont placées à leur place et dans les bonnes énigmes."
148,FAQ8-148,Aurait-il pu y avoir plus d'éléments de ponctuation dans la phrase en latin de l'énigme 3 sans pour autant changer la résolution de l'énigme?,"Non, c'était important qu’il y ait la ponctuation, comme elle l’est actuellement dans l’énigme."
149,FAQ8-149,Est-ce que la question du sondage concernant le personnage historique méconnu préféré nous mène vers la voie des personnages méconnus pour notre personnage mystérieux?,"Non, non. Les questions bonus ne donnent pas d'indices. C'était là simplement pour vous permettre de partager vos préférences historiques."
150,FAQ8-150,Est-ce que la grappe est une seule et même chose ou par tiroir nous amène-t-elle à autre chose par déduction?,"Du coup, il y a une seule grappe, mais en fait il y un bonus et, par tiroir, en tout cas elle vous amène à autre chose, mais pas forcément par déduction directe de la grappe. Par contre, par déduction de l'énigme 1 textuelle"
151,FAQ8-151,"Mais du coup, il y a un nom qui devrait suivre le “Comte de Saint-Germain”?","Non, il s'agit d'un tout uniforme qui ne possède pas du coup de nom derrière."
152,FAQ8-152,Est-ce que vous avez rigolé de manière machiavélique lorsque vous avez créé la charade de l’énigme 4?,"Non, je vous rassure, elle a été créée de manière tout à fait rationnelle. Et d'ailleurs c’est logique puisque plusieurs personnes ont trouvé le résultat de la concaténation et donc ont une solution qui est correcte pour l'énigme 4.
"
153,FAQ8-153,La grappe n'est-elle donc pas liée à la Vierge Marie?,"Ça je vous laisse libre de cette interprétation, mais je ne pourrais pas confirmer ou infirmer."
154,FAQ8-154,"Dans l'entièreté de la chasse sans préciser quoique ce soit sur l'endroit ou le moment, doit-on utiliser rotation 5 à moment donné?","Du coup, je ne peux pas vous répondre. Ça donnerait un point trop précis sur une crypto à utiliser. Il y a des cryptos à utiliser comme je l'avais indiqué. Comme c'est une chose qui s'adresse aussi à des joueurs qui ne sont pas féru de chasse au trésor. Ça ne va jamais être des éléments de cryptographie beaucoup trop avancés ou extrêmement méconnus sous le tiroir pour que justement, le jeu reste accessible, même à des non initiés au monde de la cryptographie."
155,FAQ8-155,"Concernant l’énigme 4, peut-on trouver la solution sans pouvoir répondre à tous les points de celle-ci?","Comme toute charade, oui, c'est possible. vous ne serez peut-être pas certain, mais vous pouvez commencer à conjecturer, à faire des hypothèses. Et peut-être que une de ces hypothèses s'avèrera concluante si elle s’inscrit dans votre fil rouge notamment."
156,FAQ8-156,Avez-vous pu vérifier sur StreetView la bonne visibilité de la grappe?,"Je crois que j'ai déjà eu cette question et StreetView n'aide pas. En tout cas, je n'ai pas testé. Mais StreetView ne vous aide pas à voir la grappe. Et vous précisez que j'étais en effet dans le doute. C'était peut-être vous qui aviez posé la question. Je vous confirme aujourd'hui qu'on ne peut pas la voir sur Street View."
157,FAQ8-157,"Pour trouver le lieu familier, le calcul peut-il être une simple addition?","Non, ce n'est pas une simple addition."
158,FAQ8-158,J'éprouve des difficultés de lecture sur le visuel 1 en haut de l'arbre et ai du mal à distinguer le feuillage des autres éléments. Est-ce intentionnel?,"Oui, c'est intentionnel. Après, je ne pense pas que ça provoque des difficultés et c'est à vous de vous dire à quoi ça peut servir."
159,FAQ8-159,"Y’a-t-il plusieurs indices permettant de trouver l'ordre des énigmes ou trouve-t-on d'un coup, par résolution d’un décryptage?","Je ne peux pas vous répondre  sur l'ordre des énigmes. C'est à vous de voir comment s'imbriquent les illustrations. Qu'est ce qu'elles racontent et l'histoire qui est contée. Et au regard de ça, que dit le texte? Quelle est l'histoire qui est contée à travers le texte? Une fois que vous avez trouvé ces deux éléments, je pense que ça vous aidera à y voir plus clair sur la façon dont textes et illustrations peuvent se combiner."
160,FAQ8-160,"Quand on regarde au loin, il peut y avoir de grandes différences suivant l'endroit où l'on est. Doit-on regarder horizontalement?","Vous devez regarder selon l'endroit où vous êtes. En effet, horizontalement, vous devez regarder vers l'horizon."
161,FAQ8-161,Est-ce que vous avez été étonné de la difficulté à trouver la grappe malgré le fait que vous avez dit que c'était l’énigme 1 et qu'il ne fallait pas se prendre énormément la tête dessus?,"Alors oui et non. Parce que évidemment, énormément de choses qui ont été découvertes par les joueurs avaient été préparées lors de la rédaction des énigmes. Si vous voulez, il y a forcément des petits pièges qui ne sont pas toujours inutiles. C'est à dire que même si vous tombez sur un élément qui peut être faux, s'il a été anticipé, c'est aussi pour vous faire penser à d'autres éléments derrière qui ne sont pas non plus entièrement toujours à jeter."
162,FAQ8-162,"Avec les pistes que vous avez pu lire pour le lieu familier, avez-vous été surpris de  certaines coïncidences? Ou avez-vous volontairement placé une fausse piste?","Pour le lieu familier, il n'y a pas qu'une seule fausse piste. Il y a plusieurs possibilités et plusieurs calculs différents qui peuvent mener à des endroits qui ne sont pas les bons. Donc en effet, il y a de nombreuses coïncidences qui sont tout à fait possibles."
163,FAQ8-163,"Au sujet du lieu familier, le lieu familier l'est-il parce qu'il suscite des souvenirs au Comte qui le renvoient donc mentalement vers un autre lieu?","Alors, il y a plusieurs, en effet, possibilité quand on entend “lieu familier”. Je peux vous énumérer les différentes possibilités, mais je ne pourrais pas trancher à votre place. Le lieu peut être familier parce que c'est un endroit que le Comte connaît, que le Comte a déjà visité dans sa vie. Ça peut être un lieu familier parce que le Comte a une affection particulière pour ce lieu sans forcément y être allé. Ou ça peut être même le sens premier du mot. Un lieu familier parce qu'il fait appel à l'étymologie ou au nom auquel est associé le Comte de Saint-Germain. Ce qui semble être du coup pour lui un lieu familier. C'est une de ces trois options, ça peut pas en être d'autres et donc c’est à vous après de voir ce qui fait sens par rapport aux lieux que vous avez pu trouver."
164,FAQ8-164,"Alors, en partant de l'hypothèse que le mal de l'énigme 2 ferait allusion à des impuretés liées à la Prima Materia, pourrait-on dire que le mal de l'énigme 3 ferait allusion à des impuretés liées à la Natura Humana?","Ça, je pourrais pas vous répondre, mais c'est un très bon raisonnement."
165,FAQ8-165,"Si je vous disais que plusieurs cartes du tarot sont assez significatives ou parlantes vis à vis de notre quête, que me répondriez-vous? Attention, vous ne pouvez pas sortir l'excuse.","Je vous dirais que le Comte était très familier avec la taromancie. Évidemment, un joueur qui serait adepte de taromancie, de cartomancie et de façon générale qui serait à l'aise dans tous ces sujets un peu interprétatif, pourrait avoir une longueur d'avance."
166,FAQ8-166,"Le mal et le bien peuvent-ils être présents en même temps au même endroit? Et si oui, est-ce de manière simultanée ou chacun leur tour?","Oui, et de manière simultanée."
167,FAQ8-167,"Si nous devions nous purifier du mal et de son jumeau, le ferions nous plutôt: A - par le feu, B - par l'eau, C - la prière, D - les trois? Et serait-ce dans un ordre précis ou simultanément?","Je vais exclure les réponses A et C et je dirais qu'il y a du vrai dans la réponse B, mais que ce n'est pas la bonne réponse. C'est pas la réponse complète."
168,FAQ8-168,"Concernant les sabliers du visuel 1, si je vous disais que la définition de l'expression en deux temps trois mouvements n'est pas à prendre au pied de la lettre, mais qu'une autre approche de la dite expression pourrait être pertinente. Que me répondriez-vous?","Je suis d'accord qu'il y a une lecture un peu hâtive de l'expression “en deux temps trois mouvements” qui peut s'adapter au tracé des sabliers, qui serait bonne d'ailleurs, mais qui ne serait pas suffisante. Et que le sablier a évidemment des points d'ancrage qui ne sont pas choisis au hasard, et également une forme, une représentation qui pousse tout à fait à aller un peu plus loin que la première lecture de cette expression."
169,FAQ8-169,"Vous avez dit lors de la dernière FAQ que celui-ci n'était pas en France. Pour autant, est-ce qu'une ou plusieurs de ses composantes, à savoir le tronc, les branches, les racines, les feuilles, et cetera, enfin une de ses composantes pourrait se retrouver en France sous un aspect différent? Et si oui, à un seul ou plusieurs endroits?","Alors il y a une partie en effet, je pense notamment au tronc , qui est utile dans le jeu. Et je ne vais pas préciser de quelle tronc il s'agit. Qui peut se trouver en France. A un seul endroit."
170,FAQ8-170,"Au sujet de la charade, est-ce que la concaténation donne un résultat parfait de manière écrite ou phonétique?","Je ne peux pas répondre à cette question, mais je vous invite à vous dire que la charade est traduite déjà dans quatre langues."
171,FAQ8-171,Auriez-vous pu remplacer la charade par un rébus?,"Ça aurait été très, très compliqué. Il faudrait que je reprenne un à un les éléments. Le premier, j'aurais pu. Le second, j'aurais pu. Le troisième, je n'aurais pas pu, je ne pense pas. Le quatrième, pareil. Le cinquième, j'aurais pu. Et le sixième, j'aurais pu. En tout cas, ça aurait été plus compliqué. Je ne vois pas de solution toute venue. Peut-être que cette option n'a pas été retenue parce qu'elle finissait finalement par être un peu trop compliquée pour deux éléments."
172,FAQ8-172,"Dans cette fameuse énigme 4, si je ne résous pas correctement la charade, les hommes tomberont-ils quand même? Si oui, pourrais-je malgré tout: A - les regarder, B - relier les cendres?","Oui, les hommes tomberont quand même. C'est compliqué. Si vous avez pas trouvé le résultat de la charade, le risque, c'est de ne pas trouver le mal jumeau. Si vous ne trouvez pas le mal jumeau, comment regarder les hommes tomber et comment relier les cendres?"
173,FAQ8-173,"Est-ce parce que je relis les cendres des hommes, que je regarde tomber, que je résous la charade?",Vous avez déjà résolu la charade à ce moment là.
174,FAQ8-174,"Je vous avais interrogé sur la spirale la fois dernière. Vous aviez répondu “non, non, il n'y a pas de spirale à quatre centres”, et cetera. Puis vous aviez dit “non pas quatre centres”. Je vous avais dit “oui, mais je ne parle pas forcément de quatre centres”. Donc tout ça pour dire donc, en fin de compte, si j'ai bien compris, il n'y a pas de spirale donc? Si comme vous le dites, Dante est présent dans la chasse, vous ne pouvez pas exclure la possible présence d'une spirale sachant que c'est ainsi qu'est décrit le chemin de sa descente et sa visite des enfers par l'auteur lui-même ?","A mon souvenir, il n'y a pas de spirale, non. Je n'ai pas confirmé que Dante était 100% présent dans la chasse. Je ne peux pas vous dire si Dante est présent. Et même si Dante est présent, imaginons que ce soit le cas, il n'a pas écrit que sur la spirale. Et on peut évidemment s'inspirer énormément de ses écrits et de ses pensées qui ne tourneraient pas autour d'une spirale ou d'un tracé en spirale à effectuer. En tout cas je confirme qu'il n'y a pas de spirale à tracer qu'il y ait ou non Dante qui intervienne dans le jeu. Il n'y a pas non plus de spirale qui ne serait pas à tracer."
175,FAQ8-175,"Si cette spirale, je veux la lier avec l'énigme 5. Par exemple avec le lierre de la connaissance. Sachant que l’un des noms du lierre est “Hedera Helix” qui signifie corde enlacée en spirale. Ça voudrait dire que c'est pas ce type de lierre là qui nous intéresse en fait et qu'il faudrait planter?","A priori non, puisque ça mettrait de la spirale dans le jeu."
176,FAQ8-176,"Est-ce que vous trouvez ça un peu punk de donner, via la chasse, l'envie aux gens de bouquiner, de se renseigner et d'apprendre?","Tout à fait. Je pense que c'est toujours nécessaire et encore plus nécessaire dans le monde dans lequel on vit, qui n'est pas forcément un monde très, très rationnel. Donc je pense que le monde a besoin de plus d’esprit punk."
177,FAQ8-177,Le livre étant connu comme ayant été écrit par le Comte comporte pas mal de références à la chasse. Faut-il creuser plus ce texte? Ou est-ce juste un support d'analogies pour la chasse? Et donc le testament suffit?,"Je ne peux pas vous dire exactement, je ne peux pas préciser les références littéraires du jeu. Tout ce que je dis, c'est qu'en effet, la chasse, et le testament, les énigmes vous font sortir du parchemin pour mieux y revenir. Donc c'est à vous d'aller piocher les références utiles. Pas toutes. Certaines, évidemment, peuvent être grossièrement ou non des fausses pistes. Mais celles qui peuvent être utiles et alimenter vos théories forcément il faudra vous en nourrir pour y mettre de la cohérence et avancer dans votre propre cheminement personnel."
178,FAQ8-178,Pour trouver le lieu familier calculer la pureté d'or est-elle hyper importante?,"Vous avez besoin de calculer en effet, puisque la notion de carats est une notion de pureté. Et c'est pour ça que dans le jeu, il est précisé qu'on parle d'un carat d’once d'or. Après à vous d'en déduire quel calcul ça peut faire, dans le cadre de l'énigme 5."
179,FAQ8-179,Quand vous dites dans l’énigme 5  “tiens toi à égale distance” est-ce que c'est à égale distance sur une droite entre deux points ou ça peut être à égale distance sur n'importe quel milieu entre deux points?,Je pourrais pas répondre à cette question.
180,FAQ8-180,"Changer le plomb en or, est-ce familier du Comte?","C’est familier de la plupart des grands alchimistes de l'histoire. Donc oui, tout à fait."
181,FAQ8-181,"Le roi de la montagne du coup de pouce, est-il un personnage réel ayant existé?","Je ne peux pas répondre précisément. Ce qui est très important ici,c'est peut-être plus que la notion de roi,c'est la notion de montagne."
182,FAQ8-182,"J'ai trouvé un lieu familier qui m'a mené à un ordre nouveau, mais il est plus que plutôt vaguement familier. Ai-je loupé quelque chose ou suis-je sur une fausse piste volontaire?","Alors ça, je ne peux pas vous dire. Je ne connais pas le lieu que vous avez en tête. Si vous souhaitez le partager, je pourrais vous dire. Mais je ne sais pas ce que vous entendez par “vaguement familier”."
183,FAQ8-183,Le “O” apparu de Bastogne est-il important? Quid du “A” disparu?,"Non, le “A” disparu n'est pas important."
184,FAQ8-184,La graine de l'arbre vient d'où?,Ça je ne vous dirais pas.
185,FAQ8-185,"Sur le visuel 3, les deux personnages sont-ils dans 2 trous différents?","Non, ils sont dans le même, ce que vous appelez trou, mais ils sont est fait dans le même trou."
186,FAQ8-186,"Vu que ça a déjà été mentionné dans le Discord, dois-je plus m'intéresser à Joseph d'Arimathie ou à Marc et Jean?",Je ne peux pas répondre à cette question.
187,FAQ8-187,Le jeu d'échecs sert-il plusieurs fois dans la chasse?,"Oui, il sert plusieurs fois."
188,FAQ8-188,Y’a-t-il une seule réponse à trouver à la charade?,"Oui, il y a une seule réponse qui est unique."
189,FAQ8-189,J'ai raison de me pencher sur des études géologiques?,Pas certain. C'est un domaine dans lequel je suis très peu à l'aise. Donc je ne pense pas avoir mis de la géologie dans la chasse.
190,FAQ8-190,"La dernière phrase en rouge “suis le dernier cavalier”, est-ce une indication de tracé?","Ça, je ne peux pas vous répondre, mais c'est une phrase qui est très importante."
191,FAQ8-191,Peut-on dire que les illustrations sont des images séquentielles?,"Oui, on peut dire en quelque sorte qu'elles déterminent des séquences, des moments particuliers et qu'il peut même parfois y avoir des ellipses entre les illustrations."
192,FAQ8-192,Le mal est-il dans l'excès?,"Non, parce que c'est sa nature qui ne va pas être excessif par rapport à la nature du mal."
193,FAQ8-193,Les formes sur le tapis des marches de l'illustration 4 auraient-elles pu avoir un tout autre arrangement?,"Oui, elles auraient pu avoir un autre arrangement. Ça n'aurait pas eu d'incidence."
194,FAQ8-194,Un événement de l'actualité de ce dernier mois a-t-il fait écho à notre première relique?,Je ne pourrais pas répondre à cette question. En tout cas je vous confirme que le dernier mois il ne s’est rien passé à ce sujet à ma connaissance.
195,FAQ8-195,"Si je ne trouve pas la signification des chiffres romains des titres des énigmes, cela va-t-il nuire à ma quête du trésor?","Oui, ça va nuire à la quête du trésor, mais ça ne va pas nuire dans un premier temps. Vous pouvez avancer sur le jeu sans avoir trouvé la signification des chiffres romains."
196,FAQ8-196,Des éléments de l'énigme 4 nous aident-ils à trouver la pièce?,"Je ne peux pas vous dire ce qui vous aide à trouver la pièce, mais il y a quand même des indices extrêmement concordants pour trouver la pièce."
197,FAQ8-197,La chambre cachée est-elle sur l'illustration 4?,"Ça, je ne peux pas vous dire."
198,FAQ8-198,Avez-vous déjà vu passer une résolution bonne de l’échiquier par un joueur qui joue aux échecs?,"J'ai vu passer d'excellentes choses sur l’échiquier. Je crois que globalement, ça a été résolu par plusieurs joueurs. Donc oui, tout à fait. Après je ne connais pas l'identité des gens, donc je ne pourrais pas vous dire si ce sont des joueurs d'échecs ou non."
199,FAQ8-199,Mon lieu familier est un château mais pas plus. C'est assez familier pour un Comte?,"Alors non, ça ne sera pas assez familier s'il n'y a pas de lien particulier avec le Comte de Saint-Germain."
200,FAQ8-200,"D'après vous, s'il existait des Jeux Olympiques des chasses au trésor, et que le champion participait à l’Élixir d’Or, qu’il n'avait besoin que de 4 h de sommeil par nuit et qu'il avait de plutôt bonnes intuitions, l’aurait-il déjà résolu?","J'imagine que s'il y a un champion de chasse au trésor qui s’y met à temps plein, il pourrait l'avoir déjà résolu. De base, ça aurait pu être résolu. Pour moi, le minimum c’était six mois donc ça pourrait déjà être résolu aujourd'hui. Même si la durée, c'est quand même plus deux ou trois ans en moyenne. C'est pour ça qu'on a mis entre six mois et cinq ans."
201,FAQ8-201,Est-ce que à égale distance n'est pas forcément à égale distance mais fait référence à un lieu?,"Non, c'est vraiment à égale distance. Ça ne fait pas référence directement à un lieu."
202,FAQ8-202,Je ne sais plus à quel saint me vouer. Ai-je raison d'essayer encore de le trouver?,C'est une très bonne question et je ne pourrais pas y répondre.
203,FAQ8-203,Est-ce que le trou vu dans l'illustration 3 a été fait de manière naturelle ou fait exprès? Ou est-ce que ça a juste une signification particulière?,Il a été fait exprès. Ce n'est pas un trou naturel. Ça a une signification particulière.
204,FAQ8-204,Sont-ce des palmiers sur le visuel 5?,"Oui, c'est des palmiers."
205,FAQ8-205,Faut-il s'intéresser aux rites/cérémonies des différents grades de francs-maçons?,"Ça, je pourrais pas vous répondre. C'est un peu précis. Et si vous avez une piste, évidemment qu'il faut explorer tout ce qui peut se rapporter à l'univers de la piste. Si votre piste, c'est de suivre un peu la franc-maçonnerie, oui je vous répondrai qu'il faut s'intéresser aux rites."
206,FAQ8-206,Faut-il un tablier pour faire la cuisine? Un tablier franc-maçon,Je ne pourrais pas vous répondre puisque l'objectif c'est pas de confirmer ou d'infirmer des pistes.
207,FAQ8-207,La chambre cachée voit-elle le soleil? Ou le Soleil (le roi)?,C'est une très bonne question et elle est très précise. Et donc je ne pourrais pas vous dire si c'est le cas.
208,FAQ8-208,“elles sont Trinités” peut-on les trouver au masculin?,"Non. Non, non, ce sont trois éléments féminins."
209,FAQ8-209,Le mal a-t-il outrepassé les limites de son pouvoir?,"Oui, parce que c'est le propre du mal qu'il outrepasse toujours les limites de son pouvoir."
210,FAQ8-210,"Le chemin du visuel 5 pourrait-il représenter une rivière, un fleuve?","Ça, je ne peux pas vous dire."
211,FAQ8-211,"Est-ce qu'un personnage ayant traversé la Révolution, l'Empire et la Restauration peut nous être utile? (pensant à Talleyrand)","Ça, je ne peux pas vous dire non plus. Parce qu’il y en a quelques uns, mais pas non plus énormément. Mais il y en a un en particulier. J'en ai un en tête auquel vous pensez peut-être, je sais pas si c'est Lafayette, on dirait. Dans ce cas là, pourquoi pas c’est à vous de voir. Dans ce cas, je peux vous dire que non, Talleyrand n'est pas utile malheureusement dans l'Élixir d'Or."
212,FAQ8-212,"L’allié précieux est-il plus une personne, une notion, un remède?","Ça, je ne peux pas vous dire."
213,FAQ8-213,Un détail de la pièce nous enlève une bonne épine du pied?,"Non. Non, je crois pas."
214,FAQ8-214,Le crâne du visuel 4 est-il à identifier?,Il n'est pas à identifier.
215,FAQ8-215,Un joueur a-t-il compris le poème?,"Oui, il y a plusieurs personnes qui ont compris une grosse partie du poème. Je dirais pas 100% du poème, parce que je n'ai pas des cheminements assez précis en ce sens. Mais dans les solutions qui me sont parvenues et puis dans les sondages, j'ai en effet beaucoup de joueurs qui ont bien compris une grosse partie du poème."
216,FAQ8-216,Avoir une peine de cœur peut-elle nous aider?,Je pense pas. Ça m'étonnerait.
217,FAQ8-217,Pensez-vous que les personnes qui ont déjà trouvé le lieu familier ou résolu l'échiquier 100% sûrs d'avoir trouvé la bonne solution?,"Pour l'échiquier, oui je pense. Pour le lieu familier, je pense pas."
218,FAQ8-218,Le crâne est une référence? Une représentation plutôt?,"Le crâne peut ou ne pas être utile. S'il l'est, ce serait en effet par ce qu'il peut représenter et par le symbole qu'il peut représenter."
219,FAQ8-219,"Je précise pour la pièce, elle nous simplifie le choix des unités.","Ça, je ne peux pas répondre."
220,FAQ8-220,Y’a-t-il une confirmation très claire de la charade dans le visuel 4?,"Non, non, il n'y a pas de confirmation très claire dans le visuel 4."
221,FAQ8-221,"Dans l’énigme 3, pour trouver le mal grâce au dernier cercle, doit-on regarder au centre, sur le périmètre ou dans l'aire tout entière? Je tente, même si c'est un peu précis.",Vous devez regarder sur le périmètre.
222,FAQ8-222,Le lieu familier et la chambre cachée sont-ils au même endroit? Y’a-t-il un indice plutôt précis pour aller de l'un à l'autre? Est-ce leur proximité relative qui fait sens?,Je peux pas répondre à cette question c'est impossible.
223,FAQ8-223,Le crâne peut-il être associé à un des résultats de l'énigme 4? Et Hamlet?,"Non. Pareil, je ne peux pas vous donner si c’est la référence shakespearienne."
224,FAQ8-224,Peut-on exclure le carat des diamantaires?,"Oui, vous pouvez l’exclure."
225,FAQ8-225,"La chambre cachée, bien que noble mais inconfortable d'après vos informations, est-elle cachée car invisible du promeneur?","Elle est invisible du promeneur. Tout à fait. Et elle est bien cachée. Et elle est, je vous confirme, noble et inconfortable. Mais je ne peux pas vous dire quel est son lien avec le lieu familier. Si il y en a un."
226,FAQ8-226,"L’âme et le cœur sont-ils présents sur le visuel 2? Si non, des éléments sont présents sur cette illustration pour nous pousser à leur découverte?","Il y a une partie, en effet, qui est présente sur l'un des visuels, je pourrais pas vous dire lequel. Même les deux sont présents sur les visuels."
227,FAQ8-227,Est-ce que des obélisques peuvent jalonner notre route de façon directe ou indirecte?,Oui.
228,FAQ8-228,Avez-vous déjà refuté la pièce Novo Constellatio pour l'énigme 5?,Je ne crois pas.
229,FAQ8-229,"Est-il possible qu'on soit invité à naviguer dans les douces eaux du cinéma? The Fountain, d’Aronofsky, par exemple","C'est possible, mais pas de façon extrêmement vaste et large."
230,FAQ8-230,Chambre cachée invisible d'un promeneur en surface voulez-vous dire?," Oui, tout à fait exactement. Chambre cachée qui serait invisible d'un promeneur en surface."
231,FAQ8-231,"Toujours pour le trou, lors d'une balade en Bourgogne où l'on trouve quelques indices des visuels, je suis tombé sur deux trous côte à côte. Est-ce possible?","C'est possible, mais du coup, ça n'aura pas de rapport avec le trou rectangulaire qu’il y a sur l'illustration 3."
232,FAQ8-232,"Sur le visuel 6, il y a des consignes pour l'illustratrice concernant les points noirs et les traits émanant de la boule de feu? Ou est-ce que le nombre est issu d'une liberté de sa part?","Oui, le nombre est complètement issu de sa liberté. Après, il y avait des instructions assez précises quand même pour le visuel 6. Pas sur tout, mais sur les éléments principaux."
233,FAQ8-233,"Dans l’énigme 5, lorsque nous sommes mis à distance, nous sommes plus ou moins autour de Figeac. Vous nous dites que l'atterrissage se fait à vol d'oiseau, mais au sud ou au nord?","Ça je peux pas vous dire. C'est en effet par vol d'oiseau, donc c'est vraiment en ligne droite pure. Mais après à vous de savoir quelle direction suivre. Façon, si il y a juste deux possibilités d'après ce que vous dites. Forcément, il y aura un lieu qui sera peut-être plus intéressant que l'autre."
234,FAQ8-234,La chambre cachée est-elle cachée par le lierre de la connaissance?,"Non, elle n'est pas cachée par le lierre de la connaissance."
235,FAQ8-235,Peut-on dire que les lieux trouvés ont tous un rapport entre eux comme un fil rouge représenté par un emblème par exemple?,"Tous les lieux trouvés n'ont pas directement toujours un rapport entre eux. Par contre, le tracé a une cohérence et les points importants ont un rapport entre eux. Et forcément que dans la chasse, il y a énormément de lieux qui peuvent être utiles, à pas forcément tracer, mais au moins à repérer et à noter, qui peuvent être des lieux intermédiaires et forcément ces lieux intermédiaires ne sont pas tous directement reliés au fil rouge."
236,FAQ8-236,La pierre d’attente peut-elle être un banc?,"Alors ça peut être un banc, oui, en effet."
237,FAQ8-237,Avons-nous besoin des visuels pour trouver la pièce ou le texte se suffit-il à lui-même?,Vous avez besoin des deux.
238,FAQ8-238,Est-ce que la famille Cassini a un rôle dans le visuel 1?,"Ça, je ne peux pas vous dire."
239,FAQ8-239,"Pour les gens ne disposant pas de la version numérique, scanner ou prendre en photo afin de disposer d’une version numérique utilisable en calques peut-il s’avérer utile?","Non. Sauf si vous voulez travailler et que vous n’avez pas le parchemin avec vous. Mais sinon, ça change absolument rien. Il y a peut-être des nuances, de ce que j'ai compris de certains joueurs, des nuances de couleurs, ce que j'ai observé un peu, mais qui sont très fines et qui n'ont pas d'incidences directes sur le jeu. Ça peut être juste utile d'un point de vue un peu pratico pratique."
240,FAQ8-240,"Après l'illustration 2, l'héraldique peut-elle encore nous aider?","Ça, je ne peux pas vous dire."
241,FAQ8-241,"Sur le visuel 3, les fumées ressemblent étrangement à un arrangement de cours d'eau. Coïncidence?","Là pareil, j'ai eu déjà un peu cette question et je ne peux pas vous répondre, c'est un peu trop précis."
242,FAQ8-242,"Hormis le tracé, est-ce que tous les lieux/villes de l’énigme 1 apportent d’autres éléments  utiles à la chasse?","Oui, oui, tout à fait."
243,FAQ8-243,Est-ce utile de faire ou de voir bouillir l'eau dans le cadre de la chasse?,"Ça, je ne peux pas vous dire."
