,,Question,Réponse
148,FAQ14-148,Les illustrations peuvent-elles porter chacune un nom ?,"Elles n'ont pas été conçues avec un nom donné. Après, vous pouvez lui donner un nom qui peut être cohérent, mais ce n'est pas nécessaire."
149,FAQ14-149,"Notre personnage est-il français ? S'il ne l'est pas, y a-t-il vécu ?",Je ne peux pas répondre à cette question.
150,FAQ14-150,"Dans l'illustration cinq, peut-on voir facilement ce bâtiment dans une ville ?","Non. [Si] vous parlez de ville actuelle, actuellement vous ne pouvez pas voir ce bâtiment sur Terre."
151,FAQ14-151,"Peut-on considérer les énigmes avec au moins deux niveaux de lecture ? Si oui, ces niveaux de lecture peuvent-ils s'entrechoquer, croiser dans l'avancée de l'histoire générale ?","Oui, tout à fait. Il y a au moins deux niveaux de lecture par énigme, voir plus sur certaines énigmes."
152,FAQ14-152,"L'histoire qui entoure cette chasse a-t-elle tiré dans un ou plusieurs livres, au travers d'une personne ou a-t-elle existé ?","L'histoire est basée sur une fiction autour du personnage réel mais assez mystique et légendaire du Comte de Saint-Germain. Après, s'agissant du narratif, non, c'est purement fictif, même s'il se base sur beaucoup d'éléments qui ont une source historique vérifiable."
153,FAQ14-153,Le personnage présent dans les illustrations est-il présent dès le début de l'histoire ? Ou l'histoire nous amène à le rencontrer ?,Le personnage est présent dès le début de l'histoire.
154,FAQ14-154,La grappe de raisins de l'énigme une porte-t-elle un nom précis dans le cadre de la chasse ?,"Non, elle n'a pas de nom précis, à part “grappe de raisins”."
155,FAQ14-155,Le fil rouge confirme-t-il sans ambiguïté le personnage central ou inversement ?,"Le fil rouge, oui, vous confirme le personnage central. Pas dans l’autre sens du coup."
156,FAQ14-156,Est-ce que le siècle atrophié l'est par le temps qui passe ou par un événement qui l’a entaché ?,Il l'est par un événement qui l’a entaché. Un et même plusieurs événements.
157,FAQ14-157,L’illustration cinq nous donne une piste pour trouver le nom de nos 1776 pièces ?,Je ne peux pas répondre à cette question.
158,FAQ14-158,"Si je vous dis qu'avant la chasse, très peu d'entre nous, voire presque personne, connaissaient le familier. Suis-je sur la bonne voie ?","Je ne peux pas répondre à cette question. Ça exclurait évidemment tous les lieux ou inconnus ou très connus. Donc là dessus, difficile de vous préciser."
159,FAQ14-159,"Quand vous dites que nous avons l'emplacement du coffre au centimètre près grâce à [INRI], vous faites référence à un emplacement sur une carte ou sur le terrain ?",Je fais référence à un emplacement sur le terrain.
160,FAQ14-160,"Quand l’or pleut sur la terre, que l'oeuvre est parfait et que les portes de l'immortalité s'ouvrent, voyons-nous quelque chose avant que le nuage se dissipe ?","Oui, tout à fait. Vous voyez quelque chose."
161,FAQ14-161,Pouvons-nous soigner l'âme avec le lieu familier ?,C'est une très bonne question et la réponse est oui.
162,FAQ14-162,"Le fait que vous ne vouliez pas nous donner des indices pour trouver qui est le personnage, c'est parce que cela nous donnerait une indication décisive, par exemple sur le rapport au temps du Comte ?",Je pense en effet que trouver le personnage donne une indication très importante pour le jeu et pour le fil rouge. Et donc je pense avoir donné suffisamment d'éléments et je préfère ne plus donner trop de précisions à ce sujet.
163,FAQ14-163,Vous dites que le personnage est arrivé sur le visuel trois à vol d'oiseau. Ça signifie que nous avons fait un tracé arriver à cet endroit ?,"Je ne me souviens plus de la question à laquelle vous faites référence, mais je ne peux pas répondre sur la notion de tracé par rapport au visuel trois"
164,FAQ14-164,"Nos trois navigateurs Riri, Fifi et Loulou ont-ils tous à peu près le même degré de célébrité ? Ou y en a-t-il un qui est largement plus connu que les deux autres ?","En effet, ils ne sont pas au même niveau de célébrité. Il y en a notamment un qui est un peu plus difficile à trouver que les autres."
165,FAQ14-165,Aurons-nous besoin d'un paratonnerre pour vaincre lors de notre affrontement final ?,La réponse est non.
166,FAQ14-166,N'est-il pas paradoxal de dire que notre adversaire tombe à l'eau et que l'or pleut sur la terre ?,"Non, puisque c'est votre adversaire qui tombe à l'eau, mais l’or pleut sur la terre, pas pour votre adversaire, plutôt pour vous. Au moment où vous réussissez le jeu."
167,FAQ14-167,A quelle fréquence le Comte devait boire de l'Élixir pour rester immortel ?,"C'est une très bonne question, à laquelle je n'ai pas la réponse. Et je serais curieux de connaître la réponse si la légende du Comte, évidemment, est vraie à ce sujet."
168,FAQ14-168,"Quand on suit le dernier cavalier, le suit-on au delà du jaillissement de l'ordre nouveau ?","Non, vous le suivez littéralement."
169,FAQ14-169,Est-ce que de la translittération peut nous être utile ?,Oui. La translittération peut vous être utile.
170,FAQ14-170,"“Tu vois”, est-ce que l’on voit parce que le nuage qui cachait les yeux des mortels est en fait de la buée qui a disparu de la surface du miroir ?",Non.
171,FAQ14-171,"Dans le paragraphe [fin], les éléments sont-ils à interpréter plutôt de manière symbolique géométrique, cardinale ou mathématique ?","Dans ce paragraphe, vous avez résolu la chasse. Il peut y avoir des références ou des indices, mais c'est aussi un paragraphe qui conclut le jeu. Et donc il n'y a pas forcément d'interprétations extrêmement concrètes et géométriques. Ça va plutôt vous donner des confirmations."
172,FAQ14-172,Le Comte a-t-il vécu plus de 2000 ans ?,"Selon la légende, potentiellement puisqu'il aurait même croisé Jésus Christ."
173,FAQ14-173,Le cheval en bois du visuel cinq est-il immobile ou suit-il le personnage ?,"Ça n'a pas d'importance. Il n'y a pas eu de précision là-dessus sur le cahier des charges. Donc vous pouvez l'interpréter de la façon que vous voulez, ça n'aura pas d'impact sur les énigmes."
174,FAQ14-174,Le fait que le personnage des images pouvait être JDM ?,"J'imagine que ça peut être une référence à Jacques de Molay. Et là-dessus, je ne pourrais pas répondre."
175,FAQ14-175,Le fil rouge peut-il être métaphoriquement un fluide ?,Non. Je ne dirais pas que ce soit un fluide.
176,FAQ14-176,Les personnages Tintin ou Hergé peuvent-ils être utiles dans les énigmes ?,"Non, il n'y a pas de références Tintin malgré moi. J'aurais bien aimé en mettre, mais j’ai passé pour le coup à ce sujet. Et non, il n'y a pas de référence au trésor de Rackham le Rouge ou au secret de la Licorne. Bien que la fin soit très belle dans la crypte du château de Moulinsart."
177,FAQ14-177,Serait-il possible de nous réciter le poème ? Votre annonce en dernière FAQ a généré pas mal de débats et d'incompréhensions au sujet du nombre de vers.,"Oh non, s’il vous plait… Sinon ça va prendre des heures. Si je vous le récite, ça donnerait un peu trop d'indices puisque vous comprendriez peut-être à la lecture, qu’il n'y a en effet pas que des alexandrins."
178,FAQ14-178,"Dans le CDC, est-il question d'AOC et AOP pour la zone finale ?","Il n’y a pas de question d'AOC, d'appellation d'origine contrôlée ou protégée pour la zone finale. En tout cas, ça n'a pas de rapport direct."
179,FAQ14-179,Avez-vous bien dit que le poème comportait sept strophes et non pas six ?,"Oui, tout à fait. Il y a six strophes principales, mais ensuite il y a une série d'alexandrins sous le mot INRI qui font partie du poème."
180,FAQ14-180,Y a-t-il quelques marches en fin de chasse ?,Je ne peux pas répondre à cette question.
181,FAQ14-181,Le testament est-il à décrypter ?,Oui.
182,FAQ14-182,Et dans le contexte cathare [ndr: au sujet des parfaits] ?,"Non, je ne pense pas que ça vous sera utile dans la chasse."
183,FAQ14-183,Une visite guidée aiderait-elle à trouver le pile poil ?,Je ne peux pas répondre à cette question […].
184,FAQ14-184,Le Comte de Saint-Germain est-il le narrateur du poème ?,"Oui, le Comte de Saint-Germain est le narrateur du poème. En effet, je vous confirme que le Comte de Saint-Germain est le narrateur du poème. Comme il est le narrateur et l'auteur des six énigmes, du testament, et des six visuels. Ainsi que de la fin."
185,FAQ14-185,"Énigme une : on parle d'une grappe, peut-on la voir dans la réalité ?","Oui, la grappe existe."
186,FAQ14-186,L’Arizona vous parle-t-il dans le cadre de la chasse ?,La réponse est non.
187,FAQ14-187,Les cavaliers de l'Apocalypse peuvent-ils donner l'ordre des énigmes ?,Je ne peux pas répondre à cette question.
188,FAQ14-188,"Le Cachemire, Fer, Jade et la chambre cachée ont-ils un lien de cause à effet ou de complémentarité à travers le lierre de la connaissance ?","Ils n'ont pas de lien direct, hormis le fait que vous allez pouvoir trouver la pierre d’attente à travers le lieu familier en partant de la chambre cachée. Et que Cachemire, Fer, Jade peut être une aide utile à ce moment là. Mais le Cachemire, Fer, Jade n'a pas de lien direct avec la chambre cachée."
189,FAQ14-189,J'ai une question qui fait référence à la FAQ 9-241 sur la partie d’échecs qui demande s'il est pertinent de ne plus déplacer les cavaliers. Et qui ensuite revient sur la notion de guides. Nous sommes nombreux à avoir rapproché la notion de guide à celle de cavalier. Comment jouer un coup aux échecs si nous ne devons pas les déplacer ? N'y a-t-il pas contradiction ?,"Non, vous n'avez pas forcément besoin de déplacer les pièces. Vous pouvez très bien noter la référence du coup. Et ça peut vous être utile à ce stade. Sans forcément avoir besoin de déplacer. Du reste, ça serait compliqué de vous faire déplacer physiquement une partie de jeu d'échecs. Donc voilà ce que je peux vous dire."
190,FAQ14-190,"Sur le mal qui était visible ou non. Il y a plusieurs “maux” dans le jeu, ils ne sont pas forcément visibles.","Selon le contexte dans lequel on pose la question, la réponse ne sera pas forcément la même. Il peut y avoir une documentation historique et factuelle sur le mal qui le rend visible. Mais aujourd'hui, avec nos yeux de contemporains, on ne pourrait pas forcément voir le mal de visu. Et dans ce sens là, il est invisible."
191,FAQ14-191,Pourrait-on prendre un mal pour un bien ?,"Il semblait y avoir une ambiguïté puisque je dis que dans le cadre de la chasse, pas des joueurs, mais dans le cadre du contexte historique de la chasse, ce mal a été identifié, vu par des gens comme un bien. Et ensuite, je réponds qu'aujourd'hui ce serait assez compliqué de considérer le mal pour un bien. Autrement dit, dans l'histoire, ce mal pouvait être plus facilement pris pour un bien qu'aujourd'hui. Si je résume, ce que je peux vous dire à ce sujet là."
192,FAQ14-192,"Sur la chambre cachée et l'illustration quatre : Des éléments visuels de l'illustration quatre nous permettent de confirmer la chambre cachée, et pourtant la découverte de cette chambre ne serait pas liée à l'observation. J'y trouve là une légère contradiction.","Non. La découverte de cette chambre cachée n'est pas liée directement à l'observation du visuel quatre. La question porte plutôt sur la conséquence. Il peut y avoir des éléments qui vous confirment, mais ce n'est pas ces éléments qui vont vous servir à trouver la chambre cachée."
193,FAQ14-193,"Sur le lierre de la connaissance, y a-t-il ou non une dimension spirituelle du lierre de la connaissance ? Donc j'ai répondu deux fois à cette question. La première fois, j’ai dit “c'est constructif et il est important de planter le lierre de la connaissance et de suivre trajet que fait cette opération”, en effet, “et le lierre de la connaissance est plutôt une symbolique humaniste et spirituelle.”. Et la seconde fois, on m'a demandé si c'était plutôt d'ordre pratique, spirituel ou intellectuel. Et j'ai dit que c'était d'ordre intellectuel et éducatif.","Je maintiens que c'est au croisement de ces chemins là. Le lierre de la connaissance est quelque chose de très concret qui va vous permettre d'identifier des lieux. Mais à travers ces lieux, évidemment, il y a des références historiques qui peuvent vous indiquer que le lierre de la connaissance a une symbolique humaniste, intellectuelle, et éducative. J'ai peut-être été un peu loin en disant spirituel. Si je devais faire un correctif, je le ferais à ce niveau là."
194,FAQ14-194,Le mal de l'énigme trois est-il sur un alignement célèbre ?,La réponse est non.
195,FAQ14-195,Est-il intéressant de deviner ce que le Comte amène dans cette salle du visuel quatre ?,Alors le Comte à une torche à la main donc ça ne serait pas forcément une information cruciale.
196,FAQ14-196,Est-ce que le combat premier cité par le Comte Saint-Germain dans le Testament a ou est en lien de cause à effet avec notre combat qui se doit d'être le dernier ?,"Le combat premier, c'était les travaux d’alchimiste et le secret de sa longue existence. Et en effet, vous pouvez considérer qu'il y a un lien entre son premier combat et le dernier combat qui est décrit dans le jeu."
197,FAQ14-197,"Quand on entend sonner le glas, c'est parce qu'il s'agit d'une agonie, de la mort ou des obsèques ? Celui du mal [qui] meurt ?",Il s'agit en effet d'une mort.
198,FAQ14-198,"Pour le fil rouge, peut-il être métaphoriquement un fluide ?",Je préfère ne répondre à cette question qui pourrait en fait induire en erreur les personnes qui ont bien trouvé le fil rouge.
199,FAQ14-199,Un certain écrit alchimiste du Comte est-il important pour comprendre l'énigme six ?,"Là-dessus, je ne peux que vous encourager à vous renseigner sur ce qu'a pu faire ou écrire le Comte de Saint-Germain à travers sa vie. Lui-même, ou par l'intermédiaire par exemple, de disciples ou de très proches."
200,FAQ14-200,Le cœur accompli du CSG est-il le même pour celui que l'âme doit suivre en énigme deux ?,"Non, il ne s'agit pas du même cœur, même si évidemment il y a une symbolique qu’est assez proche."
201,FAQ14-201,Est-ce qu'on peut considérer que le paragraphe INRI est une méthodologie pour gagner notre combat ?,"Ce n'est pas exactement une méthodologie, mais très clairement, le paragraphe INRI va vous donner des indications essentielles pour trouver le lieu du combat et pour le gagner."
202,FAQ14-202,"La carte du visuel deux avec une croix au centre, ai-je raison de l'associer à la grappe de raisins ?",Oui.
203,FAQ14-203,Le jour précis du combat est-il important ?,Vous n'aurez pas besoin de connaître le jour précis. Je ne pense pas d'ailleurs que ce jour précis soit connu.
204,FAQ14-204,“Celui qui a fait goûter au vin le plus sacré qui soit.” le CSG est-il le personnage barbu ?,"Non. Et d'ailleurs, je ne crois pas que beaucoup de personnes m’aient indiqué le bon personnage qui a fait goûter au vin le plus sacré qui soit. C'est revenu peu de fois dans les cheminements que j'ai pu recevoir."
205,FAQ14-205,Y a-t-il parmi notre équipe un personnage féminin ?,"Oui, tout à fait."
206,FAQ14-206,"Depuis l’indice, avez-vous identifié les principaux points de blocage des joueurs ? Savez-vous pourquoi les joueurs butent sur ces points ?","L'indice répondait à un gros point de blocage des joueurs. Et je pense que ce point de blocage a été levé. Il en reste d'autres, évidemment. Notamment l'énigme cinq écrite et l'énigme six qui concentrent le gros des points de blocage. Mais je sais que la situation a été débloquée sur une partie du jeu depuis l’indice. Notamment la pièce a été trouvée par beaucoup de joueurs depuis quelques mois."
207,FAQ14-207,"Est-ce que le fait d'être digne dans l'énigme six par rapport à la Providence et l’allié précieux, fait écho au fait d'être digne de succéder au Comte de Saint-Germain dans l'introduction du testament ?","Oui, tout à fait."
208,FAQ14-208,La première relique fait-elle partie du fil rouge ? L'écrit tumulaire est-il visible sur les visuels ?,Je ne peux répondre à aucune des deux questions.
209,FAQ14-209,Est-ce que nous devons essayer de bien comprendre comment fouiller ou bêcher ou creuser ?,"Non, vous pouvez creuser, si c'est au bon endroit. Je ne vais pas vous donner un manuel de comment bien creuser. Vous allez finir par trouver le coffre."
210,FAQ14-210,Le pile poil a-t-il comme référence la source de toute vie ?,Non. Il n'a pas cette référence.
211,FAQ14-211,La pierre d'attente est-elle visible dans l'héraldique du lieu familier ?,La réponse est non.
212,FAQ14-212,La môme a-t-elle un lien avec le pile poil ?,"[Si vous] parlez de Edith Piaf par exemple, je vous répondrais que non. S'il s'agit d'un autre môme, faudrait me le préciser, sinon je risque de mal vous répondre."
213,FAQ14-213,Est-ce que les indications 3C64 et plus ultra ont un lien lexicologique ?,Non.
214,FAQ14-214,Les couleurs des cavaliers ont-elles un rapport avec les croisades ?,"Non, pas de rapport direct."
215,FAQ14-215,"Par rapport au poème, est-ce que l'on peut dire que un devient six et que chacun des six finit en son temps ?","Je ne peux pas répondre à la première question s'agissant de un devient six. Mais il très important de lire le poème dans le bon ordre. S'agissant de la deuxième question, ça rejoint un peu votre première question, à savoir que chaque strophe va faire référence à un temps particulier. En identifiant ces temps particuliers, vous arriverez peut-être à mieux comprendre l'architecture du poème."
216,FAQ14-216,Vous êtes venu à dire que le Comte rentre sur le visuel quatre avec la torche ? C'est bien le Comte qui rentre dans le visuel quatre ?,"Dans le visuel quatre, il s'agit du personnage. Il ne s'agit pas forcément du Comte de Saint-Germain. Il s'agit du personnage."
217,FAQ14-217,La foi et l'effroi qui font référence à des personnes d'une part et à un événement historique d'autre part ont-ils pour cadre la même commune ?,Je répondrais que non.
218,FAQ14-218,"La relique, l'autre trésor et le mal jumeau sont tous trois alignés ?",La réponse est oui.
219,FAQ14-219,Le chiffre neuf a-t-il une importance à la fin de la chasse ?,Neuf n'a pas d'importance particulière à la fin de la chasse.
220,FAQ14-220,Les sauriennes déchéances ont-elles un lien avec les différents mals de l'Élixir ?,La réponse est oui. Il y a un lien entre le terme de saurien et la notion de mal.
221,FAQ14-221,"A votre connaissance, est-ce que plus d'une quinzaine de chasseurs ont trouvé le fil rouge ?",Et la réponse est oui.
222,FAQ14-222,Confirmez-vous que les Cathares n'ont pas leur place dans la chasse ?,"Non, je ne confirme pas ça."
223,FAQ14-223,Le doigt sur le mors et l’autre sur le déluge pointent-ils respectivement sur des lieux physiques ?,Je ne peux pas répondre à cette question.
224,FAQ14-224,Sur le fil rouge “fluide”,Je ne peux pas vous dire pourquoi ça induirait certains joueurs en erreur sans dévoiler trop d'indices sur le fil rouge. C'est la raison pour laquelle je ne peux malheureusement pas répondre très précisément à votre question.
225,FAQ14-225,L'autre trésor et le mal jumeau sont-ils géographiquement proches ?,C'est une très bonne remarque et la réponse est oui.
226,FAQ14-226,"Lors d'une FAQ, vous avez dit que les reliques étaient siamoises. Le sont-elles du fait d'un lien physique ou spirituel direct ou indirect ?",Il s'agit d'un lien spirituel et assez direct.
227,FAQ14-227,"Est-ce que la dimension, la notion de portail, de vortex dont pourrait faire partie le champ lexical de la science fiction a une place, une certaine vérité dans la chasse ?",Non. Pas de lien avec l'Élixir d’Or.
228,FAQ14-228,Donc la pierre d’attente et la chambre cachée ont été construites par deux civilisations différentes ?,Oui.
229,FAQ14-229,Le pile poil a-t-il comme référence le centre de l'univers ?,Non.
230,FAQ14-230,"Si je venais à identifier les quatre cavaliers et que je devais respectivement les placer sur une carte, serait-ce sur le lieu de leur mise au monde, de leur consécration ou de leur habitation principale et emblématique ?","Ce serait sur un lieu assez emblématique qui du reste, vous le verrez, aura surement un point commun entre les différents cavaliers que vous mentionnez. Le lien se fera de façon assez évidente si vous deviez le faire."
231,FAQ14-231,Le conseil d'un ancien est-il crucial à la fin ?,Je répondrais que non.
232,FAQ14-232,Est ce que le sens inverse a un sens ?,"Oui, mais il n'y a pas de notion de sens inverse dans la chasse."
233,FAQ14-233,"Je tente la question suivante : Entre une abbaye, un temple, une commanderie et une chartreuse, quels seraient les choix ou les préférences du Comte de Saint-Germain ?","C'est une très bonne question et je pense que le Comte de Saint-Germain aimerait les quatre lieux avec la même appétence. En tout cas, je ne suis pas sûr qu'il souhaite faire un choix puisque son histoire est mélée aux quatre symboliques de ces lieux."
234,FAQ14-234,Un oiseleur peut-il m'aider ?,Non.
235,FAQ14-235,Est-ce qu'un ermite d’or est pertinent ?,Pas à ma connaissance.
236,FAQ14-236,Peut-on voir notre personnage lorsque l'on trouve géographiquement le mal jumeau ?,"Non, pas spécifiquement au moment où vous trouvez le mal jumeau."
237,FAQ14-237,Est-ce qu'un pardon refusé avant la mort est important ?,"Oui. C’est même encore plus fort qu'un pardon refusé avant la mort, ça va un peu plus loin que ça."
238,FAQ14-238,"Est-ce que le pardon, est-ce que l'indulgence, le rire ou le pardon ont un sens dans la chasse ?","Je ne dirais pas que ça a un sens primordial qui vous permette de tout décoder, mais il y avait une question il y a très peu de temps sur la notion d'un pardon refusé, oui, il y a une dimension morale dans la chasse qui va être cruciale au moment ou vous devrez faire certains choix."
239,FAQ14-239,Un Mont doré ?,Je ne peux pas répondre à cette question qui indique un lieu en clair.
240,FAQ14-240,Le lieu du coffre a-t-il un rapport avec le lieu du mal ?,Le lieu du coffre a un rapport avec le mal. De façon générale. Je ne dirais pas qu'il a un rapport avec le lieu du mal.
241,FAQ14-241,Les chevaux nous suivent-ils jusqu'au bout ?,"Il y a votre fidèle monture qui va vous suivre jusqu'au bout, ainsi que votre force d'âme. C'est tout. Et l'épée. Vous n'aurez pas besoin d'autres éléments."
242,FAQ14-242,[Est-ce] qu'un un pardon qui n'a pas eu lieu peut me conduire au pile poil ?,Ça ne me semble pas vous conduire à un pile poil. Ça me semble vous permettre de trouver un élément intermédiaire dans la chasse.
243,FAQ14-243,Règne-t-il une grande confusion sur le lieu de l'affrontement ou dans les environs ? Une vingtaine de kilomètres ?,"Non, je ne dirais pas qu'il règne une grande confusion."
244,FAQ14-244,Devons-nous savoir à quel saint nous vouer pour arriver sur la zone finale ?,Non plus.
245,FAQ14-245,"Notre alliée est précieuse sans être ridicule, n'est-ce pas ?",Votre allié(e) n'est pas ridicule.
246,FAQ14-246,Est-il important de mettre les esprits dans l'ordre dans le paragraphe FIN ?,Non.
247,FAQ14-247,Une rivière peut-elle être un tombeau ?,"Oui, mais pas dans le cadre spécifique de l'Élixir."
248,FAQ14-248,"Si vous avez la bonne pièce, est-ce que vous devez faire preuve d'astuce ?",Vous devez en effet faire le bon calcul mathématique qui vous est détaillé à l'énigme cinq. Et il peut y avoir quelques erreurs malgré la bonne pièce.
249,FAQ14-249,Avoir mis de l'ombre en bas à droite sur le visuel était-il dans le cahier des charges ?,"Est-ce qu'il s'agit de l'énigme une par exemple ? Si c'est le cas, la réponse est non. Ça ne faisait pas partie du cahier des charges."
250,FAQ14-250,L’alignement célèbre est-il une question de saints ?,Je ne peux répondre à cette question.
251,FAQ14-251,Le maïs vous évoque-t-il quelque chose ?,La réponse est oui. Et c'est une très bonne question.
