,,Question,Réponse
125,FAQ10-125,"Sur le modèle de la phrase “Au Nord, du cachemire, du jade et du fer”, aurions-nous pu avoir par exemple “À l’Est, du muguet, du cuir et de la nacre”?","Je pense que oui, ça aurait été une possibilité pour une autre chasse peut-être. Mais en tout cas pour l’Élixir d’Or, c'est bien au Nord qu'il faut chercher à ce moment là du récit. Et c'est bien du cachemire, du jade et du fer qu'il faut identifier.
"
126,FAQ10-126,Y a-t-il qu’une seule pierre d'attente à trouver/utiliser dans la chasse?,Il n'y en a qu'une seule qui soit véritablement qualifiée de pierre d'attente.
127,FAQ10-127,La charade nécessite-t-elle l’aide d’un ou plusieurs visuels ou celle-ci est résoluble indépendamment?,On [peut] résoudre la charade sans avoir le reste des énigmes ou des visuels de l'Élixir d’Or.
128,FAQ10-128,"L’objectif de la charade est de nous faire trouver un lieu mais la concaténation ne donne pas ce lieu directement, n’est ce pas?","Exactement. Vous allez trouver, à vrai dire, un lieu mais qui n'est pas extrêmement précis. Et par contre, l'énigme dans son intégralité vous permet, une fois le lieu assez vaste trouvé, de localiser un lieu extrêmement précis et donc une relique."
129,FAQ10-129,La concaténation donne un nom propre qui une fois interprété nous permet de trouver un lieu et donc la relique?,"Oui, tout à fait. Il n'y a pas que cette concaténation qui vous est utile dans l'énigme."
130,FAQ10-130,Le lieu familier est un lieu très précis ou l’échelle d’une ville est suffisante?,"C'est un lieu très précis, c'est plus précis qu'une ville."
131,FAQ10-131,Les chiffres entre parenthèses de la chambre cachée servent-ils uniquement de confirmation ou l’information trouvée doit être utilisée?,Il ne s'agit pas d'une confirmation. Il s'agit de l'interprétation de la chambre cachée que vous avez trouvé.
132,FAQ10-132,La fleur qui est sur la croix dans INRI l’est-elle sur celle de l’énigme six ou sur celle que dieu veut d’INRI?,Elle n'est pas sur la croix de l’énigme six. Elle est sur la croix qui est mentionnée dans INRI.
133,FAQ10-133,"Le lieu familier semble relativement anecdotique, sert-il donc principalement à confirmer l’ordre nouveau?","Il vous donne en effet quelques indications sur l'ordre nouveau. Là-dessus, en effet, pour ceux qui ont trouvé le lieu familier, je pense qu'ils comprendront l'intérêt qu'il a pour trouver l'ordre nouveau. Et un peu plus loin également pour trouver le jaillissement."
134,FAQ10-134,Relier les cendres consiste en une droite ou une forme s’envisage également?,Il s'agit d'une droite.
135,FAQ10-135,"Les mals des énigmes deux, trois et six sont-ils symbolisés sur nos tracés par un même point?","Non, pas du tout."
136,FAQ10-136,L'autre trésor de l’énigme quatre nous permet-il d’être armé pour combattre le mal?,"En partie, mais ce n'est pas un trésor qui sera suffisant."
137,FAQ10-137,Est-ce que plusieurs éléments participants de la chasse sont inscrits au Patrimoine Mondial de l'Unesco?,"Là-dessus, je pourrais pas vous répondre. Je n’ai pas vérifié ça. Je me doute que oui."
138,FAQ10-138,"Concernant les hiéroglyphes et les runes, un aveugle de naissance aura-t-il plus de difficultés à les exploiter?",Il n'y a pas de braille qui se cache derrière les hiéroglyphes et les runes si c'est votre question.
139,FAQ10-139,"La plume et l'encrier sur le visuel à l'échiquier signifient-ils que la partie se déroule a/ à distance, b/ par analogie, c/ les deux?",Aucun des deux. Je ne pense pas que vous ayez bien compris ce qu’ils symbolisent dans le visuel numéro deux.
140,FAQ10-140,"“Planter le lierre de la connaissance” est-ce constructif a/ matériellement, b/ humainement, c/ spirituellement?","C'est constructif. Il est important de planter le lierre de la connaissance et de suivre le trajet que fait cette opération en effet. Après le lierre de la connaissance, c'est, en effet, plutôt une symbolique humaniste et spirituelle."
141,FAQ10-141,Le fait d'être né “roi ou fou pour faire ce que l'on veut” est-il incompatible pour “tracez ce que dieu veut”?,"Je pense que c'est incompatible, oui."
142,FAQ10-142,"Est-ce que, d'une certaine façon, le mal n'est identifiable qu'à moi, tout comme le mal jumeau n'est identifiable qu'à un autre que moi?","Non. Si vous êtes en capacité d'identifier le mal, vous êtes également en capacité d'identifier le mal jumeau en étant la même personne."
143,FAQ10-143,Donneriez-vous une fourchette du nombre de point à découvrir dans les six énigmes? Moins de 20? Plûtot 40? 100?,J'ai le chiffre exact en tête. Je ne pourrais pas vous le donner mais il est entre 50 et 150.
144,FAQ10-144,Est-ce que la relique a disparu?,Elle a été un moment disparue mais aujourd'hui elle n'est pas disparue.
145,FAQ10-145,Pour la charade un reliquaire peut-il être considéré comme une relique?,"Non, pas exactement. Une relique ça a une définition précise. Il ne faut pas que le reliquaire soit vide si vous voulez."
146,FAQ10-146,"Pour la première relique que nous devons trouver gràce à la charade, doit-on la trouver là où elle se situe actuellement ou là ou elle a été dans le passé?",Vous devez trouver là où elle se situe actuellement et il me semble que c'était le même endroit par le passé.
147,FAQ10-147,Peut-on trouver l'autre trésor avant la relique?,C'est une bonne question et la réponse est non.
148,FAQ10-148,"Et si à la fin, cela n'était finalement pas une évidence pour nous simples mortels. Que conseilleriez-vous? a/ prendre de la hauteur, b/ relire la très sainte trinosophie, c/ consulter un ophtalmo?","Je ne sais pas si c'est moi qui ait dit que c'était une évidence à la fin. C'est une évidence une fois qu’évidemment vous avez résolu et trouvé le lieu de la cache. Donc forcément, à ce moment là, vous avez fait 99 % du travail. Donc je dirais que c'est un peu avant ce moment là qu'il est important de prendre un peu de hauteur. Et puis après ça reste une chasse au trésor. Donc il y a une part de cryptographie, puis une part d'interprétation en fonction des éléments qui vous sont donnés par le Comte de Saint-Germain."
149,FAQ10-149,Dans l'énigme deux nous cotoyons le bien et dans l’énigme trois nous cotoyons le mal ou plutôt le châtiment pour le mal qui est ou fut en nous. Vrai?,"Alors dans l’énigme deux, et dans l’énigme trois, il n'y a pas de châtiment pour le mal. Vous allez voir un châtiment et c'est peut-être ce châtiment proprement qui peut être défini comme le mal."
150,FAQ10-150,"Pour ces énigmes, doit-on travailler avec des références courantes ou faut-il rechercher des références de l'époque du Comte?","Là-dessus, je le répète, il faut interpréter du coup le rapport au temps du Comte. Mais je pense que la plupart des informations qui sont dans le jeu sont des références de l'époque."
151,FAQ10-151,Est-ce un hasard si je note un certain humour des auteurs dans le choix des intervenants de la trois?,"De l'énigme trois? De l'illustration trois? En tout cas, si humour il y a, je ne sais pas. Il faudrait que vous m'explicitiez, je pourrais vous dire si c'était prémédité ou pas."
152,FAQ10-152,Le fait que le pion Plus Ultra de l'échiquier soit plus grand que les autres est-il une liberté de l'artiste?,"Je pense qu'il est un peu plus grand, mais parce qu'il est aussi devant. Il est représenté devant les autres pions noirs. Donc je pense que l'artiste a voulu tenir compte de la profondeur du dessin tout simplement. Mais je vous confirme que la taille du pion noir Plus Ultra est exactement la même que l'ensemble des pions.Que ce soit d'ailleurs les pions noirs ou les pions blancs. Et il est possible aussi que le pion noir Plus Ultra soit un peu plus grand pour l'artiste afin de lui permettre d'écrire et que ce soit lisible pour tous les mots “Plus Ultra”."
153,FAQ10-153,Les chiffres entre parenthèses sont-ils en lien avec la chambre cachée?,"Oui, tout à fait. Mais ils ne vous servent pas à confirmer la chambre cachée."
154,FAQ10-154,"Peut-on dire que le silence est d'or, mais que cette devise ne s'applique pas dans les faits à la chambre cachée?","Au contraire, je pense que dans la chambre cachée, il règne un grand silence."
155,FAQ10-155,"Dans le testament, les lettres “as” et la virgule du château d’Auzias ont une forme différente. Est-ce un style topographique ou doit-on y voir autre chose?","Je ne vois pas à quoi vous faites référence. Mais je ne pense pas que ça ait beaucoup d'importance. En tout cas, il n'y a pas de virgules qui soit normalement particulièrement importantes à noter."
156,FAQ10-156,"La pierre tombale avec RC, dessin numéro un, peut-elle indiquer autre chose que la sépulture d'un personnage?","Oui, tout à fait. Ça peut indiquer autre chose."
157,FAQ10-157,"J’ai remarqué plusieurs allusions temporelles dans le poème: “l’heur”, “l’aube”. Sont-elles à rapprocher du moment de la journée où se situent les illustrations?","C'est une très bonne question et, en effet, je vous invite à essayer de voir la chronologie des événements. Et surtout, en quoi il était important que certains événements se passent en plein jour et d'autres [pas]. J'aimerais même vous dire que la vérité ne peut éclater qu’au grand jour, si j'étais un peu aventureux dans ma réponse."
158,FAQ10-158,Le CSG aurait-il pu écrire le testament à une autre date que 1784?,Non.
159,FAQ10-159,Quelqu'un est-il enterré sous les racines de l'arbre?,Non.
160,FAQ10-160,Le personnage marche-t-il avec l'or qu'on voit?,Non.
161,FAQ10-161,L'arbre aurait pu avoir à la fois 10 branches et 3 racines?,"Oui, il aurait pu."
162,FAQ10-162,Je vois que les racines de l'arbre ont des ramifications. Ces ramifications sont-elles une liberté de l'illustratrice?,"J'ai simplement demandé à l'artiste que les racines soient visibles. Mais ces ramifications, dans leurs détails, ont été vraiment à la discrétion de l'illustratrice."
163,FAQ10-163,Y a-t-il un moyen de comprendre que la mesure du rapporteur est précisément de 18 degrés sans qu'on ait besoin de faire des mesures sur le parchemin?,"Oui, tout à fait."
164,FAQ10-164,"""Napoléon et la tranquillité"", ce n'est pas un sujet de philo, mais cela aurait-il pu constituer un fil vert valable?","Je ne sais pas comment répondre à votre question, mais je répondrais par acquit de conscience plutôt non. Bien que grand ""Napoléon maniaque"", il n'a pas beaucoup d'importance dans la chasse. J'aurais bien aimé."
165,FAQ10-165,"“Je me prénomme le Comte de Saint Germain”, si tel est le cas, devons-nous chercher son nom, ou bien auriez-vous pu écrire “Je me nomme” sans que cela ne change la chasse?","Je ne pouvais pas vraiment utiliser “je me nomme”. Je trouvais que “prénomme” était plus approprié dans ce contexte. Par la personnalité et par les origines aussi un peu confuses du Comte de Saint-Germain.
"
166,FAQ10-166,"Vous nous aviez dit que cette chasse nous invite à dépasser une certaine paresse intellectuelle, ma dernière question sur Napoléon [ndr: FAQ10-164] peut-elle rentrer dans cette catégorie de réflexion poussée ou faut-il aller encore plus loin dans les raisonnements?","Pour moi, il faut aller encore plus loin. Napoléon, c'est simplement explorer la piste d'un personnage célèbre de l'histoire. S'il ne faut trouver que des personnages, des lieux ou des moments célèbres de notre histoire. La chasse serait un peu trop simple."
167,FAQ10-167,"""Notre croix est à l'entrée du royaume des morts"", nous pouvons donc considérer que si l’on nous précise qu'il y a une entrée, il y a forcément une sortie?","En effet, on confirme que s'il y a une entrée, il y a une sortie."
168,FAQ10-168,"Si j'auscultais notre œil des ténèbres, lui diagnostiquerais-je une forme de loase? La loase: la filariose à loa loa est une maladie de l’œil provoquée par un ver nématode.","Merci d'apporter la définition. Donc, je n'ai pas de mots, je ne sais pas quoi vous répondre. Je pense qu'il n'y a pas besoin d’ausculter l’œil des ténèbres, en tout cas."
169,FAQ10-169,"Imaginons que nous jouions ensemble une chasse au trésor et que, via une énigme de celle-ci, nous devions trouver la lettre I majuscule ou L majuscule. Lors de notre avancée, le parchemin nous montre une barre horizontale à potentiellement ajouter à notre I sans que l’on nous précise de le tracer, ce qui nous donnerait au final un T. Prendriez-vous le parti de tracer cette barre, ou de garder le I en imaginant le T pour le reste de la chasse?","Je ne pense pas que le parchemin vous demande à un instant précis de tracer une lettre. En tout cas, ce ne serait pas l'esprit du tracé. Ça pourrait être une conséquence de plusieurs tracés que vous auriez effectués. Mais ce ne serait pas une instruction de la part des énigmes."
170,FAQ10-170,Dans l’indice kvxx fait-il référence à la chambre cachée?,"Là-dessus, je ne pourrais pas vous répondre."
171,FAQ10-171,"Notre personnage connait-il personnellement ses guides? Si non, ceux-ci peuvent-ils lui provenir du passé, présent et futur?",Il doit en tout cas apprendre à les connaître puisqu'ils vont le guider pour ses premiers pas. Ils peuvent provenir notamment du passé.
172,FAQ10-172,"Comment savoir quel type de lieue utiliser pour trouver le lieu familier? La lieue française de 4km? Celle de 4,445km ou celle de 4,82km?","Là-dessus, je n'ai pas donné la précision, donc c'est à vous de la trouver. Je ne pourrais pas vous vous dire quelle lieue il faut utiliser, mais, en effet, il faut faire un choix."
173,FAQ10-173,"Une fois la pièce de monnaie trouvée, confirme-t-elle l'emplacement de la chambre cachée?",Non. La pièce de monnaie trouvée ne concerne pas l'emplacement de la chambre cachée.
174,FAQ10-174,Un carat d’once d’or peut-on le trouver dans un tracé déjà effectué?,Non.
175,FAQ10-175,"""Ce que Dieu veut"" est une évidence?","Non, je ne pense pas que ce soit une évidence."
176,FAQ10-176,Si je suis digne dois-je comprendre d’office ce que j’ai à faire?,Oui.
177,FAQ10-177,"Y a-t-il une couleur, une seule couleur qui doit attirer mon attention et qui prend sens quand je dois tracer ""ce que Dieu veut""?","Il y a plusieurs couleurs, mais l'énigme vous explique évidemment dans quel ordre utiliser les couleurs."
178,FAQ10-178,Est-ce que vous auriez pu être un signataire de la déclaration d'indépendance ?,"[Le Comte de Saint-Germain] aurait pu être un signataire de la déclaration de l'indépendance des États-Unis, tout à fait. En tout cas, dans la légende et dans les histoires qu'il aurait pu raconter à la cour de Versaille, à la cour du roi de Prusse ou dans d'autres cours européennes."
179,FAQ10-179,Au terme du 33eme temps implique-t-il un calcul?,Non.
180,FAQ10-180,Pour finir la chasse devons-nous maitriser la gnomonique?,Non.
181,FAQ10-181,Trouver l’autre trésor nous rapproche-t-il de la chambre cachée?,Non.
182,FAQ10-182,Une fois la charade résolue devons-nous jeter les 6 items?,"Oui, vous pouvez les jeter."
183,FAQ10-183,"""Dans la gloire de l’œuvre"" ne veut pas dire à travers l’œuvre mais plutôt à travers un point sur le rayonnement de l’œuvre?",Ça veut dire à travers la réalisation de l'œuvre.
184,FAQ10-184,"Dans l'image quatre, est-ce que le crâne aurait pu être blanc au lieu de gris?","Oui, il aurait pu être blanc au lieu de gris. En tout cas, ça ne faisait pas partie du cahier des charges de l’illustratrice. J’ai simplement demander un crâne."
185,FAQ10-185,"Dans l'image une, est-ce que l'écorce de l'arbre peut s'avérer utile?",Non.
186,FAQ10-186,"Dans l'image une, est-ce que la tête bleue de l'oiseau aurait pu être d'une autre couleur?",Oui.
187,FAQ10-187,"Sur le visuel quatre, y a-t-il une boîte à musique?",Je ne crois pas non. Il n'y a pas de boîte à musique sur le visuel quatre.
188,FAQ10-188,"1 - Le nombre, la forme et la position de l'ensemble des diamants sur le sol visuel quatre auraient-ils pu être différents? 2 - L’agencement des ces éléments au sol résulte-t-il de la volonté de l’artiste?",1 - Le nombre: oui. La forme: oui. La position: pas forcément. 2 - En partie oui. Mais il y avait quand même certaines contraintes sur l'agencement des éléments. C'est d'ailleurs une très bonne remarque.
189,FAQ10-189,Vous avez laissé entendre qu’elles sont trinités et dévoilent le sépulcre d’azur se vérifient sur la zone finale mais avant de l’appliquer sur la zone finale avons nous également des tracés qui confirment l’ensemble des éléments d’INRI sur notre échelle préalable?,"Je dis “elles sont trinités”, ça ne se vérifie pas, non. Pour être tout à fait exact, le terme qui est associé à “Trinité” est un terme que vous ne pouvez trouver que vraiment à la toute fin du jeu. Et pour cette raison, je pourrais pas donner une réponse trop précise aujourd'hui. Peut-être plus tard, mais en tout cas la trinité et les éléments qui forment la trinité, à ce stade du jeu, je préfère vous laisser le soin de le décrypter par vous-même."
190,FAQ10-190,Est-il possible de trouver l'un de nos cavaliers sur le visuel quatre?,"Oui, c'est possible."
191,FAQ10-191,L’œil des ténèbres qui luit dans le noir pourrait-il être associé à un autre trésor ou à une relique?,"Non, ni un trésor, ni une relique. C'est même extrêmement éloigné d'un trésor ou d'une relique."
192,FAQ10-192,Est-ce que la grappe est liée à la relique?,Non.
193,FAQ10-193,Vous nous avez dit qu'il n' y avait pas de référence à la Chouette d'Or mais ce peut-il qu'une référence culturelle utilisée par la Chouette d’Or puisse être un élément de notre chasse?,"Oui, c'est possible. Le champ culturel utilisé par la Chouette d’Or, même sans toutes les pistes des chercheurs, est extrêmement vaste."
194,FAQ10-194,Le “O” et le “S” de l’énigme une donnent un seul bonus mais ont-ils besoin d'être assemblés pour être compris ou donnent-ils chacun un renseignement de nature différente?,Ils donnent chacun un renseignement qui est plutôt de nature différente.
195,FAQ10-195,Le bâton de notre personnage peut-il servir aussi à frapper?,"Non, il ne peut pas servir à frapper. Pour ça, il a un autre objet qui est également présent sur les visuels."
196,FAQ10-196,"Si un RC peut en cacher un autre, sont-ils de même nature?","Non, ils ne sont pas forcément de même nature."
197,FAQ10-197,Le mal et son jumeau ont-ils à travers les âges toujours eus les mêmes boucs émissaires?,"Oui, assez souvent en effet."
198,FAQ10-198,"Dans l'énigme trois, le lieu du mal que nous cherchons est-il visible par l'aigle facilement?",Oui.
199,FAQ10-199,Comprendre la signification de la fleur de lys du visuel un est-elle nécessaire à la bonne compréhension du visuel deux?,La fleur de lys ne vous sert pas dans l'interprétation du visuel deux. Elle vous sert autrement.
200,FAQ10-200,Les six énigmes de base respectent-elles la parité hommes/femmes?,"Malheureusement, je ne pense pas."
201,FAQ10-201,"Certains éléments des énigmes semblent ne pas être politiquement corrects (Vu de notre époque cher Comte, bien entendu), est-ce moi qui est l’esprit mal tourné ou vous qui faites preuve d'une grande liberté de ton?","La chasse est ouverte aux majeurs uniquement donc, à partir de là en effet, vous pouvez vous autoriser à toutes les pistes. Je dirais que pour résoudre les énigmes, il ne faut pas être un être immoral, au contraire. Là-dessus, pas d'inquiétude, la chasse ne va pas vous forcer à devenir une mauvaise version de vous-même. Mais en tout cas, il est possible que les thèmes abordés à travers le jeu ne soient pas tous d'une grande vertu."
202,FAQ10-202,"Dernière question à propos “d'esprit mal tourné” [ndr: FAQ10-201], cette expression d'une certaine façon pourrait-elle qualifier notre personnage barbu?","Oui, en effet."
203,FAQ10-203,Pouvons-nous penser que la grappe de raisin soit un concept touristique?,"Non. Ensuite, de loin, on pourrait dire que oui."
204,FAQ10-204,"Vous avez précisé que nous étions au crépuscule dans l'illustration numéro une. Le soleil dans sa course, va-t-il aller vers la gauche ou vers la droite?","Dans l'illustration une, il s'agit d'un ciel rose et donc d'un coucher de soleil. Il se couche dans le sens où le soleil se couche traditionnellement [dans l'hémisphère Nord]."
205,FAQ10-205,Les cendres à relier sont-elles celles des hommes après leur chute?,"Oui, tout à fait."
206,FAQ10-206,La grappe sentirait-elle l'eau de Cologne?,"Si c'est une nouvelle référence à Napoléon je vous dirais que non. Sinon, je ne pense pas qu'elle sente l'eau de Cologne."
207,FAQ10-207,"Le cavalier noir au blason joue-t-il la partie d'échecs avec sa couleur, les noirs ou bien coté blanc?","Le cavalier noir joue ""contre son camp"". Il joue pour les blancs en l'occurrence dans le visuel."
208,FAQ10-208,Le cavalier noir a-t-il effectué un seul mouvement depuis le début de la partie?,"Là-dessus, je ne pourrais pas vous répondre. De même pour les trois autres cavaliers, je ne pourrai pas vous répondre. Mais on est, en effet, dans une configuration assez singulière qui peut être identifiée sur les principales ouvertures que vous pouvez trouver au jeu d'échecs."
209,FAQ10-209,"Vous nous avez dit: premier, on pourrait remplacer “de bon aloi” par “fidèle”, cinquième remplacer “jeune” par “petit”. Sans changer le résultat de la charade pourrait-on remplacer “de bon aloi” par de “pyramides” (1)? “Jeune” par “joyeux” (2)? “sceaux” par “prisons” (3)?""l'aigle"" par ""l'homme"" (4) ?
","(1) Non, on pourrait pas. (2) Non plus. (3) On ne pourrait pas non plus. Quoique, je vous l’autoriserais plus volontiers que pour les deux premières propositions. Mais c'est vraiment garde des sceaux. Et le terme “sceau” aurait pu difficilement être remplacé. (4) Non, il s'agit bien d'un aigle."
210,FAQ10-210,"Riri, Fifi et Loulou sont, comme nous le savons, de fins navigateurs. Devons-nous prendre la mer avant de profiter de leur expertise ou l’idée est qu’ils nous aident directement autour d’un bon verre?",Je pense que l'idée est plutôt qu’ils vous aident directement autour d'un bon verre.
211,FAQ10-211,"Vous avez dit qu’on ne pourrait pas suivre ces 3 navigateurs [ndr: Riri, Fifi et Loulou] et qu’il faudrait en choisir un, je dois avouer que j’ai mon préféré. Sommes nous d’accord que son navire me mène à multiples endroits ?","Je ne pourrais pas vous répondre, mais en tout cas, vous avez potentiellement une intuition qui pourrait être la bonne. Du coup, je vous ai répondu."
212,FAQ10-212,"L’un de ces navigateurs [ndr: Riri, Fifi et Loulou], discrets jusqu’alors, pourrait-il s’avérer d’une grande aide en fin de chasse?","Là-dessus, par contre, je ne vous répondrais pas, mais c'est une très bonne question."
213,FAQ10-213,"Dans le trou du visuel trois, y a-t-il véritablement la place d'y mettre deux personnes ou celui-ci est nettement plus petit?","Il y a la place, comme c’est représenté dans le visuel, de mettre deux personnes, mais pas de façon allongée. Deux personnes qui seraient plutôt assises."
214,FAQ10-214,La position de l'oiseau sur l’illustration une est-elle précise ou il aurait pu se trouver à un autre endroit?,L'oiseau aurait pu se trouver à un autre endroit.
215,FAQ10-215,Les hommes qui tombent peuvent-ils être associés au côté du mal?,Je pense que c'est une question qui est subjective et donc je vous répondrais en subjectivité que non.
216,FAQ10-216,"Dans INRI, la pierre qui est sur le feu est-elle la pierre d’attente ou une autre?",Il ne s'agit pas de la pierre d'attente.
217,FAQ10-217,Les quatre grappes de la première illustration nous laissent-elles entendre que nous devons identifier quatre vignobles pour cette énigme? Même question pour les trois grappes de l’illustration cinq?,Je vous dirais qu'il aurait pu y avoir plus ou moins de grappes donc ça n'a pas beaucoup d'importance.
218,FAQ10-218,"Dans l’énigme deux, les chevaliers me saluent plutôt d'une courbette ou d'un geste martial?","Vous faites référence à un élément qui n’est pas en clair. Pour cette raison, je ne pourrais pas répondre à la question."
219,FAQ10-219,"Si je vous dis que j'ai trouvé le mal, sans avoir encore eu besoin de jouer un coup au échec, me répondez-vous que c'est impossible?",Je pense que ce n’est pas impossible.
220,FAQ10-220,"Vous aviez dit que dans le monde il existait plusieurs grappes ressemblant à celle que l’on cherche mais qu’une seule est la bonne. De même, si on imagine que le mal est représenté sur la carte par quelque chose peut-il y avoir plusieurs mal équivalent dans le monde, mais un seul qui est le bon dans notre cas?","Il y a, en effet, plusieurs mals équivalents dans le monde et dans l'histoire. Mais un seul mal, un seul mal jumeau va être intéressant. Ensuite, il y a le mal en général, qu’il vous faut combattre, et là je dirais que c'est moins un lieu à identifier que quelque chose d'autre."
221,FAQ10-221,"Les deux phrases en rouge de l’énigme deux pointent-elles vers deux choses différentes? (un sans prendre en considération le fait qu'elles soient rouges, et un en prenant en compte cela)?","Là dessus, je ne pourrais pas vous répondre. Pareil pour le reste de la question. Une seule chose mais qui aura une autre importance avec d'autres éléments. Je ne peux pas m'aventurer à vous répondre là-dessus."
222,FAQ10-222,Si je vous dis que je pense avoir trouvé l'endroit où se tiennent les personnages dans l'illustration trois vous me répondez: a/ Bravo si c'est le bon. b/ Vous avez de l'imagination car ça ne pointe rien de particulier.,"Je pense que c’est “Bravo, si c'est le bon”. Il y a en effet un lieu précis où se tiennent les personnages dans l’illustration trois."
223,FAQ10-223,Existe-t-il une méthode commune à tous les visuels pour déterminer l’heure exacte qu’il est sur chacun d’eux?,"Pas vraiment, à part analyser les visuels. Vous n'avez pas besoin d'avoir une heure extrêmement précise. Là-dessus, je pourrais vous dire: le premier visuel c'est le soir, sur les trois suivants c'est la nuit, puis le matin et enfin le zénith sur l'illustration six."
224,FAQ10-224,"A propos du poème, chaque strophe correspond a un événement. Est-ce que le poème est conçu de manière chronologique pour que chaque strophe se suivent dans le temps?","Il y a en effet une chronologie dans le poème, mais je ne pourrais évidemment pas vous dire le détail de cette chronologie."
225,FAQ10-225,"Le thème commun des éléments de la charade se trouve plutôt dans a/ La philosophie, b/ La spiritualité, c/ L’Histoire, d/ Autre?","La charade a été trouvée par plusieurs joueurs, et il y a un élément qui est facilement identifiable. Donc, là-dessus, je vous laisse le soin de trouver cet élément commun et ça va vous aider, en effet, à trouver le résultat de la charade."
226,FAQ10-226,"Dans l’énigme une, doit-on prendre en compte les lettres en majuscules de chaque ville?","Non, ça n'a pas beaucoup d'importance. Donc non, pas nécessairement."
227,FAQ10-227,"Sur l'échiquier, le pion Plus Ultra est-il une référence historique, géographique, numismatique, autre?","Je dirais que c'est plutôt une référence ou historique ou numismatique. En tout cas, j'exclus la référence géographique."
228,FAQ10-228,"Dans l’énigme cinq, est-ce que “du cachemire, du fer, du jade” aurait pu s'écrire dans un ordre différent?",Il fallait que ce soit dans cet ordre là. 
229,FAQ10-229,"L’autre trésor l’est au regard de la relique, du fil rouge, d’une subtilité du résultat de la charade ou d’autre chose? ",L'autre trésor l'est au regard de quelque chose que vous venez quand même de découvrir.
230,FAQ10-230,"“Regarde les hommes tombés”, les hommes tombent-ils pendant une guerre? Parce qu'ils sont exécutés?","Je parle d'Hommes, il n'y a pas forcément que des hommes. Et en tout cas, ce que je peux vous dire, c'est qu'ils ne tombent pas d'une façon qui est naturelle. C'est un peu contraints et forcés... Pas forcément forcés, mais, en tout cas, ils ne sont pas morts de façon naturelle."
231,FAQ10-231,"Si je devais jouer le rôle du Mal dans un jeu de rôle ayant pour thème l'Élixir d'Or afin de le jouer de la façon la plus fidèle possible je serais plutôt: team Pacman, je vais par les chemins et bouffe tout aveuglément jusqu'à arriver à ma cible. Ou team Sauron, je crée un objet puissant et je les laisse s'entretuer avec, afin de finir le travail sans difficulté.",Je pense que vous seriez plutôt team Sauron.
232,FAQ10-232,Vous nous aviez déjà dit que le personnage des illustrations a vraiment existé et que nous le connaissions probablement. Mais a-t-il aussi inspiré un mythe? Apparaît-il dans des œuvres de fiction?,"Sur le personnage, très honnêtement, je ne pourrais pas en dire davantage. C'est vraiment à vous de comprendre de qui il s'agit. Et donc je réponds très difficilement aux questions à ce sujet."
233,FAQ10-233,"Relier les cendres a-t-il une grande importance dans la chasse ou simplement une portée confirmative du fait, entre autre, que nous portons au bon endroit notre regard?",Ça a son importance. C'est un tracé à effectuer.
234,FAQ10-234,"Au terme du 33e temps, sommes-nous face à face avec l’ordre nouveau, avec une représentation du mal ou avec tout autre chose?","Au 33ᵉ temps, c'est l'heure de vérité. Donc vous êtes face à face avec le mal. Et toute la question est de savoir si vous êtes armé à ce moment là pour combattre le mal ou non."
235,FAQ10-235,Hier aurait-il été un jour plus approprié qu'aujourd'hui pour les relier? Me conseillez-vous d'attendre encore quelques jours?,Non. Vous pouvez les relier dès maintenant.
236,FAQ10-236,"Lors de vos aventures, avez-vous rencontré des clowns? Un peu étrange cette question mais... En d'autres termes, est-ce que vous avez déjà mis les pieds dans un cirque?","Je ne pense pas que ça fasse partie de [la] légende [du Comte de Saint-Germain], non. Donc je vous dirais plutôt que non."
237,FAQ10-237,"1 - Lors de l'aventure, je retrouve un individu qui semble un peu arrogant. Peut-être pourrait-il me dire son fruit préféré, même du bout des lèvres. J'espère que ma tournure de phrase n'est pas trop lourde et que vous comprendrez où je veux en venir. 2 - Je souhaiterais qu'il me dise une chose anodine, comme son fruit préféré, par exemple, ne serait-ce que du bout des lèvres. Ne serait-ce que du bout des lèvres?","Non, je ne pense pas vous suivre là-dessus."
238,FAQ10-238,Vous dites avoir eu mille vies. Est-ce simplement une figure de style ou alors autre?,"C'est une figure de style. Il n'a pas véritablement eu mille vies. C'est la légende du Comte qui l'a fait en effet voyager énormément et connaître tellement d'épisodes de l'histoire, qu'il les narrait tellement bien, que le monde était persuadé qu’il avait eu ces mille vies ou en tout cas qu'il était doté de l'immortalité."
239,FAQ10-239,"Dans votre testament, vous évoquez également certaines de vos aventures, plutôt d'ordre romantique. Est-ce que ça peut être intéressant de pousser un peu, de s'y intéresser davantage? Ou alors vous souhaitez que cela reste dans votre sphère d'intimité?","Le Comte de Saint-Germain a aimé des reines. Vous avez aussi un jeu d'échecs où il y a une reine. Il y a des références implicites, en effet, un côté royal et romantique qui peut être intéressant d'étudier."
240,FAQ10-240,"1 - Certains pensent que la curiosité est un vilain défaut, alors je pense que ça peut être une qualité, voire plutôt une vertu. Être tête en l'air serait-il un défaut pour en découvrir une autre? 2 - En particulier pour découvrir d'autres vertus?","1 - Oui, tout à fait. La curiosité est un très bon défaut pour des chasseurs de trésors. Et être tête en l'air dans l’Élixir d’Or, notamment voir de haut certaines choses, ça peut clairement vous aider. 2 - Non, plutôt pour découvrir des lieux. Ou plutôt pour avoir des intuitions."
