,,Question,Réponse
115,FAQ15-115,Le décryptage du pile poil est-il vraiment à la portée d'un novice ?,"D'un novice pour qui ce serait la première chasse au trésor,  s’il a beaucoup de sagacité, Oui. C’est un jeu de sagacité donc évidemment que la fin du jeu est un peu élitiste et va écrémer les chercheurs pour retenir une seule personne. Donc plus vous avancez dans le jeu, plus c'est difficile."
116,FAQ15-116,Peut-on apercevoir notre fidèle monture sur l'illustration deux ?,Je ne peux pas répondre à cette question.
117,FAQ15-117,"Énigme cinq, admettons que nous ayons trouvé la bonne pièce. La plus grosse difficulté est-elle de déterminer ensuite son poids en or, ou plutôt de calculer de façon générale, le coût en or nécessaire pour parcourir une lieue ?","La plus grosse difficulté est de trouver la pièce. Après la conversion se fait assez facilement. C'est un simple calcul mathématique à poser. Donc non, il n'y a pas de difficulté une fois que vous avez trouvé la pièce."
118,FAQ15-118,Peut-on dire que pour identifier la chambre cachée uniquement le texte du parchemin est utile ? Les visuels donnant simplement une ou des confirmations de son contenu ?,Les visuels et les éléments textuels sont utiles. Je ne peux pas dire sur un élément s'il faut plus s’appuyer sur l'un ou l'autre. Là je vous laisse analyser par vous même.
119,FAQ15-119,Vous disiez que je ne mériterais pas une médaille au sens propre si je découvrais l’identité du personnage. Je suis quand même un peu déçu car elle me plaisait déjà bien. Dois-je la laisse tomber car elle ne me sera pas utile ?,Je maintiens que je ne vois pas de médaille au sens propre qui vous serait décernée au moment où vous trouvez l'identité du personnage.
120,FAQ15-120,"Ciel et Terre, mystique et réel, croyance et pouvoir, est-ce comme le tronc de l'arbre ? Notre personnage nous apprend à allier ces différents éléments ?","Oui, ces thèmes sont récurrents et font partie des thèmes de l'Elixir."
121,FAQ15-121,"RC est-il connu de tous, sans pré requis de culture générale tel que des personnages, comme Harry Potter ? Ou est-il connu pour certains qui auraient eu accès à certains pans de la culture ?","Je ne pense pas que RC soit connu de tous. C'est en tout cas moins célèbre ou moins connu que, en effet, ce que vous dites le général de Gaulle ou Harry Potter."
122,FAQ15-122,Pourrait-on dire que le choix de la pièce de l’énigme cinq découle de la partie d'échecs ?,La réponse est non.
123,FAQ15-123,Les jumeaux le sont par leur attraction et ce qui peut en découler ?,"Non, je ne parlerais pas d'attraction. Ils le sont parce qu'ils sont de même nature."
124,FAQ15-124,Le visuel un est-il en miroir ?,"Non, il n'est pas en miroir."
125,FAQ15-125,"Sur l'énigme deux, lorsqu'on dit “tout demeure”, ce serait plutôt l'âme, le mal ou le cœur ?",Ce serait les jours et les mois qui viennent d'être cités dans l'énigme.
126,FAQ15-126,"Sur l'énigme deux, la partie cachée, cryptée, aurait-elle pu être prononcée par quelqu'un ?","Oui, tout à fait."
127,FAQ15-127,"Si je prends un ou plusieurs guides pour gravir le Mont-Blanc, ces guides peuvent-ils m'aider pour gravir une autre montagne ?","Oui, tout à fait."
128,FAQ15-128,"En énigme quatre, les hommes qui tombent peuvent-ils avoir un lien avec notre relique ?",Pas nécessairement.
129,FAQ15-129,Peut-on dissocier le lierre et la connaissance ?,Oui.
130,FAQ15-130,Peut-on trouver le lierre de la connaissance avant de trouver le lieu familier ?,Oui.
131,FAQ15-131,"Quand vous dites au nord du cachemire, du fer et du jade, est-ce un point précis à tracer ou une ligne précise à tracer ? Y a-t-il une autre utilité ?","Vous commencez à bien resserrer le sujet, donc je ne pourrais pas donner plus de précisions que ce que vous posez déjà comme question."
132,FAQ15-132,"“Ce que Dieu veut”, d'autres le veulent-ils également et agissent-ils en conséquence ?",Oui.
133,FAQ15-133,"Vous avez dit lors d'une précédente FAQ que chaque élément composant la trinité prend toute sa dimension à travers les deux autres. Pouvons-nous dire que ces trois éléments se complètent, voire se mélangent et qu'à la fin de notre quête ils sont en parfait équilibre.","Oui, tout à fait."
134,FAQ15-134,Peut-on voir une partie du centre de l'univers sur l'illustration cinq ?,Non.
135,FAQ15-135,Est-il toujours vrai que lierre de la connaissance lutte contre l'ignorance ?,"Oui, tout à fait. Le lierre de la connaissance continue de lutter contre l'ignorance. Peut-être un peu moins qu'avant, si je puis me permettre un jugement de valeur. Mais ce sera uniquement mon avis très subjectif."
136,FAQ15-136,Cette lutte et cette connaissance ont-elles vu le jour à l'époque du Comte de Saint-Germain et non avant ?,Je ne répondrais pas à cette question qui donnerait un peu trop de détails.
137,FAQ15-137,"Dans le visuel quatre, les fanions blanc et rouge, est-ce une histoire d'ordre ?",C'est une très bonne remarque et je ne répondrais pas à cette question.
138,FAQ15-138,"Dans la strophe deux du poème, J'ai l'impression qu'une bataille est au cœur de cette strophe. Suis-je dans le vrai ? Le Maître à la Bataille peut-il être identifié grâce à cet événement ?",Je ne répondrais pas à cette question non plus qui trop précise.
139,FAQ15-139,L’objet à trouver dans la chambre cachée peut-il être pris en main ?,"Pareil, je ne donnerais pas plus de précisions sur ce qu'il y a à trouver dans la chambre cachée."
140,FAQ15-140,Est-ce qu’il [ndr : l'objet de la chambre cachée] peut nous être utile et nécessaire pour entrer au paradis ?,"C'est une très bonne question. Je répondrais que oui, mais tout dépend de vos croyances."
141,FAQ15-141,"Le lieu familier est-il entouré d'autres lieux assez familiers, proches, ou est-il assez isolé ? Peut-il être localisé très précisément ?","Je ne répondrais pas sur la première partie, mais sur la dernière, oui il peut être localisé très précisément. Il vaut mieux d'ailleurs le localiser très précisément, sinon vous aurez du mal à trouver la pierre d'attente."
142,FAQ15-142,Est-ce que ça peut être utile d'avoir un plan de la chambre cachée pour résoudre 253548 ?,"Non, ça ne vous sera pas utile."
143,FAQ15-143,Un château de roche peut-il être considéré comme une pierre d'attente ?,Et la réponse est non.
144,FAQ15-144,"[Sur l'illustration trois, le jeu de faro m'incite à dénombrer des occurrences de certaines choses. Est-ce utile pour la chasse?]","Je ne peux pas répondre. D'une parce que vous ne parlez pas d'un élément qui me semble être en clair dans le jeu. Et deuxièmement, parce que je ne pense pas qu'il y ait des occurrences à trouver s'il devait y avoir cet élément."
145,FAQ15-145,Le lierre de la connaissance traverse-t-il un océan ?,"Ce serait une précision géographique trop importante, donc je ne pourrais pas y répondre."
146,FAQ15-146,Est-ce qu'un signe peut m'aider à gagner mon dernier combat ?,"C'est une excellente question. Oui, en effet, à ce moment du jeu, vous devez faire signe. Et il y aura une réponse à votre signe si vous avez bon allié."
147,FAQ15-147,L’objet de la chambre cachée est-il en 3D ?,Je ne peux pas répondre à cette question.
148,FAQ15-148,La conversion valeur pièce versus équivalent or peut dépendre fortement d'une date. Les énigmes nous aident-elles à trouver cette date ?,"J'ai pris la valeur la plus communément admise. Je ne me suis pas amusé à prendre une valeur très niche. Donc je vous encourage une fois que vous aurez trouvé la pièce, à prendre, la valeur la plus commune, usuelle, celle qui a été utilisée sur la période et la zone la plus étendue. Notamment au début du tirage de cette pièce."
149,FAQ15-149,Me comprenez-vous bien si je vous demande si il y a une part ou une sorte de destin à un moment précis du jeu ?,"Je ne suis pas sûr de bien vous comprendre. Je serais tenté de répondre que oui, plutôt une destinée qu’un destin. Mais pas sûr que je sois pile dans votre question."
150,FAQ15-150,Peut-on apercevoir le 12ᵉ rayon du soleil noir du visuel trois sur un autre visuel ?,Non.
151,FAQ15-151,Est-ce possible que notre fil rouge nous pousse à attribuer plusieurs significations différentes aux couleurs des cavaliers sur l'échiquier ?,"Non. Selon les fils rouges, vous aurez sûrement des significations qui sont différentes. Mais dans le fil rouge de la chasse, non il y a une seule signification."
152,FAQ15-152,Aurait-on pu dire que c'est par foi et d'effroi que l'homme y verra net ?,"Oui, c'est ça. C'est par foi ou d'effroi que l’homme y verra net. Je crois d'ailleurs que c'est ce qui est dit dans le poème du jeu."
153,FAQ15-153,Un personnage fémininnous aide-t-il à un moment du jeu ?,"Je ne répondrais pas à cette question, à part le fait que le Comte de Saint-Germain a aimé des reines et que c'est bien précisé dans le testament préambulaire."
154,FAQ15-154,Le canal du midi a-t-il un lien avec la chasse ?,C'est trop précis comme localisation donc je pourrais pas vous dire.
155,FAQ15-155,La grappe en elle-même est-elle plus importante que son bonus pour avancer dans la chasse ?,Les deux sont importantes. Je ne dirais pas qu'il y en a une qui est plus importante que l'autre.
156,FAQ15-156,"Vous venez de dire que localiser précisément le lieu familier est utile pour trouver la pierre d’attente. Jusqu'à maintenant, vous nous affirmiez qu'il suffisait du lierre, du cachemire, du fer, du jade et de la chambre. Erreur de votre part ?","Non, je ne pense pas avoir dit ça. Si j'ai pu le sous entendre par erreur, non, non, vous avez évidemment besoin du lieu familier puisque c'est à travers le lieu familier, en partant la chambre cachée, que vous allez trouver la pierre d'attente."
157,FAQ15-157,"A choisir, plutôt Gaïa ou Alma Mater comme terreau pour planter le lierre de la connaissance ?",Plutôt Alma Mater que Gaïa.
158,FAQ15-158,"Pour décrypter le soleil noir, doit-on prendre en compte le signe astrologique ainsi que les étoiles autour ? Ou est-ce à séparer du soleil ?",Je ne peux pas répondre à cette question.
159,FAQ15-159,"Le sépulcre d’Azur est-il étoilé ? Et à la fin, pouvons-nous tutoyer, frôler les anges ?",Oui et oui.
160,FAQ15-160,"1 - Faisons suite à une question que je vous ai posée dans une FAQ précédente, au risque d'entendre que vous ne pouvez pas répondre. On va faire un petit parallèle entre l’Élixir d’Or et la cuisine. Imaginez qu'on compare le parchemin à des pâtes à la carbonara. Utiliser un peu de crème, est-ce sacré au profane ? 2 - Donc, cela serait-il utile pour notre recette ?","1 - Non, ce n'est pas profane. Pour moi, ça peut être important. 2 - Oui, oui, c'est ça. Il ne faut pas être extrêmement rigide dans la résolution du jeu. Même s'il y a un fil rouge, les thèmes qui sont évoqués et les méthodes de décodage sont suffisamment variées pour que vous ayez besoin de faire de temps à autre des allers retours."
161,FAQ15-161,Le Comte est-il le premier à avoir l’immortalité ou a-t-il succédé à quelqu'un ?,"Non, ce n'est pas le premier à avoir eu l'immortalité."
162,FAQ15-162,"Pour vous, quelle énigme ou visuel représente le mieux le fil rouge ?","Je ne pourrais pas répondre à cette question. Ils le représentent tous, parfois d'une façon différente."
163,FAQ15-163,Le centre de l'âme du coup de pouce un a-t-il une correspondance ou un lien avec le lierre de la connaissance ?,"Oui, il a un lien avec une partie du lierre de la connaissance."
164,FAQ15-164,"Si je vous dis que je dois suivre les instructions d'un ami napolitain donné à un certain “Philochate”, suis-je dans le vrai ?",C'est beaucoup trop précis. Donc je pourrais pas répondre à votre question.
165,FAQ15-165,Une porte de ville a-t-elle son importance dans le jeu ?,"De ville, non. Pas à ma connaissance non. Pas de ville, mais il peut y avoir des portes importantes."
166,FAQ15-166,"Les énigmes écrites 1, 2, 3 et 4 peuvent-elles nous aider à trouver  la chambre cachée ?","Oui, tout à fait."
167,FAQ15-167,L'allié précieux est-il lié directement ou indirectement aux reliques ?,Je ne peux pas répondre à cette question. Ça concerne un stade beaucoup trop avancé jeu.
168,FAQ15-168,La première relique est-elle sur le personnage de l'illustration cinq qui jette l'épée ?,Oui.
169,FAQ15-169,Est-ce que le rayon qui manque sur le soleil noir est important en terme de position ?,Non.
170,FAQ15-170,Est-ce que la chasse fait un clin d'œil à un cycliste ?,"Si clin d’œil il y a, il sera de façon complètement fortuite. Puisque mes connaissances en cyclisme sont malheureusement extrêmement limitées."
171,FAQ15-171,"Concernant la force d'âme, la fidèle monture et l’allié précieux, est-il préférable de : 1, les pointer tour à tour. 2, les relier les uns aux autres. Ou 3, les considérer comme un tout genre trois en un.","Il est important à la fois de les pointer tour à tour, mais également de les relier les uns aux autres. J’écarterais la troisième piste, même s'il y a un liant. Ils ne sont pas un tout, comme par exemple la Trinité ou d'autres triptyques."
172,FAQ15-172,La charade fonctionne-t-elle par syllabes ?,Je ne peux pas vous dire quels sont les différents items à trouver dans la charade et quelles formes ils prennent.
173,FAQ15-173,Doit-on essuyer les larmes d'un personnage ?,Non.
174,FAQ15-174,Le pile poil se déduit-il dans FIN du parchemin ou bien devons-nous faire un dernier calcul ?,"C'est une très bonne question. Il n'y a pas de dernier calcul, mais il y a bien, un dernier obstacle à franchir."
175,FAQ15-175,Je joue à l’Élixir d’Or et je parle donc bien de vous. La question porte sur un récit existant et/ou plusieurs récits existants imbriqués ensemble. A celle de certains créateurs d'énigmes.,"Donc un récit existant ou plusieurs récits existants de moi ? Parce qu’en l'occurrence, l'Élixir est ma première chasse. Donc il n’y aura pas d'autre référence. Il peut m'arriver de faire des clins d'œil à l'Élixir dans les chasses ultérieures, mais c'est tout. Et ensuite, par contre, l’Élixir se base bien sur des récits existants, des récits réels qu'il convient de creuser. Si c’est ça votre question."
176,FAQ15-176,Une méthode redondante qui se répète pour constituer l'ADN du fil rouge ?,Je ne parlerais pas exactement de méthode. Donc plutôt non.
177,FAQ15-177,Est-ce que les chiffres de l'énigme quatre doivent subir un démêlage ou une soustraction ?,"Ils sont à leur bonne place. Vous n'avez pas besoin de les inverser. Après, c'est à vous de leur donner du sens. Mais les chiffres sont à leur bonne place. Après, je pourrais pas vous dire comment les analyser."
178,FAQ15-178,Le Comte de Saint-Germain a-t-il eu lui aussi à combattre le même Big Boss que le personnage va combattre ?,Je ne peux pas répondre à cette question sans donner trop d'indices. Donc je passe.
179,FAQ15-179,La balance Libra a-t-elle une représentation géographique ?,Non.
180,FAQ15-180,La première relique a-t-elle été volée puis retrouvée ?,"Oui, tout à fait."
181,FAQ15-181,Les chiffres suivant la chambre cachée ont-ils été compris par des joueurs ?,"Je ne sais pas. Ça fait longtemps que je n'ai pas fait de sondage. Je vais surement en faire un pour Noël, puisque le dernier remonte à six mois. Et donc je pourrais voir vos avancées à ce sujet. Mais je crois que c'est l’un des éléments de blocage du jeu, tout comme l'était la pièce."
182,FAQ15-182,Y’avait-il une raison particulière à placer des nuages devant le canasson dans l'illustration six ?,"C'est pour vous montrer que cheval est monté haut dans les cieux. Et sinon, non, il n'y avait pas d'instructions précises dans le cahier des charges."
183,FAQ15-183,Un astrolabe peut-il m'aider ?,Je dirais plutôt que non.
184,FAQ15-184,"Une fois la charade résolue, les items sont-ils importants pour la résolution de l'énigme cinq ou pour le jeu ?","À la fois pour la résolution de l’énigme cinq et aussi parce qu'ils vont vous aider à identifier, à rétrécir la thématique du jeu."
185,FAQ15-185,"“Ce que Dieu veut” l’a-t-il déjà voulu et obtenu en d'autres occasions ? “In Real Life” par exemple ? Si oui, y a-t-il
des traces concrètes de cela ?","Pas forcément dans le contexte de la chasse. Ça ne s’est jamais matérialisé comme ça se matérialise dans le cadre de l'Élixir. Après, “ce que Dieu veut” est un thème très récurrent. Et donc l'Élixir ne va pas réinventer l'eau tiède. Donc là dessus, évidemment que “ce que Dieu veut”, il va y avoir une confirmation quand vous aurez trouvé le tracé à effectuer, vous comprendrez bien que c'est une volonté de Dieu."
186,FAQ15-186,"“La fleur est sur la croix” ou bien “la pierre est sur le feu”, ces deux vers nécessitent-ils un tracé ou bien symbolisent-ils chacun un lieu ?",Je ne peux pas répondre à cette question. Mais c'est un des vers les plus importants du jeu et du poème.
187,FAQ15-187,Est-il important de garder en mémoire l'emplacement exact de Golgotha ?,Oui.
188,FAQ15-188,Un point de passage dissimulé fait-il partie de notre parcours ?,"Tous les lieux dans l’Élixir sont en quelque sorte dissimulés par des codes secrets, des recherches à faire. Mais sinon, il n'y aura pas de passage secret. Vous trouverez forcément une trace du lieu sur internet puisqu'il n'y a pas besoin de se déplacer pour collecter des indices. Tout peut être résolu depuis chez vous. Donc à partir de là, je ne vais pas vous mettre des passages secrets qui ne seraient pas connus des non-initiés du lieu."
189,FAQ15-189,"Le lierre de la connaissance incarne-t-il une idée d'universalité ? Et si de la connaissance à la renaissance il n’y avait qu’un pas, devrais-je le franchir ?","Non, je ne dirais pas que ce soit exactement la même notion que l'universalité. Et la troisième, non, vous ne devriez pas franchir ce pas. Il n'y a pas qu'un pas, en fait, entre la connaissance et la renaissance."
190,FAQ15-190,Tous les éléments du lierre de la connaissance existent-ils toujours de nos jours ?,Oui.
191,FAQ15-191,Le lieu précis du visuel quatre est-il connecté d'une manière ou d'une autre au lieu du visuel cinq ?,Je ne peux pas répondre à cette question.
192,FAQ15-192,"Pour le fil rouge, plutôt ambiance fin du monde ou TP de chimie ?",Je ne peux pas répondre à cette question.
193,FAQ15-193,"S'il n'y a plus d'eau bénite dans le flacon, faut-il redescendre en chercher directement à la source ?","Oui. Après, vous n'aurez pas besoin de faire des allers retours à la source. Vous pouvez y aller une seule fois et ça suffira. Mais il y a bien une source à identifier dans la chasse."
194,FAQ15-194,Quel est le niveau de 1 à 10 de cette chasse ? 10 étant introuvable.,"Je vous confirme que la chasse n'est pas introuvable. Après, je ne sais pas quel niveau lui donner. Je considère que la chasse de l'Élixir d’Or est quand même d'un niveau au moins difficile, voire très difficile. C'est pour ça qu'elle est prévue pour une durée assez longue. C'est une chasse de longue haleine."
195,FAQ15-195,La chasse nous amène-t-elle à trouver une clé pour l'énigme deux.,"Non, il n'y a pas de clé à trouver. Il y a un décodage à faire. Mais pas une clé au sens où on entend cryptographie."
196,FAQ15-196,Si je vous dis que je dois passer l'épreuve du jugement d'Anubis pour accéder à l'immortalité tant attendue. Suis-je dans le vrai ?,"Sans parler du jugement d'Anubis, l'Egypte antique, ses rituels et sa mythologie sont en effet présents dans la chasse. Vous avez raison de vous intéresser au jugement d'Anubis par voie de conséquence."
197,FAQ15-197,"Pour que ma monture me soit fidèle, dois-je accomplir plusieurs épreuves avec elle ? La sauver d'un péril ? L'apprivoiser dès son plus jeune âge ?","Même si la monture vous est familière puisque vous avez déjà, entre guillemets, vécu ou été ensemble sur certains lieux, elle vous sera d'autant plus fidèle parce ce qu’elle symbolise. Aucune vraiment des trois propositions."
198,FAQ15-198,Doit-on se préoccuper de savoir quelle partie du mal est touchée par notre épée lors du combat ?,"Alors, c'est une bonne question. Je ne crois pas être allé dans ce niveau de détail."
199,FAQ15-199,"Aux échecs, je modifie la colorimétrie, sauf sur les cavaliers ?",Vous n'avez pas besoin de modifier la colorimétrie.
200,FAQ15-200,Les cases vierges du quadrillage ont-elles leur importance ?,Je ne peux pas répondre à cette question. Mais vous avez raison d'analyser un peu plus en détail ce quadrillage qui est quand même assez spécifique.
201,FAQ15-201,La pierre d’attente peut-elle tourner sur elle-même ?,"Je pense que ce sera très difficile  et ça demanderait un gros effort physique. Mais ça me semble possible. Pas de son propre fait, mais avec une volonté extérieure."
202,FAQ15-202,Combien y a-t-il d'éléments qui nous reconnaissent comme leur maître ?,Il y en a quatre.
,FAQ15-203,Hiram et le lierre de la connaissance ont-ils un lien ?,Oui.
,FAQ15-204,"L'ordre mourut de s'être vu monter plus haut que Roi. N'aurait-il pas été possible de le soigner, voire de l’hospitaliser pour éviter cette fin tragique ?",Je trouve que derrière l'aspect amusant de votre remarque se cache une vraie pertinence.
,FAQ15-205,Le coffre est-il enterré à moins de 100 kilomètres d'une parcelle viticole ?,"Oui, il est enterré à moins de 100 kilomètres d'une parcelle viticole. Je ne pense pas prendre trop de risques en vous répondant cela."
,FAQ15-206,L'ami précieux est-il un humain ?,"Je ne peux pas répondre à cette question. Et c'est un allié précieux, plus qu'un ami."
,FAQ15-207,Le personnage porte la première relique sur lui mais n'a rien dans ses poches. Est-elle cachée par ses habits comme le capuchon par exemple ?,"Je crois que l'illustratrice n'est pas allée dans ce niveau de détail. C’est la raison pour laquelle vous ne verrez pas forcément de poche. Mais il a bien la relique avec lui. Entre guillemets, il l’a bien déjà récupérée. Peu importe qu'elle soit sous ses habits ou non, ça ça a moins d'importance."
,FAQ15-208,"L’objet de la chambre caché est-il précurseur d'autres plus perfectionnés, plus élaborés, voire de mouvements et de découvertes importantes à travers le temps et l'espace ?","Non, pas vraiment."
,FAQ15-209,Doit-on s'intéresser plus précisément aux pièces ou peut-on les laisser de côté une fois utilisées ?,"Si vous parlez de pièces de monnaie, une fois que vous aurez trouvé l'utilisation de la pièce de monnaie, vous pourrez laisser ça de côté. Ça ne vous sera pas utile pour la suite du jeu."
,FAQ15-210,"Si on reproduit les étapes qui ont permis au Comte de devenir immortel, est-il normal que nous ayons cet adversaire dans le combat final ?","Oui, tout à fait. Même c'est primordial. Tout se joue au moment de ce combat."
,FAQ15-211,"Le saviez-vous, en inversant les couleurs de l'échiquier, il apparaît bien plus classique ? Si je n’inverse pas les couleurs sur les cavaliers et seulement les cavaliers, c'est très bien ?","Oui, en effet. Vous n'avez pas besoin de changer les couleurs des pièces de l'échiquier."
,FAQ15-212,Les items de charade de l'énigme quatre auraient-ils pu être présentés dans un ordre légèrement différent ? Ou dans n'importe quel ordre ?,"Je parlais de 1543 1938 et de la charade qui pour moi font partie d'un tout qui vous permet de trouver le résultat de la charade. Et donc on aurait pu intervertir ces deux bouts d'énigme. Après les six items de la charade de mon premier à mon dernier, ça doit bien se suivre dans l'ordre qui est donné dans le jeu."
,FAQ15-213,“Ce siècle atrophié” est une vision du siècle tout entier ou une référence à des événements précis ?,"C'est une référence à des événements précis. De façon générale, le siècle en question, on va dire, n'est pas le meilleur siècle qu'ait connu l'humanité."
,FAQ15-214,Vous avez dit que l'objet de la chambre cachée est unique à celle-ci. N’y a-t-il pas d'autre allusion à cet objet dans d'autres chambres cachées ?,"Je n'ai pas vérifié pour toutes les potentielles chambres cachées. Mais en tout cas, c'est dans la chambre cachée que vous cherchez que l'objet occupe un rôle central qu’il n'aura pas forcément dans d'autres chambres cachées."
,FAQ15-215,"Lorsqu’il nous faut tourner notre regard en pèlerin, est-il préférable de prendre de la hauteur ou de rester les pieds sur terre ?","Il est préférable d'y aller à vol d’oiseau, si c'est votre question. A la fin, vous avez bien à un lieu terrestre."
,FAQ15-216,Les visuels ont-ils un ordre chronologique précis dans le fil rouge ?,Oui.
,FAQ15-217,"L’objet utile de la chambre cachée peut-il être trouvé ailleurs ? Une copie à proximité, par exemple ?",Je ne sais pas. Il faudrait que je vérifie.
,FAQ15-218,Une des trinités est-elle plus d'intérêt qu'une autre ?,"Oui, tout à fait."
,FAQ15-219,L'objet de la chambre cachée donne-t-il un indice sur RC ?,C’est deux éléments bien distincts.
,FAQ15-220,"Si je devais transposer un tracé que j'aurais dessiné en comportant plusieurs points. Devrais-je le faire en conservant les distances ou en changeant d'échelle ? Cette transposition pourrait-elle être transfrontalière, voire transcontinentale ?","Je ne peux pas répondre à cette question puisque je pense que vous faites allusion à “ce que Dieu veut”, et c'est un élément trop avancé du jeu."
,FAQ15-221,"Visuel six,  l'ami précieux est-il présent dans le combat ?",Je reprécise qu'il s'agit bien d'un allié précieux. Et je ne peux pas répondre à cette question.
,FAQ15-222,Est-il important que nous entrions dans la pièce du visuel quatre en descendant ?,"Oui, il est important de passer par cette pièce. Et en effet, vous descendez bien."
,FAQ15-223,"Dans l’énigme six, le mal a-t-il été source de conflits depuis plusieurs siècles ?","Oui, tout à fait."
,FAQ15-224,"Dans l'expression “In vino veritas”, la vérité est-elle : A, un point d'émergence. B, un point de relais. C, un point d'orgue. Ou D, un point final ? Et plus généralement, dans la chasse.","Je ne sais pas si il y a un des quatre termes qui s'applique le mieux au jeu, donc je préfère passer. Je pense que ça pourrait induire en erreur. En tout cas, je n'en vois pas un qui se dégage et qui s'impose dans l’Élixir."
,FAQ15-225,Est-ce que les énigmes sont écrites par le CSG ? À qui s'adresse-t-il ?,"Le Comte de Saint-Germain est en effet le narrateur principal. C'est lui qui a écrit notamment le testament. C'est bien sur cette personnalité qu'il faut concentrer vos efforts de recherche. Il s'adresse à vous puisqu'il s'adresse à son potentiel héritier, à la personne qui pourra trouver son secret."
,FAQ15-226,La pièce du visuel quatre se trouve-t-elle assez proche de la pierre d'attente ?,Non.
,FAQ15-227,"Pour trouver la lieue de l'énigme cinq, y a-t-il un indice dans le parchemin ? Ou juste prendre celle de la même période que la pièce ?","Je ne peux pas répondre à cette question. Mais évidemment, comme il y a plusieurs lieues, le parchemin vous donnera une indication sur la lieue à utiliser."
,FAQ15-228,Une des grosses difficultés pour inclure une piste ou non dans notre cheminement est de savoir si les éléments que nous souhaitons y intégrer doivent être considérés comme anachroniques ou non. Y a-t-il moyen d'exclure certaines périodes de l'histoire ? Et doit-on systématiquement exclure tout ce qui se passe après 1784 ?,"Non. Je ne peux pas répondre à cette question parce qu'elle est trop liée au rapport au temps du Comte. Donc désolé si vous avez l'impression que je botte en touche, mais, si vous trouvez des éléments postérieurs à 1784 qui font parfaitement sens dans l’Élixir, si j'étais vous, je ne les exclurais pas."
,FAQ15-229,"Le lieu final : s'il avait été impossible de cacher le coffre le jour prévu pour une cause quelconque, aurais-tu pu changer le lieu de la cache le jour même ?","Non, je n'aurais pas pu changer le lieu de la cache le jour même. Ou alors après j'aurais dû modifier les énigmes, mais je n'ai pas modifié les énigmes."
,FAQ15-230,"Dans l'énigme cinq, il nous est dit “sous St Estèphe”, etc, don’t acte. En toute hypothèse, si à un autre moment du jeu, il nous était de nouveau signifié, de quelque façon que ce soit “sous autre chose”, faudrait-il interpréter cette indication à l'identique de celle de l'énigme cinq, ou bien différemment ?","Globalement, le mot “sous” a à peu près la même définition dans tout le jeu. Je ne suis pas allé inventer une autre définition. C'est bien en dessous. Alors ça dépend ce que vous considérez. Ça peut être en dessous sur une carte. Ça peut être en dessous physiquement. Mais ça restera proche de la définition d'en dessous."
,FAQ15-231,Sors l'épée s'adresse à moi ?,Oui.
,FAQ15-232,"Après dix jours de recherche, si vous avez répondu non à 5/6ème de mes questions, dois-je me décourager ?","Non, je pense que c'est plutôt bon signe puisque je réponds quand même à au moins deux tiers, voire trois quart des questions. Et les questions auxquelles je ne peux pas répondre parce que soit elles sont trop pertinentes, soit elles sont trop précises. C'est plutôt encourageant."
,FAQ15-233,Notre allié précieux est-il antérieur à 1700 ?,Je ne peux pas répondre à cette question sans trop donner d'indices sur cet allié.
,FAQ15-234,"Passent les jours, passent les mois”, qu'en est-il des heures ? Peut-on/doit-on compter sur elles ?","Non, ce n'est pas précisé donc vous pouvez vous concentrer sur les jours et les mois à ce moment précis du jeu."
,FAQ15-235,"Le terme “dernier combat” a été évoqué il y a plusieurs reprises. Il semble en effet qu'en suivant le personnage à travers son périple, nous rencontrions d'autres conflits. Si j'ai identifié une lutte intestinale en filigrane, un camp serait indiqué textuellement en clair ? Un autre serait caché et apparaîtrait suite à nos recherches ?","Oui, vous avez raison, il y a bien un combat qui est très important à la fin. Mais évidemment, le jeu fait appel à des connaissances historiques qui peuvent être mobilisées et peuvent faire référence à d'autres combats qui sont très importants dans le contexte historique, religieux, philosophique, de la chasse."
,FAQ15-236,L'eau est-elle vraiment près du coffre ?,"Ça, je ne peux pas répondre."
,FAQ15-237,"Est-ce que l'imaginaire, le tapis de la crypte du visuel quatre seraient-ils volants et pourraient-ils me mener directement ou indirectement à la chambre cachée ?",Je dirais que non.
,FAQ15-238,Sous l'œuvre du Pape pour “en dessous” ?,Je dirais que non. Vous n’aurez pas besoin d'aller en dessous du Pape.
,FAQ15-239,"Quand vous dites qu’on a l'emplacement du coffre au centimètre près grâce à INRI, c'est grâce au paragraphe entier ou plutôt grâce à l'acronyme ?",C'est plutôt grâce au paragraphe dans son intégralité.
,FAQ15-240,"Ai-je tort de penser qu'à travers plusieurs énigmes visuelles [et autres faqs, nous avons déjà évoquer des éléments directement liés à la connaissance à laquelle le lierre fait référence ?]","Oui, tout à fait. Vous avez raison de penser que la chasse peut vous évoquer différents éléments liés à la connaissance à laquelle le lierre fait référence. Tout à fait."
,FAQ15-241,"[Dans une précédente FAQ vous avez dis que pour compléter notre grappe, il fallait zoomer mais la grappe fait plusieurs kilomètres]",Il faut zoomez sur une carte. C'est à dire que je parlais du bonus.
