,,Question,Réponse
91,FAQ6-91,"Nous savons que le temps est gardé parce qu'il s'enfuit. Par ailleurs, le binôme espace temps permet de nous orienter et de nous déplacer. Cela veut-il dire que ses gardiens ne sont pas là uniquement pour le canaliser, mais également pour éviter qu'on le vole ou qu'on se perde?","En effet, les gardiens ont un rôle de mesure, de conservation, mais aussi d'orientation."
92,FAQ6-92,"En haut à gauche de l'illustration 2, est-il important pour nous que nous réussissions à identifier le livre avec les runes? Ou bien s'agit il d'un livre quelconque servant uniquement de support aux symboles?","Il y a plusieurs livres, mais le livre n'est pas clairement identifié ici. Surtout qu'il y en a plusieurs en l'occurrence."
93,FAQ6-93,"Le chemin tracé par le fil rouge a-t-il un début et une fin? Est-il un ruban refermé sur lui même ou une toile? Le lieu du creusage se trouve-t-il sur ce chemin ou n'est-il là que pour nous donner les outils pour trouver un fil blanc bien plus court? Le fait de sauter une partie du chemin en empruntant un raccourci pourrait mener à un blocage bien plus loin dans la chasse? Via une forme de contrôle de connaissance tardive par exemple, ou le fait de ne pas être bloqué, de trouver des confirmations doit nous encourager à poursuivre notre route sans se retourner tant que l'on ne tombe pas sur une impasse?","Donc le coffre, il est au bout du chemin, qui n'est pas forcément linéaire. Mais vous aurez du mal pour autant à trouver des raccourcis. Tant vous n'êtes pas bloqués et que vous trouvez des confirmations vous pouvez donc poursuivre votre chemin et le remettre en cause uniquement si vous tombez vraiment sur une impasse, que vous êtes persuadé que c'est une impasse, et que vous voyez aucun moyen d'aller au delà de l'impasse. Ça sert à rien de persister sinon."
94,FAQ6-94,Vous avez dit en FAQ 3 qu'au moment où nous devions planter le lierre de la connaissance celui-ci n'était pas déjà en notre possession. Si je vous disais que j'ai trouvé le lierre dans une énigme précédente vous me répondriez: c'est impossible ou miraculeux ou bien c'est tout à fait possible?,"Ça me semble impossible parce qu'il n'était pas cité avant. Vous n'auriez pas pu avoir cette idée, à mon avis, naturellement. Et donc le posséder avant."
95,FAQ6-95,"Lorsque vous dites que la grappe n'est pas comestible, nous sommes bien d'accord que votre propos concerne uniquement la nourriture du corps et non celle de l'esprit.","Bien sûr, la vérité dans le jus de vigne. Je parle bien de comestibilité pour le corps."
96,FAQ6-96,"La pierre importante est-elle une première pierre? Ou une deuxième, ou une dernière pierre au sens de finalisatrice? Se retrouve-t-on face à une porte ou doit-on franchir un seuil à un moment donné de notre quête?","Concrètement, une porte, un seuil, ça ne peut pas répondre. Mais métaphoriquement, oui. C'est-à-dire que vous ne pouvez pas résoudre l'élixir si vous n'avez pas métaphoriquement franchi ou fait quelque chose qui vous dépasse en quelque sorte. Métaphoriquement, je précise. Je vous encourage par exemple à regarder les expériences de mort imminente pour voir un peu quelles sont ces expériences. Un peu de décorporations, de tunnels, de challenge un peu individuel, sans être une analogie avec l'Élixir. Mais il y a quelque chose qui se rapproche en tout cas."
97,FAQ6-97,"Quand vous employez le terme relique, vous référez vous à la définition stricte religieuse ou celle utilisée en biologie? A moins que ce soit la vision littéraire qui l'emporte, c'est à dire un objet témoin du passé.",Ça peut être à la fois la vision littéraire ou religieuse. Ça ne peut pas être par contre la vision biologique. Je préfère l'exclure.
98,FAQ6-98,Peut-on résoudre la chasse sans avoir compris l'utilisation du poème?,"Non. Je pense que vous l'aurez compris, je le répète sans cesse."
99,FAQ6-99,Si jamais le fait de trouver l'Élixir d'Or à travers une illumination est-ce validé?,"Si, par illumination vous dites hasard, non. Parce qu'évidemment il faut avoir le cheminement correct pour être déclaré vainqueur. Mais la chasse fait la part belle tout de même, à un moment, à une forme d’illumination. C'est à dire qu'il faut avoir quand même une idée pour trouver le coffre qui doit venir de vous-même. Et c'est en ce sens là qu'on peut dire qu'il y a quand même une sorte d'élu. La chasse qui va choisir quelqu'un pour, pour gagner et pas l'inverse."
100,FAQ6-100,"Si je vous dis que le rose et le vert prédominants dans l’illustration 1 provient plus d'un choix artistique que d'une volonté propre du Comte, suis je dans le juste?","Non, ces couleurs sont voulues."
101,FAQ6-101,1620 dans le coup de pouce est bien une date?,Oui.
102,FAQ6-102,Si jamais la phonétique est utilisée dans certains indices ou résolutions?,"Oui, de façon très subtile. Mais oui, il y a un peu de phonétique."
103,FAQ6-103,Est-ce que Abel en ferait partie?,"Non, pas de lien direct avec Abel."
104,FAQ6-104,"Comment pouvons-nous être sûr d'avoir terminé la résolution d'une énigme? Vous parlez de confirmation dans d'autres énigmes visuelles, mais si nous ne trouvons pas ces confirmations, pouvons-nous être tentés de continuer à chercher d'autres résolutions?","Oui, vous pouvez tenter d'autres résolutions parce que les confirmations n'ont pas toutes le même niveau de lucidité. Après, il faut quand même avancer le plus loin possible avant d'être certain de revenir sur vos premières intuitions qui peuvent être parfois les bonnes."
105,FAQ6-105,"Lors de notre décryptage, est-ce qu'une demeure est un des points de repère de deuxième échelle?",Impossible de répondre à cette question.
106,FAQ6-106,Nos trois chevaliers sont-ils bien des personnes?,"Pareil, je pense que ça concerne un élément qui n'est pas en clair dans le jeu. Donc je ne peux pas y répondre."
107,FAQ6-107,"Si je venais à être enfermé dans la chambre cachée, y trouverait je au moins un minimum de confort pour y passer une nuit?",Non. La chambre est plutôt sinistre. Je ne pense pas que ce soit très confortable.
108,FAQ6-108,"Une fois trouvé la première relique, sommes nous bien capables, grâce à celle ci: 1. d'identifier l’autre trésor? 2. De voir le mal jumeau? 3. D'affronter le mal?",1. Oui. 2. Oui. 3. Non. Vous ne pouvez pas encore affronter le mal avec la relique.
109,FAQ6-109,La grappe de raisin peut-elle être une œuvre d'art que l'on accroche sur un mur et que l'on peut exposer au Louvre?,Non.
110,FAQ6-110,Qui est l'artiste crypteur?,Je ne sais pas ce que ça veut dire. Je ne comprends pas. Peut-être vous pouvez expliquer un peu mieux votre question et j’essayerais d'y répondre.
111,FAQ6-111,"Lorsque nous avons tracé les gardiens et donc que nous les voyons en entier sur la carte, sommes-nous assez haut ou trop haut pour voir la grappe?","Pareil, impossible de répondre."
112,FAQ6-112,L’énigme 1. Est-ce que le “s” à la fin du mot “raisins” peut nous donner une indication sur l'endroit précis d’où on doit partir pour la chasse?,"Alors là dessus, je vous invite à revenir un peu en arrière dans la FAQ. J'ai répondu au S et au O dans l’énigme 1. Comment ça peut être interprété."
113,FAQ6-113,Le fil rouge de cette chasse est-il à appréhender comme un fil d'Ariane qui nous mènera de manière certaine au but? Ou bien comme une ligne de vie à laquelle se raccrocher le plus souvent possible pour éviter les chutes tout en nous laissant une liberté de mouvement?,"Plutôt la deuxième définition. C'est une ligne directrice qui va vous aider à ne pas trop dévier, mais vous ne pouvez pas non plus 100 % vous reposer sur elle. Il faut aussi que vous mettiez un peu la main à la pâte."
114,FAQ6-114,"Vous avez indiqué que le testament comportait des indices. Est-ce plutôt des confirmations ou recherches pouvant aider à comprendre une énigme, un crypto?","Ça, je ne peux pas vous dire précisément qu'est ce que ça va vous apporter, mais ce n'est pas une énigme à part entière. Ça va quand même vous donner énormément d'idées à exploiter. Il n'y a pas de crypto dans le testament."
115,FAQ6-115,Est-ce que les deux dates de l'énigme 4 nous orientent sur l'identité de notre personnage?,Non.
116,FAQ6-116,1. Savez-vous jouer au roi de la colline? 2. CSG à la fin du coup de pouce sont-elles seulement vos initiales? Merci.,"Alors en tant que grand amateur de jeux vidéo, oui, je sais jouer au roi de la colline. Mais dans le cadre de l’Élixir, il vaut mieux savoir jouer au roi de la montagne. Voilà ce que je pourrais vous répondre. Et sur “CSG”, je passe, c’est à vous de voir."
117,FAQ6-117,Est-ce que les 1776 pièces sont toutes identiques?,Oui.
118,FAQ6-118,Est-ce qu'il faut considérer qu'il y a quatre ou cinq traits sur la colonne à droite du temple? Est-ce que ça a son importance?,"Je ne pourrais pas dire si c'est un temple, mais j'imagine que vous faites référence au bâtiment du visuel 5 et ça n'a pas d'importance."
119,FAQ6-119,"Une fois la grappe trouvée, lequel est le plus utile par la suite: la grappe ou bien l'endroit d'où l'on verra la grappe?",L'endroit où se trouve la grappe est plus important que la grappe en elle-même.
120,FAQ6-120,Le lieu familier pourrait-il être sur une île?,"Oui, oui, vous ne pouvez pas l'exclure. Tout à fait."
121,FAQ6-121,Le Comte a beaucoup voyagé. La pièce tant recherchée est-elle née au royaume de France?,"Ça ne peux pas vous répondre parce que des pièces nées au royaume de France pendant que la France s'appelait Royaume de France, il y en a pas eu non plus des milliers. Donc ça donnerait trop d'indices. Je peux pas répondre à ça. Mais il y a toutes les informations dans le testament, dans le dans le jeu, pour trouver la pièce."
122,FAQ6-122,"Dans les années 80, j'ai assisté à un concert du groupe Gold. Pensez-vous que cette expérience puisse se mettre aujourd'hui profitable, ne serait ce que de façon minime?","Avec tout l'amour que j'ai pour ce groupe, bien qu'il ait un peu mal vieilli, je ne pense pas que ça puisse vous être utile en quoi que ce soit."
123,FAQ6-123,"Si j'ai bien compris vos retours sur les réponses au sondage des 6 mois, vous attendiez des précisions spécifiques sur les articulations entre les différentes énigmes, prouvant ainsi notre bonne compréhension du cheminement global. Est-ce ça?","J'attendais plutôt des précisions spécifiques quand je demandais voilà ce que vous avez trouvé sur l’énigme 1, sur la 2, sur la 3. Me dire concrètement quelle est votre grappe. Quel est le mal que vous avez pu trouver. Quelle pièce vous utilisez. En fait, détailler des éléments qui sont nommés dans le jeu parce que je ne m'attendais pas à ce stade du jeu, à ce qu'un jour une personne ait vraiment parfaitement compris l'articulation, l'architecture globale de la chasse, ça me semble un peu trop tôt."
