,,Question,Réponse
119,FAQ5-119,Le choix des caractères runiques du parchemin du visuel 2 aurait-il pu être différent?,"La réponse est oui. Mais ce que je vous demande, c'est quand même de vous baser sur la version finale, celle qui fait foi."
120,FAQ5-120,Est-il nécessaire de tout résoudre pour arriver au lieu final?,"Vous n’avez pas besoin de tout résoudre, mais vous avez besoin quand même d’avoir le cheminement qui est correct à 100%. Parce qu'il y a des choses que vous pouvez résoudre mais qui n'ont servi à rien ou qui vont alimenter des cheminements adverses. Donc oui, vous n'avez pas dans un sens besoin de tout résoudre."
121,FAQ5-121,"Le Comte pourrait-il se permettre de se moquer, certes gentiment et avec un certain humour, d'un homme en particulier? Ou bien cela est-il totalement exclu dans une chasse?","Oui, oui, c'est fidèle à la personnalité du Comte. Il pourrait tout à fait se moquer, voire mystifier d'autres personnes."
122,FAQ5-122,"Au cours de la vidéo Création du visuel 2, la croix change de place, de parcelle. Relever cela a-t-il une importance dans la résolution de cette chasse?","Il y a eu des allers-retours, des éléments à corriger. Mais comme je l'ai dit, c'est la version finale qui fait foi et sur laquelle vous devez vous baser. Si il y a des modifications à faire ou que je trouve que des éléments ne sont pas clairs, je l'aurais déjà dit. C’est ce que j'avais fait dans la toute première semaine de la sortie. Il y avait une petite erreur je crois qui a été corrigée."
123,FAQ5-123,"Vous commencez par “Chers amis”, auriez-vous pu choisir un autre terme?",Oui.
124,FAQ5-124,Êtes-vous d'accord avec l'expression “tout ce qui brille n'est pas or”?,"Oui, je suis d'accord."
125,FAQ5-125,"A la question 51 de la FAQ 4 sur le thème de symbolique du cheval de Troie, votre réponse est “oui tout à fait, le cheval de Troie est symbolique et j'ai réutilisé cette symbolique dans le jeu. Le cheval de Troie est très important, donc c'est un élément à part entière de chasse”. Considérant que vous avez utilisé le cheval de Troie en gardant cette symbolique , peut-on supposer que l'énigme qui va avec ce visuel et ce dernier en même temps, est un stratagème dans son ensemble?","Alors si par stratagème, vous entendez traquenard ou guet apens, je trouve que c'est un peu abusif de dire que dans son ensemble c’est un terme approprié. Mais vous avez partiellement raison."
126,FAQ5-126,"Question sur la capeline noire, le liseré doré…","Alors bon, j'ai déjà répondu un peu à cette question le personnage ne porte la croix que sur le premier visuel. Mais à part ça, il est toujours habillé en violet avec un capuchon noir."
127,FAQ5-127,"Sur la création du visuel 2, une rune apparaît complètement. Or elle n’est plus complète sur le visuel normal. Est ce normal?","C’est le rendu final qui compte. Donc oui, c'est normal."
128,FAQ5-128,Est-il possible de trouver la grappe de raisins avant d'avoir trouvé les gardiens du temps?,Je ne peux pas répondre à cette question.
129,FAQ5-129,Doit-on pointer les lieux en coordonnées GPS ou nous laissons faire Google Earth car il nous sélectionne lui même le point d’une ville?,"Alors si la solution n'est pas plus précise que le nom d'une ville, ce n'est pas le logiciel qui vous donne un point. Vous pouvez prendre, a priori, n'importe quel point qui se situe dans le centre de la ville. Ça n’impactera pas le jeu. Sauf si la solution vous donne un élément encore plus précis que le nom de la ville."
130,FAQ5-130,La pierre avec l'inscription RC que l'on voit sur l'illustration 1 est-elle en granit? Ou en plomb?,"Elle est en pierre, mais savoir de quel type n'a pas d'importance."
