,,Question,Réponse
122,FAQ11-122,"Dans sa vraie vie, le personnage barbu a-t-il déjà porté des vêtements proches de ceux qu'il porte dans ce conte ?",Je ne répondrais pas aux questions sur le personnage. Surtout sur la partie vestimentaire qui donne un peu d'indices.
123,FAQ11-123,"Énigme une, vous avez dit “la grappe de raisins, il n'y en a pas plusieurs, par contre, il y a plusieurs raisins. En tous cas, raisins s'écrit au pluriel”. Le “S” est-il à retenir uniquement pour comprendre qu'il y a plusieurs raisins de natures différentes ? Devons-nous lui trouver une autre utilité ?","Il n'y a pas plusieurs raisins de natures différentes. Mais c'est une indication pour vous aider notamment à trouver le bonus, le surplus de la grappe. Et je vous invite là-dessus à regarder le coup de pouce numéro trois qui vous permettra peut-être de trouver le fin mot de l'histoire de ce fameux “S”."
124,FAQ11-124,"Énigme trois, puis-je résoudre le problème que représente le faro sans m'appuyer sur une autre énigme ?","Non, vous devez vous appuyer sur une autre énigme également."
125,FAQ11-125,"Énigme quatre, puis-je voir le mal jumeau après avoir relié la relique et l'autre trésor ?","Oui, tout à fait. Quand vous aurez relié la relique et l’autre trésor, vous allez tomber sur le mal jumeau."
126,FAQ11-126,"Quelqu'un vous a récemment demandé si la pièce cachée et la pierre d’attente pouvaient être situées dans deux pays différents. Vous avez répondu “oui, tout à fait”. Par “pièce cachée”, entendiez-vous la chambre cachée ou la pièce de monnaie ?","J'entendais la chambre cachée. Il me semble que la question concernait la chambre, mais je dirais la même réponse concernant la pièce."
127,FAQ11-127,"Énigme cinq, “ce lieu qui m'est familier” et quelques lignes plus bas “le lieu familier” désignent-ils le même lieu ?","Oui, tout à fait. Il s'agit du même lieu."
128,FAQ11-128,Est-il [possible] d'identifier la salle au trésor grâce à certains éléments ? Les fanions à l'entrée font-ils partie de ces éléments ?,"Oui, tout à fait, ils font partie de ces éléments parce qu'ils s'inscrivent dans le contexte de la redécouverte de cette salle. Donc, tout à fait."
129,FAQ11-129,Y a-t-il des lettres rouges à trouver dans chaque strophe du poème ?,C’est une bonne question et je pourrais pas y répondre.
130,FAQ11-130,"Y a-t-il une suite de nombres à trouver après deux, cinq, trois, cinq, quatre, huit qui nous mène à la chambre cachée ?","Non, vous avez uniquement besoin de ces six chiffres."
131,FAQ11-131,Est-ce que 3c64 permet à la fois de trouver le bon cheval et de trouver le premier nombre de la formule ?,3c64 ne vous sert qu'une seule fois et je ne pourrais pas vous dire sur quoi. Mais ça ne vous sert qu'une seule fois.
132,FAQ11-132,La croix sur l'épaule du personnage aurait-elle pu être représentée par un autre symbole ?,Non.
133,FAQ11-133,Notre première relique a-t-elle été remise à notre personnage par un illustre personnage ?,"Elle n'a pas été remise. Je dirais plutôt qu'elle a été apportée, en effet, par un illustre personnage."
134,FAQ11-134,Mercure et Gardiner dans le visuel deux peuvent-ils nous aider ?,Non.
135,FAQ11-135,Le petit merle me donne-t-il un lieu ?,Il ne vous donne pas un lieu.
136,FAQ11-136,Trouve-t-on l'épée dans la chambre cachée ?,Vous ne trouvez pas l'épée dans la chambre cachée.
137,FAQ11-137,L'ordre nouveau de l'énigme cinq est-il le même que celui du titre de l'énigme quatre ?,C'est une très bonne question et je ne pourrais pas y répondre.
138,FAQ11-138,"Les entités de l'énigme deux une fois choisies, permettent-elles au personnage de traverser les siècles ?","Oui, tout à fait."
139,FAQ11-139,"Si je vois des grappes en or perchées à plusieurs dizaines de mètres de hauteur, suis-je dans l'erreur ou dans la ""veritas"" ?","A plusieurs dizaines de mètres de hauteur, ça me paraît extrêmement haut. Donc je pense que vous êtes plutôt dans l'erreur."
140,FAQ11-140,Loucher sur les énigmes peut-il nous aider à y voir plus clair.,"Je n'ai jamais fait le test, donc je dirais plutôt que non."
141,FAQ11-141,"Les chasseurs étrangers, à la lumière du tropisme français du Comte de Saint-Germain, sont-ils parfois obligés de passer par les subtilités de notre langue pour résoudre des énigmes ?","Ils ne sont jamais obligés de passer par des subtilités de notre langue. En tout cas, sur les éléments les plus importants. Il y a peut être une ou deux exceptions, mais la construction de la chasse, dès le début, a été pensée pour qu'il y ait une solution propre dans les versions italienne, espagnole et anglaise, et qui ne fait pas des passages obligatoires par la langue française.
"
142,FAQ11-142,Dois-je utiliser un théorème à un moment X de la chasse ?,Vous n'avez pas besoin d'utiliser de théorème.
143,FAQ11-143,"Si le bon vin c'est bien la bière, c'est mal ?","Non. La bière, ce n'est pas mal."
144,FAQ11-144,Puis-je trouver en suivant vos consignes sur un lieu n'ayant pas de rapport avec le fil rouge pour y trouver un objet anodin dont je ne vois pas l'utilité mais qui me servira plus tard ?,"Non, il n'y a pas d'objet qui soit anodin et qui vous servirait uniquement plus tard. Je n'en vois pas en tout cas dans l’Élixir."
145,FAQ11-145,Vous avez dit que la généalogie des personnages avait son importance. Celle des animaux aussi ?,"C'est une très bonne question, et je ne pourrais pas y répondre. En tout cas, je dirais que sur certains animaux, la réponse est strictement non. Mais peut-être pas sur tous."
146,FAQ11-146,"Sur le visuel un, les racines apparentes de l'arbre nous donnent-elles l'identité de cet arbre ? Nous pouvons le nommer de façon précise grâce au fait que ses racines soient visibles ou sa fonction ?",Je ne pense pas que les racines apparentes vous donnent l'identité de l'arbre. Elles font partie d'un ensemble plus large. Donc je ne dirais pas qu'il y a un lien de causalité direct entre “racines apparentes” et “quel est cet arbre ?”.
147,FAQ11-147,Sur le visuel deux: Le coup d'échecs que je peux hypothétiquement jouer doit-il respecter les règles des échecs ?,"La réponse est oui. [ndr: addemdum] En effet, il obéit à la règle des échecs. Ce serait faux de dire qu'il respecte 100 % les règles des échecs. Je reviens sur cette réponse car c'est un coup qui n'est quand même pas 100 % conventionnel. Je me mets en réserve là-dessus."
148,FAQ11-148,Énigme quatre: Le lien entre la relique et le mal est-il fortuit ?,"Non, il n'est pas fortuit."
149,FAQ11-149,Vous avez dit que les entités de l’énigme deux avaient des caractéristiques extrêmement communes. Extrêmement communes parce que très banales ou parce que leur point commun est très fort ?,Parce que leur point commun est très fort. Pas parce qu'elles sont banales.
150,FAQ11-150,"Sur l’illustration deux, est-ce qu'une seule partie d'échecs est jouée par notre personnage durant cette nuit là ? Doit-on se concentrer sur cette unique partie ?","Oui, tout à fait. Sur cette unique partie, on va dire."
151,FAQ11-151,"Sur l’illustration trois, notre personnage est-il arrivé à cheval en ce lieu illustré ou par un autre moyen de locomotion ?",Il est arrivé à ce lieu là à vol d'oiseau.
152,FAQ11-152,Le personnage se trouve au pas de la porte. On le voit sur le point de franchir le perron de la porte. Rentre-t-il de son plein gré ou lui a-t-on intimé l'ordre d'y rentrer ?,Il y rentre de son plein gré.
153,FAQ11-153,"Sur l’illustration [quatre], de quelle manière pourrions-nous déterminer ce qui se trouve dissimulé sous le tapis de l'escalier ?",Vous n'avez pas besoin de déterminer ce qu’il y a sous le tapis de l'escalier.
154,FAQ11-154,Notre personnage dans les illustrations connaît-il ce bon cheval mentionné dans l'énigme trois ?,"Oui. En tout cas, je l'espère pour lui. Sinon, il n'arrivera pas à trouver le coffre."
155,FAQ11-155,"Lors d'une précédente FAQ, il avait entre 50 et 150 points géographiques trouvables et à trouver. Sur cette multitude de points, cela englobe des points géographiques d'une ville, des bâtiments et des points identifiables au mètre près ?","En effet, une pluralité de lieux et une pluralité de degré de précision de lieux. Tout à fait."
156,FAQ11-156,"Ces points géographiques peuvent être identifiés par extrapolation ? Mise sur le bon cheval, Miser, Parier, Parier = Pari = Paris.","Il n'y aura pas à ce niveau là d’extrapolation, ni ce niveau de jeu de mot. Je peux vous le garantir. Donc non. Ils vous sont donnés par décryptage, par interprétation cohérente avec le fil rouge que vous aurez trouvé dans le cadre de l'Élixir. Et pas par extrapolation à trois ou quatre niveaux comme cela."
157,FAQ11-157,"Dans la FAQ précédente, vous dites que pour l’énigme deux il n'y a pas forcément de tracé à effectuer, mais plutôt des points à noter. Comment peut-on affirmer que nous sommes arrivés au bout de l'énigme sans effectuer un tracé ?","Et bien, je vous l’affirme. Vous êtes arrivés au bout de l'énigme, vous n'avez pas à effectuer de tracé. Et toutes les énigmes ne vous forcent pas forcément à faire un tracé. Donc je n'arrive pas à identifier le problème que vous pouvez rencontrer là-dessus. Chaque énigme a sa propre construction qui vous permet d'avancer dans le jeu. Et même si à la fin, il faut trouver un lieu très précis pour le coffre, il y a plusieurs façons d'y arriver qui ne sont pas qu'une linéarité, une suite, une succession de tracés et de points."
158,FAQ11-158,"Concernant le “O” et le “S” en surplus dans l’énigme une, peut-on en outre les rassembler pour confirmer un élément préalablement découvert ?","Non, vous ne pouvez pas les rassembler. En tout cas, je pense pas que ça vous sera utile."
159,FAQ11-159,"Est-ce que cette ancienne citation peut rentrer dans le club fermé des citations rimant avec l'Élixir d’Or: “le soleil voit votre corps, la lune voit votre âme” ?",La partie corps et âme est en effet extrêmement importante dans le contexte de l'Élixir.
160,FAQ11-160,Et si nous nous amusions à trouver un titre à notre conte ? Moi je choisirais “La personnification du grand œuvre”. Qu'en pensez vous ?,"Je ne suis pas sûr que ce soit le nom le plus approprié, mais la notion de Grand Œuvre y aurait quand même toute sa place. Je parlerais pas de personnification. Je dirais plutôt la matérialisation du Grand Œuvre."
161,FAQ11-161,"Relier les cendres, est-ce comme créer un pont pour rentrer à la maison ?",Non.
162,FAQ11-162,"Quand je vais me délivrer du mal, j'y vais en ligne droite, de suite, comme si j'avais le feu au derrière ou je me rappelle déjà le chemin parcouru à ce moment-là ?","Quand vous délivrez du mal, vous y allez en ligne droite immédiatement parce que, en effet, vous êtes en situation urgente."
163,FAQ11-163,"Concernant INRI, quand je reviens sur mes pas pour tracer ce que Dieu veut, est-ce que je dois repartir loin ou jusqu'au dernier checkpoint ?","Non, vous devez vraiment retracer le fil conducteur qui vous a mené jusqu'à cet endroit là. Vous pouvez remonter à très loin."
164,FAQ11-164,La Trinité est-elle à interprétation unique ou une même Trinité peut faire référence à plusieurs Trinités ?,Une même Trinité peut faire référence à plusieurs Trinités.
165,FAQ11-165,"Quand on affronte le mal, notre affrontement envoie le trésor à Tataouine ou puis-je rester à pied pour le chercher ?","Quand vous affrontez le mal, vous êtes sur le lieu du trésor. C’est-à-dire que le lieu de l'affrontement final, au moment où le tonnerre de feu s'abat sur vous, c'est l'endroit où vous allez devoir trouver le coffre."
166,FAQ11-166,Le poème donne-t-il des confirmations ?,"Oui, il en donne."
167,FAQ11-167,"Dans le nombre deux, cinq, trois, cinq, quatre, huit, certains chiffres ont l'air décalés par rapport aux autres. Est-ce volontaire ou simplement dû à la police d'écriture ?","Ça doit être dû à la police d'écriture. En tout cas, il n'y a pas de décalage. Ils se suivent, il y a le même espace entre chacun."
168,FAQ11-168,"Être “digne de succéder”, cf introduction du testament, et “digne” dans l'énigme six, est-ce la même chose ?","Oui, c'est la même chose."
169,FAQ11-169,Les pictogrammes de l’énigme un sont-ils à associér à des couleurs ?,Non.
170,FAQ11-170,Doit-on réaliser un tracé sur la carte pour trouver la pierre d'attente ?,"Oui, tout à fait."
171,FAQ11-171,Le fait de se rapprocher de la relique peut-il permettre à l'homme d'y voir net ?,C’est une bonne question. Je crois que vous faites référence à l'alexandrin “C'est par foi ou d’effroi que l'homme y verra net !”. Non je dirais pas qu’il y a un lien direct entre la relique et le fait de voir net. Et même la notion de netteté vous est utile dans un contexte qui est radicalement différent de la relique. 
172,FAQ11-172,Faut-il avoir un peu plus d'imagination pour voir le mal jumeau que pour voir le mal ?,"Non, c'est le même degré d'imagination puisque le mal jumeau et le mal sont de même nature."
173,FAQ11-173,La fidèle monture est-elle différente du dernier cavalier ?,C’est à vous de déterminer de quelle monture il s'agit. Et je pourrais pas vous dire laquelle évidemment.
174,FAQ11-174,Les cendres du mal jumeau sont-elles dans un lieu dont le nom inspire plutôt l'amour ?,"C’est une très bonne question, et la réponse est oui."
175,FAQ11-175,"Dans l'indice, le mot “toisant” aurait-il pu être remplacé par un autre mot sans en changer le sens ?","Non, ça n'aurait pas pu être remplacé par un autre mot. C'était important que ce soit le mot “toisant”."
176,FAQ11-176,Le bon cavalier de l’énigme trois se prépare-t-il à un sacrifice ?,"Non, il ne se prépare pas à un sacrifice, mais, assurément, il se prépare à un combat."
177,FAQ11-177,En traçant le dernier cercle un lieu familier me saute aux yeux. Je suis sur la bonne voie ou je dois reprendre mes calculs ?,"En traçant le dernier cercle, vous ne trouvez pas un lieu familier. Donc c'est très différent du lieu familier."
178,FAQ11-178,"Dans le visuel quatre, le personnage est-il pieds nus, et si oui, le reste-t-il tout au long de son périple ?","Ça n'a pas d'importance. Et je crois, qu'en effet, il est pieds nus. On peut le voir notamment sur le visuel numéro quatre. Parce que ça s'inscrit dans le fait que c'est un marcheur, un pèlerin avec son bâton. Donc c'était la meilleure façon de le représenter. Mais ça n'a pas une importance cruciale."
179,FAQ11-179,La pierre d’attente est-elle une partie d'un tout originel ou final ?,"C'est une étape, c'est un lieu obligatoire, un lieu de passage. Mais oui, on peut dire que ça fait partie d’un rite, d’un processus qui n'est pas terminé au moment où vous trouvez la pierre d'attente."
180,FAQ11-180,"Si vous deviez donner un nom ou un terme pour l'endroit où sont assis nos deux compères du visuel trois, quel serait-il ?","Je donnerais le nom de ""tombe""."
181,FAQ11-181,"Si mes tracés font apparaître des éléments alchimiques, est-ce mon imagination qui me joue des tours ?",C’est une très bonne question et je ne pourrais pas y répondre parce qu'elle est un peu trop précise.
182,FAQ11-182,Certains mots de l'énigme six sont-ils logés à la même enseigne que d'autres mots dans le testament ?,"Oui, tout à fait. En effet, certains mots sont logés à la même enseigne."
183,FAQ11-183,"Si j'étais amené à tracer un ou plusieurs traits devant ou d'après un miroir, devrais-je également prendre en compte les reflets respectifs de chacun de ses traits dans mes résolutions ?","Si vous poursuivez une piste qui s’inscrit à l'envers, donc vous avez besoin d'un miroir oui, le reflet sera même plus utile que le tracé initial."
184,FAQ11-184,"La raison pour laquelle le lieu est familier du Comte de Saint-Germain est-elle d'ordre alchimique, sentimentale ou politique ?","La raison pour laquelle le lieu est familier, elle peut être multiple. Elle peut être liée au fait que le Comte y soit déjà passé ou à l'appellation même du lieu qui peut être familière par rapport au patronyme “Saint-Germain”. Elle peut être liée également au fil rouge que vous avez choisi. Ça peut être un de ces trois éléments. J’exclurais la piste sentimentale."
185,FAQ11-185,"Entre les différents maux de la chasse, peut-on parler de “filiation” ?","Il y a bien une filiation entre le mal et le mal jumeau. Oui, c’est en effet une bonne remarque. Il y a une filiation mais qui n'est pas du bon côté."
186,FAQ11-186,"S'il y avait un décryptage à réaliser avec l'aide de l'échiquier, faudrait-il repositionner ce dernier selon son usage réglementaire avant de tenter cet hypothétique décryptage ? Je ne vous parle pas de jouer ou de rejouer la partie en cours.","C'est une très bonne remarque. Par contre, je ne pourrais pas vous dire pourquoi, notamment les cases noires et blanches, notamment dans le coin à gauche, ne sont pas dans le sens conventionnel, on va dire, du jeu d'échec. Ça, c'est à vous de le déterminer. Il y a un élément très important dans l'une des énigmes, textuelles notamment [ndr: uniquement textuel], qui vous permet de remettre du sens, de remettre “l'échiquier à l'endroit”. Et donc de pouvoir bien débuter votre décryptage et notamment le choix du cheval sur lequel vous allez pouvoir parier."
187,FAQ11-187,"Entre les deux citations suivantes, laquelle aurait droit de cité dans la chasse ? La première est d'Albert Einstein: “Dieu ne joue pas aux dés”, et la seconde est de Stephen Hawking: “Non seulement Dieu joue aux dès, mais il les jette parfois là où on ne peut les voir”.","Je répondrai que Dieu ne joue pas aux dés et qu'il crée au contraire des alignements qui n'ont rien à voir avec le hasard et qui sont parfaits. Et évidemment, la chasse s'inscrit dans la filiation de cette recherche de la perfection."
188,FAQ11-188,"Les éléments qui constituent la Trinité ont-ils un point commun ? Et si oui, celui-ci est-il historique, géographique ou métaphysique ?","Le point commun, il sera à la fois historique, à la fois géographique et à la fois métaphysique."
189,FAQ11-189,Le [sépulcre] d'azur peut-il être lié ou relié à l'une des couleurs d'un des quatre cavaliers ?,"Non, il n'est pas à relier avec l’un des quatre cavaliers."
190,FAQ11-190,Le mortel dans INRI et l'homme qui y verra net dans le poème sont-ils un seul et même individu ?,"Exactement, Le mortel est l'homme qui n'y voit pas encore net."
191,FAQ11-191,"Si le Comte de Saint-Germain était amateur de jus de fruits, lequel aurait sa préférence ? Parmi le jus de pomme, le jus d'orange et le jus d'ananas ?","Et bien, je dirais le jus de pomme. C'est celui qui me semble au moins avoir un lien avec l'Élixir par rapport aux deux autres. Mais on va dire plus la pomme que le jus. Le jus, il n'y a aucun lien. En tout cas, je n'en fais pas directement."
192,FAQ11-192,La fosse rectangulaire du visuel trois est-elle due à une excavation ou une extraction ?,"La fosse, elle est liée à une activité humaine qui a creusé dans le but d'enfouir ou d'enterrer quelqu'un. Vous n'avez rien extrait de cette fosse"
193,FAQ11-193,Les personnages [ndr: du visuel 3] sont-ils assis sur la pierre d'attente ?,"Non, ils ne sont pas assis sur la pierre d’attente. Je dirais même que ce serait mauvais signe pour eux s'ils étaient assis sur une pierre d'attente. Et pour n'importe qui d'autre d'ailleurs, ce n'est jamais bon signe d’être sur cette pierre. Il faut vite en sortir, soit dans le prolongement, soit l’éviter."
194,FAQ11-194,C'est une pierre maudite en fait ? Elle est malsaine ? [ndr: la pierre d'attente],"Non, elle n'est pas maudite. Elle n’est pas malsaine non plus. Elle est naturelle. Elle fait partie de l'ordre des choses. Évidemment, ce n'est pas forcément un ordre, au moment où on est dessus, que l'on souhaite pour soi."
195,FAQ11-195,Le lierre de la connaissance nous prépare-t-il ou nous aide-t-il à affronter le mal ?,Le lierre de la connaissance ne vous aide pas à affronter le mal. Il vous aide simplement à trouver la pierre d'attente.
196,FAQ11-196,Celui qui s'est vu monter plus haut que roi est-il monté de sa propre initiative ?,"Oui, tout à fait. C'était une initiative qui était pleinement assumée. Même voulue. Et à vouloir trop monter, celui qui s'est vu monter plus haut du roi s'est brûlé les ailes et s'est fait un peu surprendre."
197,FAQ11-197,Est-ce qu'un coup de pouce peut être une vacherie ?,"Non, franchement, la chasse est suffisamment difficile pour que les coups de pouce soient vraiment des coups de pouce. Plutôt des aides. Et qu’elles ne viennent pas polluer davantage, rajouter de la complexité et rajouter des énigmes sur les énigmes existantes."
198,FAQ11-198,"“Ta croix est à l'entrée du royaume des morts”, est-ce exact en tant qu’indice pour le lieu à trouver ?","C'est strictement exact. Oui, tout à fait. À cet endroit là, il s'agit même d'une confirmation."
199,FAQ11-199,Le personnage a-t-il besoin de l'autre trésor pour pouvoir transporter la relique ?,"Il n’a pas besoin de l'autre trésor. Mais il va être, tout comme par la première relique, guidé par la seconde relique et par l'autre trésor. Et de façon générale, ça ne va pas que le guider géographiquement, ça va aussi guider, évidemment, son destin."
200,FAQ11-200,"Au sujet de la pièce, vous dites “vous vous placez à chacun des deux points et vous faites la même dépense qui correspond à l'intégralité des pièces que vous avez”. C’est à dire qu’on doit simultanément faire la même dépense depuis l'un et l'autre des lieux, soit 888 pièces, en partant du principe que vous disposez du don d'ubiquité ? Et donc, que le lieu familier est équidistant en terme de pièces d’un nombre de 1776 ou de 888 ?","Il est équidistant en terme de pièces d’un nombre de 1776. Autrement dit, si vous aviez le don de vous dupliquer, vous auriez 3500 pièces et des poussières. Je suis très, très mauvais en calcul mental, mais en tout cas, vous avez compris."
201,FAQ11-201,"Concernant l’échiquier, est-ce qu'il a une seconde utilité que celle de l'énigme trois ? Peut-être en termes d'emplacement, de lieux, surtout en fonction de la signification des armoiries ?","Il a de nombreuses utilités qui ne sont pas juste liées à l'énigme trois en effet. Il y a une armoirie qui est, en effet, intéressante. Mais ce n'est vraiment pas la majorité de l'utilité de cet échiquier."
202,FAQ11-202,Vous dites que la coupe du visuel quatre correspond au cahier des charges. Aurait-elle pu être cependant dessinée autrement ?,"Oui, il peut toujours y avoir des variations mineures. Considérez qu'il s'agit d'une coupe ou d'un calice. Et que ce calice ou cette coupe contient un breuvage de couleur rouge. Et vous avez pas besoin d'en savoir beaucoup plus s'agissant de cette coupe. En tout cas, d'après le visuel."
203,FAQ11-203,L'astre qui tombe du ciel dans le visuel six est-il familier à quiconque ?,[L’astre qui tombe du] ciel est extrêmement familier du Comte de Saint-Germain.
204,FAQ11-204,Le terme de groom a-t-il son utilité dans la chasse ?,Non.
205,FAQ11-205,Pouvons-nous assimiler/associer le pion plus ultra et le scorpion ?,Non.
206,FAQ11-206,Les hommes qui tombent perdent-ils la vie après être tombés ?,"Oui. Ils perdent la vie au moment, d’ailleurs, où ils tombent."
207,FAQ11-207,Le jeune merle est-il un personnage ?,Je pourrais ne pas répondre à cette question.
208,FAQ11-208,Peut-on dire que la grappe n'est pas des vignes ?,"S'agissant du surplus de la grappe, j'exclu cette hypothèse en effet. Après sur la grappe de raisins en elle-même, dans sa majorité, elle est assez simple à trouver et elle a un rapport avec le vin. Donc j’exclurais pas, si j'étais vous, le fait qu’il s'agisse de vignes."
209,FAQ11-209,La tombe du visuel trois est-elle à identifier ?,"La tombe du visuel trois, en elle-même, n’est pas à identifier. Mais elle vous donne un élément important pour la suite où le côté symbolique est le plus important. Où le côté symbolique est important, mais il s'agit bien d'une tombe et il est important de comprendre de quelle tombe il peut s'agir."
210,FAQ11-210,Prendre de la hauteur nous permet-il de voir de jolies couvertures ?,"Non, je ne pense pas."
211,FAQ11-211,Vous avez dit que planter le lierre de la connaissance reviendrait à lutter contre l'ignorance. Cette dernière est-elle plutôt volontaire ou involontaire ?,"Cette ignorance est involontaire, elle existe. Je dirais pas qu'elle a une volonté propre. Elle est là. Et le lierre de la connaissance permet de lutter contre cette ignorance."
212,FAQ11-212,Le cavalier qui est à suivre est-il d'or ?,Non.
213,FAQ11-213,Le médaillon dans le visuel quatre fait-il référence à un bijou précis ? Ou aurait-il pu être représenté autrement ? Est-il derrière ou devant le quadrillage ?,"Il aurait pu être présenté autrement. Il est posé sur le quadrillage. Je précise un peu : Quasiment toutes les dalles sont recouvertes sauf deux qui sont vides. [Tous les éléments ne sont pas] utiles, mais globalement, vous avez des diamants, un médaillon, des coupes, des carafes en or, des montagnes de pièces. Il s'agit d'un trésor et les éléments éparses de ce trésor ne sont pas tous forcément à identifier précisément. Mais le quadrillage a une utilité. Et comme je l'avais indiqué un peu plus tôt dans la FAQ, il fait partie du cahier des charges."
214,FAQ11-214,"Si le lierre n'est pas uniquement français, voire même pas du tout français, cela veut-il dire également qu'il évite la France dans son cheminement ?","Non, il n’évite pas la France dans son cheminement. Il n'est pas forcément français, il peut d'ailleurs ne pas être du tout français, mais ce n'est pas pour autant qu'il évite la France."
215,FAQ11-215,Y a-t-il un calcul à faire avec les chiffres en tête de la charade 1543 1938 ?,"Non, il n'y a pas de calcul à faire."
216,FAQ11-216,"Quand vous dites que la chambre cachée est proche d'un sanctuaire, vous parlez d'un lieu de culte dans sa généralité ou de manière plus restrictive ?","Je ne parlerais pas d'un lieu de culte, mais plutôt d’un lieu religieux, d’un lieu de recueillement."
217,FAQ11-217,"Toutes les énigmes de la charade commencent par “mon”. Faut-il en déduire que nous cherchons uniquement des personnages, des noms masculins ?","Non. C'est parce que c'est la forme commune de la charade. Mais en effet, les résultats que vous trouvez ne sont pas forcément genrés."
218,FAQ11-218,Les couleurs noires et blanches sont-elles indispensables au jeu ?,"Oui, tout à fait. Elles sont très importantes dans le jeu."
219,FAQ11-219,"Pour le lierre de la connaissance, la connaissance nous permet-elle de déterminer la nature du mal ?","Non, elle ne vous permet pas de déterminer la nature du mal. La connaissance vous permet de trouver la pierre d'attente. Elle vous permet plus généralement, évidemment, de trouver votre fil rouge."
220,FAQ11-220,"“En toute jouissance” cité dans le testament, est-ce plutôt par le fait de posséder, d'en tirer des avantages matériels ou plutôt dans le sens de plaisirs intellectuels, moral ou physique ?",C'est le fait qu'il a pu croquer la vie à pleines dents.
221,FAQ11-221,"Tout comme le personnage du visuel un porte une croix sur l'épaule, portons-nous une croix sur le dos ou autour du cou dont nous devons nous débarrasser à la fin ?","Vous ne portez pas de croix autour du cou. Après la notion de croix sur le dos a une connotation plus intéressante, on va dire, dans le cadre du jeu. Est-ce que vous devez vous en débarrasser à la fin ? Je ne dirai pas ça. "
222,FAQ11-222,Les chiffres romains en rouge nous aident-ils pour la charade ?,Non.
223,FAQ11-223,Un dépliant hollandais peut-il nous guider dans cette chasse ?,Je ne pense pas. Ça ne me dit rien.
224,FAQ11-224,"Dans la chambre cachée, on y est les poings fermés ou les yeux clos pour toujours ?","On y est les yeux clos pour toujours. C'est une très bonne intervention. Tout le monde n'y est pas les yeux clos pour toujours, mais il y a au moins une personne qui y est les yeux clos pour toujours.  Ça c'est certain."
225,FAQ11-225,"Si l'on venait à déplacer la chambre cachée, pourrions-nous toujours voir la pierre d'attente de l’extérieur de la chambre ?","C'est une bonne question [...]. Oui, vous pourriez toujours voir la pierre d'attente. Ce qui compte, ce n'est pas tant la chambre cachée, mais ce que vous y trouvez. Et donc si ce que vous y trouvez se déplace en même temps que la chambre cachée et donc se déplace au même endroit, et reste dans la chambre cachée, ça ne change strictement rien à votre histoire."
226,FAQ11-226,Confirmez-vous que tout est question de proportions ?,"Tout non. Mais certaines choses, en effet, notamment s'agissant de géométrie sacrée, peuvent être question de proportions importantes. Et là-dessus, je pourrais pas dire si ça intervient et si oui, à quel endroit dans l’Élixir."
227,FAQ11-227,Celui qui s'est vu monter plus haut que roi aurait-il été en mesure de prévoir ce qui lui est arrivé par la suite ?,"S'il avait été en mesure de prévoir ce qui lui est arrivé par la suite, je pense qu'il aurait pris des mesures préventives. Ce qui n'a pas été fait ou pas suffisamment en tout cas."
228,FAQ11-228,[Êtes]-vous d'accord sur le fait que parfois le ciel et la mer ne font qu'un ?,"Non, je ne suis pas d'accord avec ça."
229,FAQ11-229,"Vous avez confirmé que la chambre cachée a été oubliée pour être retrouvée à notre époque contemporaine. Oubliée dans le sens de désintéressement parce que sa célébrité était en baisse ou oubliée car disparue, négligée ?","Disparue, négligée. Après, elle n’a jamais été oubliée des personnes qui en étaient très proches géographiquement. Mais elle a vraiment été découverte, redécouverte, pour le monde entier, uniquement très tardivement en effet."
230,FAQ11-230,Une partie de notre corps peut-elle nous aider à décrypter un crypto ?,"Votre cerveau, c'est certain."
231,FAQ11-231,Est-ce qu'il y a plus de lieux à trouver en France ou hors de France ?,Il y a plus de lieux à trouver en France que hors de France.
232,FAQ11-232,Des gens sont-ils morts dans le trou du visuel trois ?,"Des gens sont morts sur le pic, ça c'est certain. Dans le trou, non. On a plutôt, par contre, mis au moins une personne."
233,FAQ11-233,"Vous avez dit que le lierre de la connaissance n'était pas uniquement français, voire pas du tout. Cela veut-il dire qu’il y a un lierre qui est français ? Un autre pas français ?","Il n'y a qu'un seul lierre. Et je ne dirais pas s’il est français ou non. Ce que je peux dire, [c’est que le lierre] vous sert en France."
234,FAQ11-234,Avons-nous vu le lieu du mal avant l'énigme trois ?,"Non, vous n'avez pas vu le lieu du mal."
235,FAQ11-235,"Le 20 (V-I-N-G-T), [fait] plusieurs apparitions sur mes tracés, n’est-ce pas ?",Je ne répondrais pas à cette question.
236,FAQ11-236,"Lors de la dernière FAQ, j'ai évoqué une image cachée que je pensais être la confirmation de la grappe. Pouvez-vous me dire si cet élément visuel est un hasard ?","En fait, la grappe, elle n'est pas capillotractée. Elle est simple. C'est au début du jeu. Et donc il n'y a même pas de confirmation visuelle."
237,FAQ11-237,Les deux dalles vides sur le visuel quatre peuvent-elles justement servir à confirmer des cheminements ou faire de nouvelles découvertes ?,"De façon générale, il faut se méfier de ce qui est absent, de ce qui brille par son absence. C'est ce que j'ai évoqué dans l'indice. Qu'il s'agisse du quadrillage ou d'autres éléments du jeu, beaucoup de choses peuvent apparaître à l'œil qui sait procéder par élimination et voir au-delà de ce qui est purement visible sur le parchemin."
238,FAQ11-238,Peut-on avoir une parcelle à se mettre sur la dent ?,Non.
